SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532729,UTTAM SUGAR ,B ,Q,93.35,95.50,93.00,93.35,95.50,93.80,100,3346,312841.00,
532730,STL GLOBAL  ,B ,Q,9.60,9.60,9.16,9.40,9.40,9.00,16,1087,10227.00,
532732,KEWAL KIRAN ,B ,Q,890.00,905.10,885.00,904.80,905.10,882.00,13,24,21626.00,
532733,SUN TVNET   ,A ,Q,533.00,533.00,514.00,516.45,516.45,526.10,5062,161938,84556365.00,
532734,GODAWARI POW,A ,Q,496.00,511.00,488.00,504.10,504.10,495.05,1498,28293,14026117.00,
532735,RSYSTEMINT  ,A ,Q,118.75,118.75,114.00,114.80,114.75,116.15,128,1441,166013.00,
532737,EMKAY GLOB F,B ,Q,69.25,72.20,67.40,71.85,69.00,70.00,101,4600,326552.00,
532740,LOKESH MACH ,T ,Q,39.15,40.00,38.00,38.95,38.95,39.95,32,9963,381816.00,
532741,KAMDHENU    ,B ,Q,122.00,138.40,121.55,126.65,126.65,119.95,332,10963,1389741.00,
532742,PAUSHAK LTD ,X ,Q,4398.00,4981.00,4350.00,4889.40,4889.40,4389.40,1027,7291,34868636.00,
532744,GTN TEXTILE ,B ,Q,5.90,5.90,5.75,5.90,5.90,5.70,8,1618,9489.00,
532745,INDICAP     ,X ,Q,37.70,37.70,35.10,35.55,35.20,36.05,44,2795,99276.00,
532746,UNITY INFRA ,Z ,Q,0.99,0.99,0.99,0.99,0.99,0.95,2,28804,28515.00,
532748,PRIME FOCUS ,B ,Q,46.90,53.70,46.90,53.40,53.25,51.45,337,36521,1908521.00,
532749,ALLCARGO    ,A ,Q,133.00,136.45,132.05,132.65,132.65,132.10,10430,2617475,349746809.00,
532751,EASUNREYRL  ,Z ,Q,2.08,2.08,2.00,2.00,2.00,1.99,10,3004,6248.00,
532754,GMR INFRASTR,A ,Q,26.40,26.55,25.80,26.00,26.00,26.30,649,1349435,35245116.00,
532755,TECH MAH    ,A ,Q,975.05,988.60,972.90,985.50,985.50,975.05,5267,203520,199943552.00,
532756,MAHINDCIE   ,A ,Q,167.65,168.25,162.90,163.35,163.00,165.10,337,10569,1739482.00,
532757,VOLTAMP TRAN,A ,Q,1311.90,1323.20,1284.15,1307.35,1310.00,1321.05,380,1239,1615762.00,
532759,ATLANTA     ,B ,Q,7.59,7.93,7.35,7.66,7.63,7.56,86,12443,94434.00,
532760,DEEPENR     ,B ,Q,41.35,42.20,41.35,41.60,41.45,41.55,79,2228,92833.00,
532761,HOV SERVICES,B ,Q,37.20,40.80,37.20,40.75,40.75,38.80,3,230,9022.00,
532762,ACTION CONST,A ,Q,165.00,167.50,160.90,161.90,163.80,167.20,1690,57346,9425927.00,
532764,GEECEE      ,B ,Q,87.90,89.25,86.00,86.85,86.70,86.35,37,1523,132804.00,
532766,RICHA IND   ,Z ,Q,0.83,0.83,0.83,0.83,0.83,0.84,2,300,249.00,
532767,GAYATRI PROJ,B ,Q,43.75,44.65,43.70,44.15,44.15,43.65,193,20344,900593.00,
532768,FIEM INDS   ,B ,Q,615.40,644.35,615.05,638.75,636.00,615.40,553,5070,3202048.00,
532771,JHS SVEN    ,T ,Q,26.85,27.95,26.85,27.10,27.10,28.25,100,67057,1807582.00,
532772,DCBBANK     ,A ,Q,108.80,114.00,108.20,112.55,112.55,108.80,538,38597,4277283.00,
532773,GLOBAL VECT ,Z ,Q,47.85,47.85,45.80,46.25,46.25,46.70,41,2553,118872.00,
532774,INSPIRISYS  ,B ,Q,34.90,34.90,34.85,34.85,34.85,34.35,9,708,24678.00,
532775,GTL INFRAST ,B ,Q,1.00,1.04,0.99,1.02,1.02,1.04,1052,7518386,7628728.00,
532776,SHIVAM AUTO ,B ,Q,20.20,21.10,20.20,20.80,20.95,20.70,78,10044,208892.00,
532777,INFO EDGE   ,A ,Q,5150.00,5464.60,5139.70,5416.70,5416.70,5119.70,8790,44436,236593481.00,
532779,TORNT POWER ,A ,Q,329.00,334.30,328.50,333.80,333.00,330.25,530,27624,9183226.00,
532780,PARSVNATH   ,B ,Q,4.89,5.20,4.89,5.20,5.20,4.96,116,761588,3954616.00,
532782,SUTLEJ TEXT ,B ,Q,40.95,40.95,39.35,40.00,39.90,39.45,61,4832,193334.00,
532783,DAAWAT      ,A ,Q,52.85,52.95,51.90,52.10,52.05,51.95,249,32363,1692983.00,
532784,SOBHA       ,A ,Q,449.00,457.00,446.00,447.30,447.30,449.00,533,6215,2807161.00,
532785,RUCHIRA PAP ,B ,Q,60.45,62.80,60.45,61.90,61.75,60.40,141,5271,325924.00,
532790,TANLA       ,B ,Q,695.00,721.00,683.20,712.85,712.85,690.25,2630,53034,37491597.00,
532794,ZEEMEDIA    ,B ,Q,5.35,5.35,5.21,5.29,5.27,5.31,3232,225015,1187443.00,
532795,SITINET     ,B ,Q,0.99,1.05,0.96,1.04,1.04,1.01,1137,7223433,7153967.00,
532796,LUMAX TECH  ,B ,Q,130.95,130.95,128.30,129.80,129.85,130.05,113,4088,531032.00,
532797,AUTOIND     ,B ,Q,30.40,31.50,30.40,31.10,31.10,30.40,32,1745,53960.00,
532798,NTWK MED INV,A ,Q,36.05,37.50,36.05,37.00,37.05,36.50,579,119140,4405905.00,
532799,HUBTOWN     ,T ,Q,19.40,19.40,18.05,18.60,18.60,18.70,22,3381,61708.00,
532800,TV18BRDCST  ,A ,Q,29.95,30.70,29.60,29.95,29.95,29.65,558,339935,10205444.00,
532801,CAMBRIDGE   ,B ,Q,37.65,37.65,37.65,37.65,37.65,39.60,17,1496,56324.00,
532804,TECHNOCRAFT ,B ,Q,414.00,423.10,392.30,398.15,395.05,410.50,1609,20476,8315535.00,
532805,REDINGTON   ,A ,Q,162.00,163.10,159.25,160.40,160.65,162.15,526,17381,2791705.00,
532806,AI CHAMPDNY ,XT,Q,11.35,11.37,11.35,11.36,11.37,10.83,5,333,3781.00,
532807,CINELINE    ,B ,Q,41.55,43.10,41.50,41.65,41.55,41.35,530,102490,4324384.00,
532808,PGIL        ,B ,Q,178.00,181.60,176.10,180.95,180.95,178.55,109,5705,1031089.00,
532809,FSL         ,A ,Q,98.85,100.00,97.10,98.15,97.95,98.35,1455,195409,19221812.00,
532810,POWER FINAN ,A ,Q,128.95,128.95,126.15,127.50,127.50,127.40,3986,508587,64815448.00,
532811,AHLUWALIA CO,A ,Q,309.50,318.00,308.50,309.90,309.40,309.85,302,2662,835193.00,
532812,TRANSWARRANT,T ,Q,2.57,2.79,2.57,2.78,2.78,2.68,4,710,1973.00,
532813,C & C CONSTR,Z ,Q,6.31,6.60,6.28,6.28,6.48,6.61,14,4648,29630.00,
532814,INDIAN BANK ,A ,Q,122.75,125.50,120.55,123.60,123.60,122.70,2064,223938,27735211.00,
532815,SMS PHARMACE,B ,Q,136.90,139.90,132.50,133.30,134.00,128.75,447,25022,3387686.00,
532817,ORIENTAL    ,B ,Q,8.17,9.20,8.17,8.76,8.94,8.79,151,40453,355477.00,
532819,MINDTREE LTD,A ,Q,1730.00,1771.00,1727.15,1754.60,1756.55,1726.65,2130,39111,68762771.00,
532820,ELAND       ,XT,Q,5.08,5.08,4.73,4.90,4.99,4.97,18,4394,21055.00,
532822,IDEA        ,A ,Q,11.86,13.00,11.86,12.90,12.90,11.91,115849,168314165,2128329048.00,
532823,EURO CERAMIC,Z ,Q,1.53,1.53,1.39,1.39,1.39,1.46,4,2601,3965.00,
532825,JAGJANANI   ,X ,Q,0.63,0.63,0.60,0.63,0.63,0.63,8,1925,1178.00,
532826,RAJ TELE    ,B ,Q,34.50,34.80,34.00,34.80,34.80,34.60,18,875,30117.00,
532827,PAGE INDUSTR,A ,Q,31301.10,31587.00,30330.00,30744.05,30869.00,31943.05,1552,2981,91993897.00,
532828,AMD INDUS   ,B ,Q,18.50,19.00,17.95,17.95,17.95,18.10,60,7135,131174.00,
532829,LEHAR       ,XT,Q,22.00,22.00,20.55,21.15,21.15,21.50,30,1371,28563.00,
532830,ASTRAL POLY ,A ,Q,2049.00,2060.00,2010.35,2045.50,2055.00,2032.90,1569,11167,22722513.00,
532832,INDBUL REAL ,A ,Q,85.65,86.30,83.50,83.85,83.60,84.80,721,142559,12060157.00,
532834,CAMLINFINE  ,A ,Q,111.85,113.20,110.00,111.35,111.00,113.15,482,24517,2738424.00,
532835,ICRA        ,A ,Q,2822.50,2827.00,2775.10,2785.85,2775.10,2820.00,51,95,266772.00,
532839,DISH TV     ,A ,Q,12.01,12.10,11.83,11.99,12.01,12.01,904,494522,5940256.00,
532841,SAHYA INDU  ,X ,Q,322.65,325.00,319.00,321.50,322.00,324.10,191,7907,2539900.00,
532842,SREE RAYALA ,B ,Q,240.50,242.10,237.00,238.40,238.15,240.05,251,4089,983400.00,
532843,FORTIS      ,A ,Q,177.35,177.35,169.85,171.00,171.00,177.35,1465,85704,14765140.00,
532845,TGBHOTELS   ,B ,Q,5.19,5.20,5.05,5.15,5.15,5.03,9,3980,20620.00,
532847,HILTON MET  ,B ,Q,11.25,11.62,11.21,11.44,11.48,11.61,22,4940,56357.00,
532848,DELTA CORP  ,A ,Q,155.85,163.75,154.00,161.10,161.10,155.85,4759,819092,132014358.00,
532850,MIC ELECTRON,T ,Q,0.87,0.87,0.87,0.87,0.87,0.91,11,35011,30459.00,
532851,INSECTCID   ,A ,Q,475.00,476.30,467.25,469.10,472.90,474.50,190,2552,1201544.00,
532852,MCD HOLDING ,B ,Q,36.10,37.75,35.50,37.25,37.25,36.10,400,13920,514429.00,
532853,ASAHI SONG  ,B ,Q,245.85,249.10,239.10,242.55,244.50,248.45,143,1729,423935.00,
532854,NITIN FIRE  ,Z ,Q,0.63,0.63,0.60,0.62,0.63,0.60,20,14932,9339.00,
532855,HARYA CAPFIN,X ,Q,29.85,30.10,29.85,30.10,30.10,29.85,13,1308,39249.00,
532856,TIME TECHNO ,A ,Q,55.35,57.00,54.25,56.30,56.30,54.30,1416,171044,9597459.00,
532859,HGSL        ,A ,Q,1180.00,1187.45,1159.00,1166.20,1159.00,1175.95,217,1400,1635715.00,
532864,NELCAST     ,B ,Q,71.75,72.10,70.50,71.00,70.50,70.10,254,22891,1630431.00,
532865,MEGHMANI    ,A ,Q,82.15,83.25,80.85,82.65,82.65,80.90,568,87368,7155231.00,
532867,V2RETAIL    ,B ,Q,140.00,145.30,138.50,144.55,142.45,138.40,275,20302,2933333.00,
532868,DLF LIMITED ,A ,Q,313.45,315.25,308.55,309.65,309.65,311.30,15590,3833783,1197774273.00,
532869,TARMAT      ,B ,Q,52.25,53.00,52.25,52.75,52.75,52.60,26,1383,72604.00,
532870,ANKIT METAL ,B ,Q,1.06,1.15,1.06,1.15,1.15,1.11,49,54260,59680.00,
532872,SUNPHA ADV  ,A ,Q,183.00,187.80,181.80,185.50,185.50,182.50,1064,63209,11693881.00,
532873,HOUSING DEV ,Z ,Q,5.40,5.72,5.30,5.58,5.60,5.47,342,184598,1023532.00,
532874,SURYACHAKRA ,Z ,Q,0.46,0.46,0.46,0.46,0.46,0.48,16,13500,6210.00,
532875,ALLIED DIGIT,B ,Q,37.60,39.80,37.60,38.50,38.55,39.15,198,14439,559626.00,
532878,ALPA LAB    ,B ,Q,38.70,39.00,38.10,38.65,38.65,38.55,126,12224,472795.00,
532879,SIR SHADI LA,X ,Q,39.55,44.00,39.55,41.10,41.10,43.00,19,5380,229337.00,
532880,OMAXE LTD   ,A ,Q,74.05,75.00,73.65,73.85,73.85,74.45,39,1529,113221.00,
532884,REFEX       ,B ,Q,104.40,114.95,102.95,111.45,112.00,104.50,4402,236026,26524803.00,
532885,CENTRAL BK  ,A ,Q,14.32,14.53,14.23,14.29,14.29,14.33,1298,488706,7010577.00,
532886,SEL MANUF   ,Z ,Q,2.05,2.15,2.05,2.15,2.15,2.05,80,232331,499200.00,
532887,NTL         ,B ,Q,0.85,0.85,0.85,0.85,0.85,0.85,6,3015,2562.00,
532888,ASIAN GRANIT,A ,Q,269.00,271.00,264.75,268.65,268.65,270.25,991,45138,12132702.00,
532889,K.P.R. MILL ,A ,Q,945.00,945.00,930.00,930.65,930.00,935.60,158,1659,1552237.00,
532890,TAKE SOLUT  ,A ,Q,61.15,63.55,60.65,61.40,61.40,61.15,2611,336705,20896409.00,
532891,PURAVANKARA ,B ,Q,86.30,86.30,81.05,81.95,82.00,82.55,96,3984,326536.00,
532892,MOTILALOFS  ,A ,Q,603.55,609.00,598.85,600.15,599.25,600.75,263,3623,2183759.00,
532893,VTM LTD     ,X ,Q,24.70,24.70,23.40,23.70,23.70,23.85,43,4847,114922.00,
532894,IWIND ENERGY,T ,Q,3.88,3.88,3.70,3.80,3.80,3.88,42,17787,66945.00,
532896,MAGNUM VENT ,B ,Q,4.36,4.56,4.27,4.43,4.43,4.19,21,3069,13445.00,
532898,POWER GRID  ,A ,Q,209.30,214.70,208.35,213.70,213.70,210.35,1746,208109,44270272.00,
532899,KAVERI SEED ,A ,Q,522.00,540.00,522.00,532.20,532.20,521.75,1615,39372,21002573.00,
532900,PAISALO     ,A ,Q,790.10,819.90,784.45,798.15,793.00,792.65,138,1724,1387818.00,
532902,CONSOL CONST,T ,Q,0.35,0.36,0.35,0.36,0.36,0.36,7,9075,3193.00,
532906,MAANALU     ,B ,Q,113.80,132.00,102.00,131.55,131.55,110.00,1553,73464,9293385.00,
532907,ILFSENGG    ,Z ,Q,3.93,3.93,3.72,3.73,3.73,3.77,14,6245,23657.00,
532911,PARLEIND    ,X ,Q,12.32,12.40,12.09,12.23,12.32,12.23,424,41066,502048.00,
532914,ARCOTECH LTD,Z ,Q,2.20,2.20,2.01,2.20,2.20,2.10,14,6660,14150.00,
532915,RELIGARE ENT,A ,Q,67.40,67.40,65.10,65.50,65.50,66.60,184,21987,1453794.00,
532916,BARAK VALL  ,T ,Q,16.55,17.25,16.50,17.00,17.00,16.45,10,1525,25370.00,
532918,RATHI BARS  ,X ,Q,18.35,19.25,18.05,19.25,19.25,18.35,166,50645,964215.00,
532921,ADANI PORTS ,A ,Q,566.85,593.55,566.85,591.70,591.70,577.05,8036,402333,235956483.00,
532922,EDELWEISS   ,A ,Q,64.80,70.40,64.55,68.80,68.80,64.00,1549,489491,34205107.00,
532923,RGL         ,B ,Q,310.85,323.00,298.65,302.20,304.15,303.00,56,604,183502.00,
532924,KOLTEPATIL  ,A ,Q,254.25,260.70,251.75,252.70,252.70,254.20,475,8566,2195971.00,
532925,KAUSHAL INFR,B ,Q,2.36,2.36,2.36,2.36,2.36,2.25,16,32723,77226.00,
532926,JYOTHYLAB   ,A ,Q,152.75,154.65,152.40,153.65,153.55,153.00,245,12691,1947703.00,
532927,ECLERX      ,A ,Q,965.85,1034.50,963.30,989.35,989.00,957.15,466,4078,4021706.00,
532928,TRIL        ,B ,Q,17.50,18.15,17.15,17.30,17.35,17.60,142,25072,437495.00,
532929,BRIGADE     ,A ,Q,289.65,290.00,278.05,285.40,285.40,285.45,400,11442,3259393.00,
532930,BGR ENERGY  ,B ,Q,43.80,46.50,43.30,45.05,44.65,44.00,519,70374,3120688.00,
532931,BURNPUR     ,T ,Q,2.24,2.24,2.06,2.06,2.06,2.16,71,60380,124775.00,
532932,MANAKSIA LTD,B ,Q,54.55,55.10,54.00,54.45,54.10,54.55,103,5870,319534.00,
532933,PORWAL AUTO ,X ,Q,22.20,22.25,21.35,21.35,21.35,22.45,54,12341,264614.00,
532934,PPAP        ,B ,Q,250.60,259.90,249.45,252.85,252.25,252.90,451,6259,1601157.00,
532935,ARIES AGRO  ,B ,Q,95.00,95.95,93.20,93.55,93.55,95.25,447,17732,1676567.00,
532937,KUANTUM     ,B ,Q,58.30,59.15,56.30,59.15,59.15,58.00,85,1320,76068.00,
532939,RPOWER      ,A ,Q,3.33,3.37,3.23,3.25,3.25,3.30,2328,3468072,11393533.00,
532940,J KUMAR INFR,A ,Q,187.05,191.05,184.85,185.80,188.70,188.30,307,14033,2651769.00,
532941,CORDS CABLE ,B ,Q,46.60,51.60,46.60,50.35,50.35,45.45,813,69648,3481157.00,
532942,KNR CONST   ,A ,Q,217.90,232.50,214.15,231.10,231.10,216.15,2180,95100,21463833.00,
532944,ONMOBILE    ,B ,Q,62.75,74.60,62.75,71.85,71.85,62.20,3403,782095,57273924.00,
532945,SHRIRAM EPC ,B ,Q,4.86,4.90,4.75,4.78,4.76,4.78,80,38811,186616.00,
532946,BANG        ,B ,Q,27.60,27.60,25.85,26.95,26.80,26.60,68,1651,44310.00,
532947,IRB INFRA   ,A ,Q,113.90,113.90,109.70,110.15,110.00,111.85,660,33437,3703281.00,
532951,GSS INFOTECH,B ,Q,50.05,51.45,49.15,50.90,51.45,49.55,94,7488,376390.00,
532952,NAHAR CAP   ,B ,Q,94.10,94.10,92.50,94.10,94.10,94.15,15,305,28557.00,
532953,V GUARD IND ,A ,Q,225.00,230.75,225.00,229.65,229.95,225.00,889,38070,8709536.00,
532955,RECLTD      ,A ,Q,147.00,147.90,145.45,146.05,146.05,146.80,350,68399,10021249.00,
532959,GAMMON INFRA,B ,Q,0.76,0.79,0.75,0.77,0.79,0.75,17812,627628,479566.00,
532960,DHANI       ,B ,Q,359.30,362.70,351.30,353.45,353.45,361.10,821,238358,84356894.00,
532966,TITAGARH WAG,A ,Q,50.70,51.85,50.20,51.25,51.25,50.60,281,46070,2348379.00,
532967,KIRI DYES   ,A ,Q,472.00,474.00,464.40,465.85,464.40,469.45,458,9527,4463892.00,
532972,SANKHYA INFO,XT,Q,4.26,4.40,4.05,4.40,4.40,4.26,27,9250,39286.00,
532974,ABML        ,B ,Q,42.50,43.70,42.50,43.20,43.00,43.10,94,9491,411047.00,
532975,AISHWARYA   ,Z ,Q,2.55,2.65,2.55,2.63,2.65,2.60,11,11000,28080.00,
532976,JAIBALA IND ,T ,Q,23.25,24.50,23.25,24.35,24.45,24.20,16,3099,74829.00,
532977,BAJAJ AUTO  ,A ,Q,4167.00,4203.30,4128.15,4182.60,4182.60,4149.75,1485,13009,54301059.00,
532978,BAJAJ FINSE ,A ,Q,10100.00,10412.00,10100.00,10214.25,10229.00,10234.90,5426,32785,336883135.00,
532980,GOKUL REFOIL,B ,Q,19.40,19.40,19.00,19.15,19.20,19.15,34,4699,89898.00,
532983,RPG LIFESCI ,B ,Q,406.10,411.75,402.80,405.00,405.80,402.10,75,955,389555.00,
532985,KOTAK SENSEX,B ,Q,536.00,536.00,532.00,535.76,536.00,534.00,14,278,148223.00,
532986,NIRAJ CEMENT,B ,Q,36.05,41.90,36.05,41.80,41.90,39.50,35,788,31669.00,
532987,RANE BRAKE  ,B ,Q,810.55,810.55,793.00,800.05,793.00,810.00,41,243,195449.00,
532988,RANE ENGVL  ,B ,Q,263.05,272.00,260.00,263.50,263.50,264.55,42,248,65592.00,
532989,BAFNA PHARMA,B ,Q,114.50,114.50,109.90,114.10,114.20,111.10,53,1204,135644.00,
532990,METKORE     ,Z ,Q,0.75,0.75,0.72,0.72,0.72,0.72,29,9178,6804.00,
532992,CHL LTD     ,X ,Q,6.00,6.00,6.00,6.00,6.00,6.00,4,1776,10656.00,
532993,SEZALGLASS  ,Z ,Q,2.79,2.79,2.79,2.79,2.79,2.66,1,275,767.00,
532994,ARCHIDPLY IN,T ,Q,35.90,35.90,34.75,35.10,35.85,35.80,43,4260,149882.00,
532998,LEHIL       ,B ,Q,34.85,35.70,34.85,35.70,35.70,35.25,25,879,30764.00,
533001,SOMI CONVEY ,T ,Q,34.30,35.45,33.20,34.30,34.25,34.75,67,11934,401664.00,
533007,LGB FORGE   ,B ,Q,3.76,4.13,3.69,4.11,4.10,3.76,142,184825,750344.00,
533012,LANDMRK PRO ,T ,Q,2.15,2.15,2.00,2.15,2.15,2.05,12,7491,15218.00,
533014,SICAGEN IND ,B ,Q,16.00,16.40,15.60,15.80,15.60,15.70,65,92463,1463104.00,
533022,20 MICRONS  ,B ,Q,38.35,40.00,37.30,39.00,38.95,37.35,537,61658,2385311.00,
533023,WABCO       ,A ,Q,5651.00,6010.00,5630.00,5862.85,5875.00,5606.90,773,2023,11774913.00,
533029,ALKALI      ,B ,Q,57.25,57.25,54.00,54.15,54.00,57.25,94,1643,90699.00,
533033,ISGEC       ,A ,Q,445.00,472.35,411.00,442.40,442.40,443.00,3350,285576,126584722.00,
533047,INDIAN MET  ,B ,Q,453.30,469.20,448.65,467.55,467.00,448.65,397,6857,3164809.00,
533048,GI ENGINERG ,B ,Q,2.27,2.27,2.27,2.27,2.27,2.26,1,6,13.00,
533056,VEDAVAAG    ,X ,Q,32.50,32.50,31.00,31.70,32.20,32.10,64,7810,247369.00,
533080,MOLDTKPACK  ,A ,Q,380.00,399.30,380.00,397.10,396.60,372.25,674,18455,7196043.00,
533088,MAH HOLIDAY ,A ,Q,229.00,236.75,229.00,234.15,233.05,232.80,222,4652,1088540.00,
533090,EXCEL       ,B ,Q,3.42,3.57,3.40,3.57,3.57,3.40,321,537090,1913181.00,
533093,RAJ OIL     ,T ,Q,163.85,163.85,163.85,163.85,163.85,172.45,21,397,65048.00,
533095,BENGLA& ASM ,B ,Q,1483.10,1500.00,1480.10,1495.50,1499.00,1478.05,61,1330,1986025.00,
533096,ADANI POWER ,A ,Q,52.00,55.20,52.00,53.80,53.80,52.10,2559,744990,39944214.00,
533098,NHPC        ,A ,Q,25.00,25.00,24.55,24.65,24.65,24.80,480,237772,5874886.00,
533101,SURYAMBA SP ,X ,Q,59.30,59.30,54.25,57.85,57.85,54.90,4,151,8848.00,
533104,GLOBUS SPR  ,B ,Q,402.00,403.70,392.00,393.10,393.10,400.75,259,4700,1863422.00,
533106,OIL INDIA   ,A ,Q,120.75,121.00,119.65,120.00,120.00,119.95,1675,122882,14773458.00,
533107,RNAVAL      ,Z ,Q,2.67,2.75,2.60,2.64,2.64,2.67,664,458411,1207680.00,
533108,BHILWRA TEC ,X ,Q,6.30,6.42,6.14,6.42,6.42,6.12,35,7215,46177.00,
533109,EURO MULTI  ,Z ,Q,1.46,1.46,1.40,1.40,1.40,1.47,4,86,123.00,
533121,EXPLEOSOL   ,B ,Q,493.50,525.00,489.05,521.10,516.80,496.60,299,4006,2036757.00,
533122,RTNPOWER    ,B ,Q,2.90,2.99,2.84,2.92,2.92,2.91,2980,4041509,11730072.00,
533137,DEN NETWORK ,A ,Q,60.00,60.00,58.55,59.20,59.95,58.95,501,38466,2280998.00,
533138,ASTEC LIFE  ,A ,Q,1059.95,1064.00,1036.95,1039.60,1040.00,1056.35,225,1042,1092801.00,
533144,COX KINGS   ,Z ,Q,1.11,1.16,1.06,1.16,1.16,1.11,252,270194,293246.00,
533146,DLINK IND   ,B ,Q,106.00,106.00,103.75,104.25,104.30,104.75,522,17046,1780360.00,
533148,JSW ENERGY  ,A ,Q,73.50,78.25,72.70,77.80,77.45,72.15,2435,485314,37007578.00,
533150,GODREJ PROP ,A ,Q,1468.90,1498.50,1458.65,1480.50,1480.50,1468.90,3363,52982,78784618.00,
533151,D B CORP    ,A ,Q,87.95,89.25,86.55,88.00,87.70,88.15,429,30735,2699369.00,
533152,MBL INFRA   ,B ,Q,19.50,19.65,18.70,19.00,18.85,19.65,125,39157,743084.00,
533155,JUBL FOOD   ,A ,Q,2755.00,2820.00,2755.00,2793.40,2796.00,2781.30,3708,30178,84133461.00,
533156,VASCON ENG  ,B ,Q,17.52,18.50,17.38,17.77,17.72,17.61,169,30508,547559.00,
533157,SYNCOM HEAL ,Z ,Q,2.66,2.91,2.66,2.77,2.91,2.79,161,141036,378631.00,
533158,THANGAMAYIL ,B ,Q,611.45,630.55,611.40,622.45,624.00,610.25,402,2409,1510179.00,
533160,D B REALTY  ,T ,Q,18.10,18.85,18.05,18.45,18.45,18.40,211,38372,701950.00,
533161,EMMBI       ,B ,Q,92.45,92.80,87.05,88.35,87.05,91.95,691,60875,5480659.00,
533162,HATHWAY CAB ,A ,Q,30.45,31.50,29.70,30.85,30.60,30.10,1215,240282,7460371.00,
533163,ARSS INFRA  ,B ,Q,26.40,26.40,23.40,23.70,23.40,24.05,36,6188,148138.00,
533164,TEXMO PIPES ,B ,Q,29.80,30.65,28.90,29.05,29.05,28.95,380,64713,1915289.00,
533166,SUNDARAMMUL ,B ,Q,1.34,1.39,1.33,1.39,1.39,1.33,28,84857,114625.00,
533167,CORO ENGG   ,X ,Q,29.45,29.50,28.50,28.55,28.55,28.80,17,36094,1051502.00,
533168,ROSSELL IND ,B ,Q,112.10,117.25,112.10,116.50,116.15,113.20,179,7541,873773.00,
533169,MAN INFRA   ,B ,Q,39.10,39.90,38.00,38.25,38.25,38.95,808,169633,6607913.00,
533170,TAMBOLI CAP ,X ,Q,40.30,40.30,37.45,38.50,39.90,37.50,31,8018,306834.00,
533176,DQ ENT      ,Z ,Q,1.24,1.30,1.18,1.30,1.30,1.24,18,12008,15498.00,
533177,IL&FS TRANS ,Z ,Q,2.56,2.56,2.34,2.36,2.36,2.46,63,15394,37170.00,
533179,PERSISTENT  ,A ,Q,1793.00,1850.00,1742.50,1759.95,1759.95,1773.70,2462,22315,40028728.00,
533181,INTRASOFT   ,B ,Q,67.60,70.75,67.40,70.60,70.75,67.40,35,446,31260.00,
533189,GOENKA DIAM ,Z ,Q,1.37,1.42,1.37,1.40,1.42,1.44,126,212993,293992.00,
533192,KCP SUGAR IN,B ,Q,16.40,16.40,15.75,15.80,15.75,15.35,205,61552,988035.00,
533193,KIRLOSKAR EL,B ,Q,13.95,14.15,13.72,13.78,13.80,13.89,63,7922,110148.00,
533202,NEH         ,X ,Q,1.55,1.66,1.54,1.64,1.66,1.59,53,64270,104191.00,
533204,GBGLOBAL    ,B ,Q,6.82,7.47,6.82,7.47,7.47,7.13,2,11,75.00,
533206,SJVN        ,A ,Q,26.45,26.70,26.35,26.45,26.50,26.45,203,52431,1388810.00,
533207,JPINFRATEC  ,B ,Q,1.79,1.81,1.71,1.75,1.75,1.77,426,810350,1433488.00,
533208,EMAMI PAPER ,B ,Q,96.10,98.40,95.20,96.40,97.00,96.50,124,1000,96171.00,
533210,KRITI NUTRI ,X ,Q,43.60,45.40,42.80,44.55,44.80,43.95,723,59204,2593816.00,
533212,GKB OPHTHA  ,X ,Q,63.20,63.20,59.05,61.05,61.00,63.20,20,905,54157.00,
533217,HMVL        ,B ,Q,55.00,56.10,54.95,55.20,55.20,54.85,39,1542,85315.00,
533218,EMAMIREAL   ,B ,Q,59.05,60.55,55.75,56.35,56.35,58.60,228,18113,1039475.00,
533221,ASIAN HTL W ,B ,Q,245.00,248.40,243.05,246.50,246.00,243.10,120,1401,345007.00,
533227,ASIAN HTL E ,B ,Q,158.40,164.00,157.00,162.00,162.00,158.55,44,167,26602.00,
533229,BAJAJCON    ,A ,Q,260.50,267.00,257.15,264.20,264.20,264.35,1428,61190,16018207.00,
533230,HDFCMFGETF  ,E ,Q,4290.00,4290.00,4256.99,4280.11,4280.01,4292.56,158,569,2431998.00,
533239,PRAKASHSTL  ,B ,Q,0.85,0.89,0.85,0.85,0.85,0.87,17,43391,36970.00,
533244,ICICIGOLD   ,E ,Q,42.90,42.99,42.58,42.80,42.80,42.74,58,5502,234570.00,
533248,GPPL        ,A ,Q,97.65,98.65,94.45,96.00,96.00,97.30,436,36450,3539661.00,
533252,WELSPUN INV ,B ,Q,357.70,370.85,357.70,360.00,360.00,357.60,157,2303,839247.00,
533257,INDOSOLAR   ,Z ,Q,2.49,2.49,2.37,2.37,2.37,2.49,79,105360,250005.00,
533259,SASTASUNDR  ,B ,Q,131.95,134.50,131.35,133.05,133.90,129.90,123,1983,263028.00,
533260,CAREERP     ,B ,Q,157.90,160.00,156.60,159.40,160.00,157.60,145,3598,569504.00,
