DATE,SCRIP CODE,DELIVERY QTY,DELIVERY VAL,DAY'S VOLUME,DAY'S TURNOVER,DELV. PER.
12022021,524230,38339,2056888,149245,8042039,25.69
12022021,524280,8747,1099498,18765,2387536,46.61
12022021,524288,8779,888435,10814,1094479,81.18
12022021,524314,1014,7301,1414,10029,71.71
12022021,524324,2369,143799,3166,192907,74.83
12022021,524330,4035,571558,5294,744863,76.22
12022021,524332,19893,1773461,24775,2224214,80.29
12022021,524336,5039,193498,5266,198726,95.69
12022021,524342,41892,23844927,70712,38779173,59.24
12022021,524348,27265,17902199,51462,33978512,52.98
12022021,524370,27512,1976738,45551,3253674,60.4
12022021,524372,73,39682,73,39682,100.0
12022021,524394,5440,931056,6206,1067899,87.66
12022021,524396,18241,1278695,33616,2384486,54.26
12022021,524400,1050,27563,1050,27610,100.0
12022021,524404,76762,4367758,144178,8276208,53.24
12022021,524408,424,23532,424,23532,100.0
12022021,524412,32522,930130,40839,1184401,79.63
12022021,524434,190,630,190,630,100.0
12022021,524440,1721,33044,1821,36333,94.51
12022021,524444,41625,6006488,118756,17334193,35.05
12022021,524470,3017589,9595934,3799950,12119503,79.41
12022021,524480,3481,878605,4522,1145773,76.98
12022021,524488,45840,58048,45840,58048,100.0
12022021,524494,8341,15831636,18692,35741075,44.62
12022021,524500,1917,171860,6101,549751,31.42
12022021,524502,700,7262,700,7262,100.0
12022021,524506,21586,8284707,26592,10180840,81.17
12022021,524518,815,90547,909,101141,89.66
12022021,524520,51704,1209874,71492,1683179,72.32
12022021,524522,1503,22786,1515,20897,99.21
12022021,524534,1448,44335,1448,44335,100.0
12022021,524542,2610,487026,3043,572350,85.77
12022021,524558,4453,8745025,11808,23434144,37.71
12022021,524564,304,1112,304,1112,100.0
12022021,524570,3069,609657,3708,740681,82.77
12022021,524572,9355,128632,12329,170633,75.88
12022021,524576,5209,97409,5887,108621,88.48
12022021,524580,100,1017,100,1017,100.0
12022021,524582,7842,311818,7842,311818,100.0
12022021,524592,100,286,100,286,100.0
12022021,524594,4072,331258,5435,437546,74.92
12022021,524598,12225,3401607,32807,9167616,37.26
12022021,524606,202,1536,202,1536,100.0
12022021,524622,404,922,404,891,100.0
12022021,524624,2,14,2,14,100.0
12022021,524632,49,2076,49,2081,100.0
12022021,524634,26092,7498841,34795,9897277,74.99
12022021,524640,6614,165020,6789,164492,97.42
12022021,524648,30578,2788714,60005,5600683,50.96
12022021,524654,1194,112416,1322,125461,90.32
12022021,524663,49308,3986551,49308,3986551,100.0
12022021,524667,4393,4040243,6698,6206983,65.59
12022021,524669,60,101577,72,122004,83.33
12022021,524675,8552,60950,8552,60950,100.0
12022021,524687,34605,230470,37918,251109,91.26
12022021,524703,138,4161,138,4160,100.0
12022021,524709,10418,396405,13181,509166,79.04
12022021,524711,16687,155190,16772,158553,99.49
12022021,524715,101193,63473310,498929,316053742,20.28
12022021,524717,130764,26218182,190344,39007292,68.7
12022021,524727,642,8571,769,10846,83.48
12022021,524731,2039,839253,2431,998743,83.87
12022021,524735,12231,2040743,24760,4149945,49.4
12022021,524742,9396,4391221,12900,6038245,72.84
12022021,524748,2548,71981,3385,93836,75.27
12022021,524752,2038,76425,2196,82377,92.81
12022021,524768,4069,75684,4569,81799,89.06
12022021,524774,2533,3908546,2926,4495994,86.57
12022021,524790,2765,676596,2880,711486,96.01
12022021,524804,24859,23116385,100809,94128381,24.66
12022021,524808,1715,42704,2351,58913,72.95
12022021,524816,19430,16602935,42590,36707657,45.62
12022021,524818,14427,613869,18858,802437,76.5
12022021,524820,17014,2335172,39904,5526622,42.64
12022021,524824,19420,1106940,37859,2269065,51.3
12022021,524828,22242,2415398,22242,2415398,100.0
12022021,526001,11,53,11,52,100.0
12022021,526027,1478,25570,1481,24454,99.8
12022021,526043,3178,116633,3254,117620,97.66
12022021,526073,164,34028,164,34028,100.0
12022021,526095,286,3146,286,3146,100.0
12022021,526115,550,1183,550,1197,100.0
12022021,526117,1444,365188,1572,395562,91.86
12022021,526133,24744,84117,24744,84117,100.0
12022021,526137,5249,111804,5973,124462,87.88
12022021,526139,26018,96595,26018,96595,100.0
12022021,526143,2801,12576,2801,12576,100.0
12022021,526159,39727,13316491,48422,16024591,82.04
12022021,526169,35468,7033305,41103,7993909,86.29
12022021,526173,170374,3015620,235761,4220196,72.27
12022021,526179,22497,1838005,49113,4048136,45.81
12022021,526187,2878,6774,2878,6774,100.0
12022021,526193,10,82,10,82,100.0
12022021,526211,92,179,92,179,100.0
12022021,526217,1592,222482,1940,258515,82.06
12022021,526225,103,1931,103,1931,100.0
12022021,526227,20819,1231444,27225,1650039,76.47
12022021,526231,242,6812,242,6812,100.0
12022021,526235,166478,170000,166478,170000,100.0
12022021,526237,1,6,1,5,100.0
12022021,526241,1550,5968,1598,6173,97.0
12022021,526247,3548,469578,4432,599097,80.05
12022021,526251,30,115,30,114,100.0
12022021,526263,9847,446070,11852,548088,83.08
12022021,526269,1039,29744,1039,29744,100.0
12022021,526299,4807,7920014,7770,12756560,61.87
12022021,526301,2377,47989,2377,47989,100.0
12022021,526315,107,5142,199,9631,53.77
12022021,526325,598,54090,725,64946,82.48
12022021,526335,17151,133408,17151,133408,100.0
12022021,526365,151,1883,151,1740,100.0
12022021,526367,11080,470346,18466,753221,60.0
12022021,526371,115591,12998208,458900,51949476,25.19
12022021,526381,11277,324778,14101,413517,79.97
12022021,526397,1646,345990,2151,454790,76.52
12022021,526407,805,17066,805,17156,100.0
12022021,526409,5584,124524,9257,205495,60.32
12022021,526415,1637,29770,1637,29770,100.0
12022021,526423,51401,3302515,89783,5844501,57.25
12022021,526433,4237,1187631,4237,1187631,100.0
12022021,526435,402,44220,402,44323,100.0
12022021,526441,23997,16668,23997,16668,100.0
12022021,526445,20418,165386,39680,311892,51.46
12022021,526471,4820,22098,4820,22098,100.0
12022021,526477,1170,10121,1170,10120,100.0
12022021,526479,8881,359237,11271,451044,78.8
12022021,526481,2072,26636,2072,26636,100.0
12022021,526490,4671,14936,4671,14936,100.0
12022021,526492,11540,1064565,14624,1340864,78.91
12022021,526500,80,630,80,629,100.0
12022021,526504,30913,60920,30913,60920,100.0
12022021,526506,8305,1218344,8577,1237621,96.83
12022021,526519,43,594,80,1086,53.75
12022021,526521,58807,2346400,104990,4195270,56.01
12022021,526525,2,19,2,19,100.0
12022021,526544,18696,296332,25764,409829,72.57
12022021,526546,24000,246000,24000,246000,100.0
12022021,526550,23308,112578,26403,128655,88.28
12022021,526554,136,970,136,970,100.0
12022021,526568,279,3526,279,3526,100.0
12022021,526574,100,705,100,705,100.0
12022021,526576,1656,4491,1656,4491,100.0
12022021,526582,661,100472,715,109404,92.45
12022021,526586,17233,6867351,19313,7735324,89.23
12022021,526588,820,5918,820,5918,100.0
12022021,526596,5068,718643,8847,1257984,57.28
12022021,526604,600,4038,600,4038,100.0
12022021,526608,20206,2555049,36782,4583595,54.93
12022021,526612,1905,8767477,3090,14279993,61.65
12022021,526614,4299,21796,4299,21795,100.0
12022021,526616,4341,103750,4722,111930,91.93
12022021,526622,354012,67263,354012,67262,100.0
12022021,526628,100,683,100,683,100.0
12022021,526638,400,5780,400,5780,100.0
12022021,526640,1346,19274,1346,19274,100.0
12022021,526642,21203,1066511,36570,1856416,57.98
12022021,526650,78724,4491205,156573,9002289,50.28
12022021,526654,225,13568,279,16525,80.65
12022021,526662,5157,65288,6259,73154,82.39
12022021,526666,3423,565822,13184,2185969,25.96
12022021,526668,1164,40973,1261,44382,92.31
12022021,526683,4650,5766,4650,5766,100.0
12022021,526687,500,1460,500,1460,100.0
12022021,526705,413,45086,413,45086,100.0
12022021,526711,50,235,50,234,100.0
12022021,526721,2428,113263,2428,113263,100.0
12022021,526723,4060,202594,6386,317496,63.58
12022021,526725,709,507042,1784,1280308,39.74
12022021,526727,4174,106229,5766,143554,72.39
12022021,526729,84233,21361489,130607,32680107,64.49
12022021,526731,943,78222,1007,83395,93.64
12022021,526737,1841,5956,1841,5956,100.0
12022021,526739,2886,445310,3665,565352,78.74
12022021,526747,1021,93932,1022,93656,99.9
12022021,526751,67,1144,67,1144,100.0
12022021,526755,5213,11884,5213,11884,100.0
12022021,526761,110,520,200,922,55.0
12022021,526775,3222,223285,3287,230833,98.02
12022021,526783,948,338355,948,338355,100.0
12022021,526797,268903,44221099,609695,95503670,44.1
12022021,526799,6,83,6,83,100.0
12022021,526807,858,405620,1861,879351,46.1
12022021,526813,1,4,1,4,100.0
12022021,526817,28465,22493043,58828,45814841,48.39
12022021,526821,3199,861171,4535,1195132,70.54
12022021,526823,892,4407,1102,5829,80.94
12022021,526827,1141,4629,1141,4629,100.0
12022021,526829,94272,4308231,169179,7892139,55.72
12022021,526839,234,2118,234,2117,100.0
12022021,526847,184,2034,234,2600,78.63
12022021,526849,1775,102063,2275,131350,78.02
12022021,526853,63578,3968853,63578,3968853,100.0
12022021,526859,21401,12413,21401,12754,100.0
12022021,526861,2321,33701,2670,38020,86.93
12022021,526865,25,18,25,18,100.0
12022021,526871,249,3658,249,3657,100.0
12022021,526881,11403,940178,24998,2050726,45.62
12022021,526885,24583,671116,33401,926429,73.6
12022021,526899,282913,3344032,386148,4629500,73.27
12022021,526905,1315,5944,1461,7048,90.01
12022021,526921,231,2673,231,2672,100.0
12022021,526931,1544,64617,1857,76616,83.14
12022021,526935,1245,29943,1495,34274,83.28
12022021,526947,3248,680132,5720,1200493,56.78
12022021,526951,1923,1836754,2419,2294564,79.5
12022021,526953,2735,487241,3705,662189,73.82
12022021,526965,426,16111,426,16111,100.0
12022021,526967,51,144,51,144,100.0
12022021,526971,2957,141641,3718,183109,79.53
12022021,526981,3600,244980,5580,367486,64.52
12022021,526987,757639,6060182,757639,6060182,100.0
12022021,527001,42146,5162885,72461,9161614,58.16
12022021,530001,3811,1185793,5595,1756859,68.11
12022021,530005,67228,11485904,210305,36046843,31.97
12022021,530007,78812,9804213,146672,18475880,53.73
12022021,530011,367974,28131613,835517,62499478,44.04
12022021,530017,1812,20254,1812,20254,100.0
12022021,530019,6493,5823606,6493,5823606,100.0
12022021,530023,584,64094,732,78178,79.78
12022021,530025,6,94,6,94,100.0
12022021,530043,22980,2175057,35553,3447349,64.64
12022021,530045,32064,349980,32064,349980,100.0
12022021,530047,1175,10257,1175,10257,100.0
12022021,530053,150,780,150,780,100.0
12022021,530057,5,900,5,900,100.0
12022021,530065,534,2879,534,2879,100.0
12022021,530067,526,143335,598,161483,87.96
12022021,530073,2989,338505,3662,419658,81.62
12022021,530075,10302,1341836,11472,1503664,89.8
12022021,530077,7572,591374,8248,639256,91.8
12022021,530079,5434,341256,6420,396792,84.64
12022021,530109,5192,42575,5193,42707,99.98
12022021,530111,2759,52146,2759,49170,100.0
12022021,530117,1075,659298,2499,1537975,43.02
12022021,530119,1370,24519,1370,24519,100.0
12022021,530125,5704,748936,7172,953146,79.53
12022021,530127,158,2133,158,2118,100.0
12022021,530129,3306,1201731,4398,1583988,75.17
12022021,530131,170415,3851379,244809,5556384,69.61
12022021,530133,887,22663,1187,32880,74.73
12022021,530135,26467,2534216,43849,4120503,60.36
12022021,530139,50,324,50,324,100.0
12022021,530145,51917,785302,51917,785302,100.0
12022021,530151,1713,61155,1762,62333,97.22
12022021,530163,15493,794017,26196,1336035,59.14
12022021,530169,2266,12169,2266,12168,100.0
12022021,530171,2000,10000,2000,10000,100.0
12022021,530173,500,1200,500,1200,100.0
12022021,530175,1246,30839,1548,37536,80.49
12022021,530177,115,633,115,632,100.0
12022021,530185,220599,924310,328050,1368126,67.25
12022021,530187,1707,1724,1707,1724,100.0
12022021,530199,8206,2910669,12548,4413975,65.4
12022021,530201,1829,22406,1843,22443,99.24
12022021,530207,25,559,25,559,100.0
12022021,530213,897,9267,897,9267,100.0
12022021,530215,10495,275494,12588,344675,83.37
12022021,530233,18557,1800957,21637,2130786,85.77
12022021,530235,5,50,5,49,100.0
12022021,530239,37605,2978316,56258,4493839,66.84
12022021,530249,9500,49400,9500,49400,100.0
12022021,530259,32,273,32,272,100.0
12022021,530263,10041,26106,10041,26106,100.0
12022021,530299,1778,126772,2321,164705,76.6
12022021,530305,22897,271788,31729,375982,72.16
12022021,530307,28383,2294766,33138,2689526,85.65
12022021,530309,15601,393146,15602,393012,99.99
12022021,530313,3738,161856,4241,183799,88.14
12022021,530315,16018,861769,18861,1034672,84.93
12022021,530317,15432,675150,20560,910527,75.06
12022021,530331,10667,3291837,12417,3831886,85.91
12022021,530341,132,13484,253,26002,52.17
12022021,530343,18907,751554,35156,1384347,53.78
12022021,530355,23073,2215008,26384,2557062,87.45
12022021,530363,6826,106827,14783,233575,46.17
12022021,530365,2607,580710,6997,1573908,37.26
12022021,530367,29336,3438180,42275,4984737,69.39
12022021,530377,6916,40510,6916,40510,100.0
12022021,530393,1000,9050,1183,10818,84.53
12022021,530401,23893,760664,23893,760664,100.0
12022021,530405,321,2954,321,2953,100.0
12022021,530407,3051,11014,3051,11014,100.0
12022021,530419,27468,659232,31045,748139,88.48
12022021,530427,9691,210392,9692,209923,99.99
12022021,530431,49220,1899892,49556,1909498,99.32
12022021,530433,11835,430794,17707,651004,66.84
12022021,530439,6276,8850,6276,9003,100.0
12022021,530445,12801,12499,12801,12499,100.0
12022021,530449,101,1811,101,1811,100.0
12022021,530459,715,11405,715,11475,100.0
12022021,530461,10814,57782,10814,57782,100.0
12022021,530475,107,4361,107,4360,100.0
12022021,530477,3996,670130,5718,954868,69.88
12022021,530495,2,42,2,42,100.0
12022021,530499,3547,1188245,3856,1300886,91.99
12022021,530517,3261,2848158,8589,7596066,37.97
12022021,530521,1397,54204,1576,61134,88.64
12022021,530525,1478,2409,1478,2409,100.0
12022021,530533,29972,1201878,41154,1676842,72.83
12022021,530543,10615,63354,10615,63354,100.0
12022021,530545,944,90813,1548,154258,60.98
12022021,530549,9843,4229045,12495,5371197,78.78
12022021,530555,31222,262890,47904,408699,65.18
12022021,530557,17348,6419,17348,6418,100.0
12022021,530577,886,11767,1626,21092,54.49
12022021,530579,57381,152060,57881,155317,99.14
12022021,530585,1687,249986,1687,249986,100.0
12022021,530589,59495,5271257,70317,6271581,84.61
12022021,530601,1,2,1,2,100.0
12022021,530609,435,2325,435,2325,100.0
12022021,530617,1384,27632,1384,27632,100.0
12022021,530621,4268,76824,4475,80576,95.37
12022021,530627,28524,4605200,41996,6931667,67.92
12022021,530643,1219,52296,3851,169407,31.65
12022021,530655,53607,4143822,88509,6819221,60.57
12022021,530663,14412,39921,14412,39921,100.0
12022021,530665,39149,405583,39149,405583,100.0
12022021,530677,9957,137009,15650,216146,63.62
12022021,530689,5633,145614,8566,209977,65.76
12022021,530695,1689,21299,1776,21964,95.1
12022021,530697,3251,99481,4702,141884,69.14
12022021,530699,168330,39915,168330,39915,100.0
12022021,530709,19,308,19,308,100.0
12022021,530711,5930,196876,8637,288603,68.66
12022021,530713,6350,38272,6350,38272,100.0
12022021,530715,600,1308,600,1308,100.0
12022021,530723,1000,51000,1000,51000,100.0
12022021,530735,180,1692,180,1692,100.0
12022021,530755,3467,12515,3467,12515,100.0
12022021,530759,3179,658689,4262,912613,74.59
12022021,530765,1000,1380,1000,1380,100.0
12022021,530789,732,67308,832,77054,87.98
12022021,530797,97,787,97,787,100.0
12022021,530803,4163,699801,5058,851005,82.31
12022021,530809,11256,114136,11260,114176,99.96
12022021,530813,11700,2238210,18583,3592738,62.96
12022021,530815,201,5427,201,4967,100.0
12022021,530821,1731,22521,1981,25751,87.38
12022021,530825,9939,292207,10286,302944,96.63
12022021,530829,939,11250,940,11158,99.89
12022021,530839,7238,8686,7238,8303,100.0
12022021,530843,4258,928032,6744,1480152,63.14
12022021,530845,8104,1826237,9853,2197675,82.25
12022021,530853,3000,93000,3000,93205,100.0
12022021,530871,2404,447505,2795,518601,86.01
12022021,530879,7108,981615,8352,1139021,85.11
12022021,530883,12732,109381,12732,109381,100.0
12022021,530889,519275,384263,519275,384263,100.0
12022021,530897,538,22865,708,29575,75.99
12022021,530909,195,11271,195,11271,100.0
12022021,530919,927,113280,1179,143533,78.63
12022021,530943,2853,4231,2853,4231,100.0
12022021,530951,2626,74973,2685,79118,97.8
12022021,530959,3715,62227,4337,73302,85.66
12022021,530961,727305,1854628,1044136,2742917,69.66
12022021,530965,381494,36280080,1099241,104945301,34.71
12022021,530973,217,5244,217,5244,100.0
12022021,530977,2157,82317,2157,82317,100.0
12022021,530979,26136,1131689,29008,1220539,90.1
12022021,530991,300,3165,300,3165,100.0
12022021,530997,1239,21434,1239,21434,100.0
12022021,530999,23545,38638523,74165,124422238,31.75
12022021,531025,41892,42539,41892,42539,100.0
12022021,531041,2744,424909,3376,517401,81.28
12022021,531049,61,472,61,472,100.0
12022021,531051,125,714,125,713,100.0
12022021,531067,560,6160,560,6298,100.0
12022021,531069,68,46227,68,46227,100.0
12022021,531080,132,2086,134,2117,98.51
12022021,531082,38355,644364,41049,688977,93.44
12022021,531083,7073,61913,7073,61913,100.0
12022021,531091,200,2260,230,2619,86.96
12022021,531092,45593,1119309,54206,1291178,84.11
12022021,531109,19738,1030324,22157,1166743,89.08
12022021,531111,1700,34950,1700,34950,100.0
12022021,531112,10,1969,10,1969,100.0
12022021,531120,19966,284516,32458,466175,61.51
12022021,531126,2126,5166,2126,5166,100.0
12022021,531127,2,31,2,31,100.0
12022021,531129,21500,410650,22005,433182,97.7
12022021,531137,76233,163139,94954,203769,80.28
12022021,531146,4987,2766539,6576,3742099,75.84
12022021,531147,931,383479,1325,551664,70.26
12022021,531153,1735,15060,1735,15074,100.0
12022021,531155,46,299,46,299,100.0
12022021,531156,5,219,5,219,100.0
12022021,531158,361,2121,361,2121,100.0
12022021,531161,12087,1349514,13309,1462685,90.82
12022021,531162,6001,2875380,13955,6714227,43.0
12022021,531163,1000,42200,3368,141829,29.69
12022021,531169,165,9999,165,9935,100.0
12022021,531172,976,15860,977,13243,99.9
12022021,531173,49470,391803,52048,418711,95.05
12022021,531179,219,159849,1048,768684,20.9
12022021,531192,50,71,50,71,100.0
12022021,531196,2106,2844,2106,2838,100.0
12022021,531198,5357,13567,5357,13567,100.0
12022021,531199,2115,70324,2115,70323,100.0
12022021,531201,592,124912,664,138164,89.16
12022021,531203,115,4549,115,4549,100.0
12022021,531209,2590,1415435,4529,2488836,57.19
12022021,531210,166,1639,166,1639,100.0
12022021,531211,400,2242,400,2242,100.0
12022021,531213,36330,6395897,221499,39336005,16.4
12022021,531215,3636,171620,5681,268286,64.0
12022021,531216,6736,38530,6736,38513,100.0
12022021,531223,332,6956,362,7266,91.71
12022021,531225,59231,1593314,63357,1707236,93.49
12022021,531227,1100,21395,1100,21395,100.0
12022021,531233,23223,90338,27053,105902,85.84
12022021,531234,302,32632,332,35913,90.96
12022021,531235,60,1098,60,1098,100.0
12022021,531241,582,106361,707,126698,82.32
12022021,531246,200,3246,200,3246,100.0
12022021,531253,3396,339431,4370,440517,77.71
12022021,531254,139,4046,139,4046,100.0
12022021,531255,2419,55033,3466,78028,69.79
12022021,531257,2697,16021,2697,16557,100.0
12022021,531260,2064,243139,2064,243139,100.0
12022021,531266,1173,2199024,1537,2893907,76.32
12022021,531268,5588,77946,5588,77946,100.0
12022021,531273,4206,39116,4867,44787,86.42
12022021,531278,2895,84390,3563,102830,81.25
12022021,531279,3784,28380,3784,28360,100.0
12022021,531280,3459,12453,3459,12452,100.0
12022021,531281,9946,68691,9946,68691,100.0
12022021,531287,1,32,1,31,100.0
12022021,531289,1850,70393,1850,70859,100.0
12022021,531297,31520,1148904,34145,1220188,92.31
12022021,531300,9278,21971,9278,21971,100.0
12022021,531301,1,13,1,13,100.0
12022021,531306,1064,459595,1527,643577,69.68
12022021,531307,107997,1723633,129102,2060467,83.65
12022021,531310,600,7632,600,7632,100.0
12022021,531314,128,2285,128,2284,100.0
12022021,531322,2173,1878,2173,1878,100.0
12022021,531324,807,14566,807,14566,100.0
12022021,531334,154,784,154,784,100.0
12022021,531335,616,1169446,818,1558074,75.31
12022021,531337,17337,218793,17337,218792,100.0
12022021,531340,20,200,20,200,100.0
12022021,531341,101,401,101,400,100.0
12022021,531343,280,759,280,758,100.0
12022021,531344,101776,55976800,606919,322868833,16.77
12022021,531346,12062,609735,12202,614580,98.85
12022021,531349,19539,4249733,48728,10516621,40.1
12022021,531352,70,469,70,469,100.0
12022021,531358,4404,490826,11186,1239216,39.37
12022021,531359,10,732,10,732,100.0
12022021,531364,10,316,10,316,100.0
12022021,531370,601,2404,602,2386,99.83
12022021,531373,5508,105479,5860,112471,93.99
12022021,531380,17,952,17,972,100.0
12022021,531390,510,13082,510,13082,100.0
12022021,531396,431,1163,431,1163,100.0
12022021,531398,1312,226189,1514,265852,86.66
12022021,531400,390,8483,402,8758,97.01
12022021,531402,149,365,149,365,100.0
12022021,531406,576,7739,576,7739,100.0
12022021,531409,102,684,102,683,100.0
12022021,531411,410264,215704,410264,215704,100.0
12022021,531412,791,31891,791,31891,100.0
12022021,531416,50,345,50,345,100.0
12022021,531417,94628,63401,109518,72026,86.4
12022021,531426,23697,2915916,34663,4257699,68.36
12022021,531429,5510,10019,5510,10019,100.0
12022021,531431,25671,12753353,55994,27159957,45.85
12022021,531433,2911,3900,2911,3900,100.0
12022021,531437,1079,25249,1079,25363,100.0
12022021,531439,8702,90501,9594,102240,90.7
12022021,531449,6492,4509019,7571,5283940,85.75
12022021,531453,6692,52600,7992,66269,83.73
12022021,531454,30753,364116,31053,356856,99.03
12022021,531456,25314,13164,27114,14068,93.36
12022021,531460,20,78,20,78,100.0
12022021,531471,3953,42693,4908,50687,80.54
12022021,531472,2001,11446,2001,11445,100.0
12022021,531489,3362,287956,3941,339849,85.31
12022021,531494,50,555,50,555,100.0
12022021,531496,705,536,705,535,100.0
12022021,531497,43388,240804,58069,322283,74.72
12022021,531499,13987,59936,13987,59936,100.0
12022021,531500,269367,130023451,288735,139283667,93.29
12022021,531502,11360,40215,11360,40214,100.0
12022021,531506,1,22,1,22,100.0
12022021,531508,10994,2474750,15415,3482947,71.32
12022021,531512,118044,199668,118044,199668,100.0
12022021,531515,105,34,105,33,100.0
12022021,531518,533643,1435500,768500,2029240,69.44
12022021,531525,2930,38090,3280,43563,89.33
12022021,531531,3379,2416154,4103,2939805,82.35
12022021,531539,4130,89208,5491,112261,75.21
12022021,531540,261,6095,7870,181711,3.32
12022021,531541,15807,61768,15807,61768,100.0
12022021,531543,5090,311508,80090,5057873,6.36
12022021,531548,13197,5617304,18230,7786181,72.39
12022021,531552,2358,13748,2358,13748,100.0
12022021,531556,30395,696046,40442,916150,75.16
12022021,531560,500,14625,500,14625,100.0
12022021,531574,3654,15350,3654,15350,100.0
12022021,531578,101,475,101,474,100.0
12022021,531583,10,91,10,90,100.0
12022021,531585,1,1,1,1,100.0
12022021,531591,21265,44443,21265,44443,100.0
12022021,531592,98737,941951,145193,1362255,68.0
12022021,531594,10,43,10,43,100.0
12022021,531595,9490,3459580,61871,22617389,15.34
12022021,531599,18878,5448191,37162,10721405,50.8
12022021,531600,29,1280,29,1280,100.0
12022021,531609,253,44318,253,44318,100.0
12022021,531613,18028,12834,18028,12834,100.0
12022021,531621,1165,2039,1165,2039,100.0
12022021,531624,12927,45712,12927,45712,100.0
12022021,531633,5709,1254268,7455,1660689,76.58
12022021,531635,16,292,16,292,100.0
12022021,531637,4080,273564,4080,273564,100.0
12022021,531638,957,26127,1208,31247,79.22
12022021,531642,6845,2818771,40257,16614887,17.0
12022021,531648,15002,9307,15002,9307,100.0
12022021,531658,1608,4439,1812,4991,88.74
12022021,531661,540,1712,540,1711,100.0
12022021,531667,2,44,2,44,100.0
12022021,531668,11498,10809,11498,10584,100.0
12022021,531687,243288,72542,243288,72542,100.0
12022021,531688,350,6685,483,9596,72.46
12022021,531692,5342,3730,5342,3730,100.0
12022021,531717,11622,1617202,29381,4164885,39.56
12022021,531719,1153,415830,1471,536471,78.38
12022021,531726,414,39227,578,54775,71.63
12022021,531727,29548,616076,38774,811938,76.21
12022021,531737,28161,15207,28711,15758,98.08
12022021,531739,452003,2273576,599967,3048509,75.34
12022021,531746,9833,88792,10183,91172,96.56
12022021,531752,308116,60363,308116,60363,100.0
12022021,531761,311,215881,411,287477,75.67
12022021,531762,200,1858,200,1858,100.0
12022021,531768,17869,10573981,47178,27467050,37.88
12022021,531784,4776,5396,4776,5396,100.0
12022021,531795,12082,2191675,19131,3472775,63.15
12022021,531810,1901,53228,1901,50568,100.0
12022021,531812,19240,11351,19240,11351,100.0
12022021,531813,100,3200,100,3200,100.0
12022021,531814,6142,50795,6452,52101,95.2
12022021,531822,150,9563,186,11727,80.65
12022021,531841,1430,6850,1430,6849,100.0
12022021,531842,3831,62254,4191,67471,91.41
12022021,531847,1,839,1,839,100.0
12022021,531859,3110,162031,13657,717011,22.77
12022021,531861,5796,102010,7289,129775,79.52
12022021,531862,1139,187423,1225,199971,92.98
12022021,531867,1,4,1,4,100.0
12022021,531869,20949,404315,20949,404315,100.0
12022021,531878,2000,7520,2000,7520,100.0
12022021,531879,465,52476,597,67039,77.89
12022021,531881,1468,20545,1468,20545,100.0
12022021,531882,84317,225127,124010,332685,67.99
12022021,531888,1415,48676,1487,50060,95.16
12022021,531892,2237,32437,2243,32949,99.73
12022021,531893,100,70,100,70,100.0
12022021,531900,5245,80773,5245,80773,100.0
12022021,531902,5,37,5,36,100.0
12022021,531909,90,541,90,541,100.0
12022021,531917,28794,23422,28794,23422,100.0
12022021,531921,1978,287790,1978,287790,100.0
12022021,531923,1751,36771,2376,50517,73.7
12022021,531925,4511,3437,4511,3437,100.0
12022021,531929,751,1029,751,1029,100.0
12022021,531950,3250,2503,3250,2502,100.0
12022021,531952,42725,2518639,48725,2867029,87.69
12022021,531962,44,1105,44,1105,100.0
12022021,531977,22247,74083,28065,95245,79.27
12022021,531978,3386,3203834,4732,4502624,71.56
12022021,531979,5345,212999,6348,264559,84.2
12022021,531982,1476,18114,1476,18114,100.0
12022021,531989,8,23,8,23,100.0
12022021,531991,1224,820,1224,820,100.0
12022021,531996,1272,1145,1272,1145,100.0
12022021,532005,837,9551,837,9550,100.0
12022021,532011,761,51900,761,51900,100.0
12022021,532015,7848,12102,7848,12102,100.0
12022021,532022,5771,12051,5771,12051,100.0
12022021,532029,12,726,12,726,100.0
12022021,532033,104,263,104,263,100.0
12022021,532035,61751,173061,61751,173061,100.0
12022021,532039,46676,1472628,56418,1738911,82.73
12022021,532041,3498,11264,3498,11263,100.0
12022021,532051,3673,721378,4100,817378,89.59
12022021,532053,502,17671,502,17662,100.0
12022021,532054,708,182841,1728,450816,40.97
12022021,532056,377,2629,377,2629,100.0
12022021,532057,100,3275,100,3275,100.0
12022021,532067,13321,4259390,19819,6313718,67.21
12022021,532070,9075,99825,184575,2049147,4.92
12022021,532090,73285,35292,73285,35292,100.0
12022021,532092,210291,1408950,213526,1433622,98.48
12022021,532097,1950,23615,2946,35266,66.19
12022021,532100,2358,5565,2358,5564,100.0
12022021,532102,100,689,100,689,100.0
12022021,532113,1350,2079,1350,2099,100.0
12022021,532114,3754,9535,3754,9535,100.0
12022021,532123,17827,17293,18877,18526,94.44
12022021,532124,283,2024,283,2222,100.0
12022021,532134,337954,26478696,5099073,399850221,6.63
12022021,532140,200,1906,200,1906,100.0
12022021,532141,103183,608780,147929,866275,69.75
12022021,532143,2257,120299,2687,144568,84.0
12022021,532144,15242,1866383,81103,10027426,18.79
12022021,532145,2000,7660,2000,7660,100.0
12022021,532149,142013,8350365,577712,34411936,24.58
12022021,532150,12894,675646,16789,881602,76.8
12022021,532154,1,3,1,3,100.0
12022021,532155,205068,27253538,750322,100737171,27.33
12022021,532156,393,1121013,684,1963333,57.46
12022021,532159,265,16907,1570,103924,16.88
12022021,532160,10882,28415,10882,28415,100.0
