security_id,company_name,rate_of_growth,model,parameters,accuracy,precision,recall,f1_score,confusion matrix
524715,SUN PHARMACEUTICAL INDUSTRIES LTD,0.01,cnn,"batch_size = 64, epochs = 50",0.5173210161662818,0.24764150943396224,0.5147058823529411,0.3343949044585988,"[[343 319]
 [ 99 105]]"
524715,SUN PHARMACEUTICAL INDUSTRIES LTD,0.01,svm,"C = 100, gamma = 0.01, kernel = sigmoid",0.6212471131639723,0.2559055118110236,0.3186274509803921,0.2838427947598253,"[[473 189]
 [139  65]]"
524715,SUN PHARMACEUTICAL INDUSTRIES LTD,0.01,knn,"metric = manhattan, n_neighbors = 1, weights = uniform, algorithm = ball_tree",0.6385681293302541,0.25339366515837103,0.27450980392156865,0.2635294117647059,"[[497 165]
 [148  56]]"
524715,SUN PHARMACEUTICAL INDUSTRIES LTD,0.01,bpnn,"batch_size = 25, epochs = 100",0.7251732101616628,0.2875,0.11274509803921567,0.1619718309859155,"[[605, 57], [181, 23]]"
524715,SUN PHARMACEUTICAL INDUSTRIES LTD,0.01,logistic,"C = 0.001, penalty = l2, p_f_value = p_0.01",0.7644341801385681,0.0,0.0,0.0,"[[662   0]
 [204   0]]"
530965,INDIAN OIL CORPORATION LTD,0.01,cnn,"batch_size = 48, epochs = 25",0.5709497206703911,0.2982954545454545,0.4338842975206612,0.3535353535353535,"[[406 247]
 [137 105]]"
530965,INDIAN OIL CORPORATION LTD,0.01,knn,"metric = manhattan, n_neighbors = 1, weights = uniform, algorithm = ball_tree",0.6301675977653631,0.3153526970954357,0.3140495867768595,0.3146997929606625,"[[488 165]
 [166  76]]"
530965,INDIAN OIL CORPORATION LTD,0.01,svm,"C = 1, gamma = 0.1, kernel = sigmoid",0.6100558659217877,0.2885375494071146,0.3016528925619835,0.29494949494949496,"[[473 180]
 [169  73]]"
530965,INDIAN OIL CORPORATION LTD,0.01,rnn,"batch_size = 100, epochs = 75",0.6898203592814371,0.2333333333333333,0.02880658436213992,0.05128205128205129,"[[569, 23], [236, 7]]"
530965,INDIAN OIL CORPORATION LTD,0.01,bpnn,"batch_size = 25, epochs = 75",0.7307262569832402,0.5714285714285714,0.016528925619834708,0.032128514056224904,"[[650, 3], [238, 4]]"
530965,INDIAN OIL CORPORATION LTD,0.01,logistic,"C = 0.001, penalty = none, p_f_value = p_0.01",0.7318435754189944,1.0,0.008264462809917356,0.016393442622950817,"[[653   0]
 [240   2]]"
532163,SAREGAMA INDIA LTD,0.01,cnn,"batch_size = 48, epochs = 25",0.5885057471264368,0.4605809128630705,0.3274336283185841,0.3827586206896552,"[[401 130]
 [228 111]]"
532163,SAREGAMA INDIA LTD,0.01,knn,"metric = manhattan, n_neighbors = 1, weights = uniform, algorithm = ball_tree",0.5310344827586206,0.3925233644859813,0.3716814159292036,0.3818181818181817,"[[336 195]
 [213 126]]"
532163,SAREGAMA INDIA LTD,0.01,rnn,"batch_size = 100, epochs = 25",0.5339087546239211,0.4625550660792952,0.29085872576177285,0.3571428571428572,"[[328, 122], [256, 105]]"
532163,SAREGAMA INDIA LTD,0.01,svm,"C = 1000, gamma = 1e-05, kernel = sigmoid",0.5241379310344828,0.3711340206185567,0.3185840707964602,0.3428571428571428,"[[348 183]
 [231 108]]"
532163,SAREGAMA INDIA LTD,0.01,bpnn,"batch_size = 32, epochs = 100",0.5850574712643678,0.4166666666666667,0.16224188790560473,0.2335456475583864,"[[454, 77], [284, 55]]"
532163,SAREGAMA INDIA LTD,0.01,logistic,"C = 0.001, penalty = none, p_f_value = p_0.15",0.6103448275862069,0.5,0.005899705014749263,0.011661807580174929,"[[529   2]
 [337   2]]"
532174,ICICI BANK LTD,0.01,rnn,"batch_size = 100, epochs = 100",0.6730310262529833,0.5778688524590164,0.4519230769230769,0.5071942446043165,"[[423, 103], [171, 141]]"
532174,ICICI BANK LTD,0.01,cnn,"batch_size = 32, epochs = 25",0.5690423162583519,0.3209169054441261,0.4274809160305344,0.3666121112929624,"[[399 237]
 [150 112]]"
532174,ICICI BANK LTD,0.01,knn,"metric = euclidean, n_neighbors = 1, weights = uniform, algorithm = ball_tree",0.5768374164810689,0.2765151515151515,0.2786259541984733,0.2775665399239544,"[[445 191]
 [189  73]]"
532174,ICICI BANK LTD,0.01,svm,"C = 100, gamma = 0.001, kernel = sigmoid",0.5567928730512249,0.2571428571428571,0.2748091603053435,0.2656826568265683,"[[428 208]
 [190  72]]"
532174,ICICI BANK LTD,0.01,bpnn,"batch_size = 25, epochs = 100",0.6893095768374164,0.33962264150943394,0.06870229007633588,0.11428571428571427,"[[601, 35], [244, 18]]"
532174,ICICI BANK LTD,0.01,logistic,"C = 0.001, penalty = none, p_f_value = f_0.5",0.7115812917594655,1.0,0.011450381679389313,0.022641509433962263,"[[636   0]
 [259   3]]"
