Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
22-August-2017,7.96,8.30,7.96,8.19,8.133620800950192362,77458,108,630014.00,61735,79.70,0.34,0.23
21-August-2017,7.35,8.18,7.35,8.04,7.975377883850437549,50280,65,401002.00,37639,74.86,0.83,0.69
18-August-2017,7.71,7.94,7.71,7.82,7.812903486120077469,24784,72,193635.00,16230,65.49,0.23,0.11
17-August-2017,7.90,7.98,7.81,7.86,7.895218528203212551,10708,34,84542.00,8909,83.20,0.17,-0.04
16-August-2017,7.88,7.90,7.78,7.87,7.861248037390002555,27387,75,215296.00,20585,75.16,0.12,-0.01
14-August-2017,7.50,7.80,7.39,7.66,7.687473710776478505,47548,95,365524.00,38165,80.27,0.41,0.16
11-August-2017,7.19,7.45,6.97,7.39,7.261785519869352204,73480,185,533596.00,36973,50.32,0.48,0.20
10-August-2017,8.00,8.04,7.06,7.16,7.324847340369206875,113324,231,830081.00,71626,63.20,0.98,-0.84
9-August-2017,8.00,8.00,7.80,7.82,7.859179812480872492,71886,146,564965.00,47616,66.24,0.20,-0.18
8-August-2017,8.11,8.30,7.95,8.00,8.125089356632247815,100720,170,818359.00,69205,68.71,0.35,-0.11
7-August-2017,8.15,8.54,8.00,8.23,8.254560771554729258,68848,293,568310.00,26912,39.09,0.54,0.08
4-August-2017,8.21,8.46,8.01,8.06,8.138516311850613964,68815,136,560052.00,43821,63.68,0.45,-0.15
3-August-2017,8.58,8.58,8.22,8.27,8.335741862359650054,56466,119,470686.00,43869,77.69,0.36,-0.31
2-August-2017,8.50,8.58,8.27,8.47,8.406660594329955596,87830,168,738357.00,44940,51.17,0.31,-0.03
1-August-2017,8.97,8.98,8.33,8.39,8.512992419892040886,139312,266,1185962.00,81309,58.36,0.65,-0.58
31-July-2017,8.85,9.10,8.58,8.74,8.868887358012669439,193063,437,1712254.00,102198,52.94,0.52,-0.11
28-July-2017,8.45,8.78,8.23,8.48,8.436180765169534008,93757,254,790951.00,35209,37.55,0.55,0.03
27-July-2017,8.26,8.80,8.22,8.45,8.491672733891518019,241736,441,2052743.00,92359,38.21,0.58,0.19
26-July-2017,8.32,8.45,8.20,8.36,8.315754918543576960,89864,233,747287.00,41272,45.93,0.25,0.04
25-July-2017,8.12,8.89,8.06,8.22,8.514595503490587832,575691,1035,4901776.00,223565,38.83,0.83,0.10
24-July-2017,8.10,8.38,8.00,8.09,8.204614065233986008,318331,536,2611783.00,146664,46.07,0.38,-0.01
21-July-2017,7.92,8.40,7.92,8.06,8.217555702930899660,101027,203,830195.00,50990,50.47,0.48,0.14
20-July-2017,7.65,8.19,7.65,8.00,7.986879584397184054,67757,184,541167.00,38100,56.23,0.54,0.35
19-July-2017,7.90,7.91,7.61,7.89,7.788113947718968066,81827,218,637278.00,33731,41.22,0.30,-0.01
18-July-2017,7.80,7.93,7.56,7.71,7.704831524501450055,66894,156,515407.00,52781,78.90,0.37,-0.09
17-July-2017,8.20,8.20,7.80,7.92,7.917264436403647982,47259,114,374162.00,26885,56.89,0.40,-0.28
14-July-2017,7.87,8.03,7.60,7.77,7.848683707535869925,78478,180,615949.00,46123,58.77,0.43,-0.10
13-July-2017,8.17,8.25,7.91,7.97,8.027907628424766587,78509,188,630263.00,48769,62.12,0.34,-0.20
12-July-2017,8.00,8.20,8.00,8.14,8.087010383584476428,44397,104,359039.00,32200,72.53,0.20,0.14
11-July-2017,8.32,8.32,8.05,8.08,8.146203117765087204,25916,83,211117.00,17512,67.57,0.27,-0.24
10-July-2017,8.30,8.30,8.05,8.14,8.184455087807747248,59505,133,487016.00,45724,76.84,0.25,-0.16
7-July-2017,8.08,8.45,8.08,8.32,8.278592578654967864,100979,256,835964.00,51360,50.86,0.37,0.24
6-July-2017,8.03,8.20,7.96,7.99,8.043731609106396159,51656,126,415507.00,36071,69.83,0.24,-0.04
5-July-2017,8.02,8.10,7.65,8.00,7.991612921884489689,34577,115,276326.00,21386,61.85,0.45,-0.02
4-July-2017,8.14,8.14,8.00,8.02,8.053289633406166545,41190,83,331715.00,24931,60.53,0.14,-0.12
3-July-2017,8.19,8.20,7.95,8.00,8.053552923760177646,27020,69,217607.00,16912,62.59,0.25,-0.19
30-June-2017,7.98,8.10,7.80,7.95,7.985752683449572229,56923,104,454573.00,43902,77.13,0.30,-0.03
29-June-2017,7.93,8.10,7.75,7.96,7.912693295773530257,100817,179,797734.00,60292,59.80,0.35,0.03
28-June-2017,7.90,8.24,7.67,7.84,7.868844509666305110,78365,224,616642.00,35083,44.77,0.57,-0.06
27-June-2017,8.12,8.28,7.71,7.94,8.001967486032110381,79289,167,634468.00,51820,65.36,0.57,-0.18
23-June-2017,8.29,8.33,8.10,8.14,8.146937787460663277,45441,84,370205.00,35620,78.39,0.23,-0.15
22-June-2017,8.39,8.45,8.21,8.26,8.308507312328481606,28787,72,239177.00,13457,46.75,0.24,-0.13
21-June-2017,8.16,8.58,8.10,8.27,8.335134887555535199,43666,110,363962.00,24207,55.44,0.48,0.11
20-June-2017,8.30,8.36,8.17,8.33,8.272583586626139817,49350,82,408252.00,28340,57.43,0.19,0.03
19-June-2017,8.42,8.56,8.25,8.31,8.335565764469290234,54201,106,451796.00,35706,65.88,0.31,-0.11
16-June-2017,8.16,8.58,8.16,8.36,8.414530594072001017,62888,132,529173.00,46453,73.87,0.42,0.20
15-June-2017,8.43,8.70,8.35,8.37,8.460965159833752373,77956,164,659583.00,43722,56.09,0.35,-0.06
14-June-2017,8.47,8.68,8.32,8.38,8.382226247542468355,45269,108,379455.00,28522,63.01,0.36,-0.09
13-June-2017,8.22,9.15,8.22,8.45,8.616005141127327459,118262,221,1018946.00,65112,55.06,0.93,0.23
12-June-2017,8.57,8.63,8.35,8.37,8.474679029957203994,36452,71,308919.00,22929,62.90,0.28,-0.20
9-June-2017,8.70,8.89,8.57,8.60,8.675576063897388771,102289,199,887416.00,65851,64.38,0.32,-0.10
8-June-2017,8.30,8.95,8.30,8.65,8.688987193172846332,338179,612,2938433.00,172617,51.04,0.65,0.35
7-June-2017,8.31,8.77,8.25,8.40,8.544636815012507888,131517,453,1123765.00,41797,31.78,0.52,0.09
6-June-2017,8.58,8.58,8.25,8.31,8.333099579242636746,64170,157,534735.00,40652,63.35,0.33,-0.27
5-June-2017,8.70,8.72,8.46,8.54,8.604661091438760390,79638,135,685258.00,63385,79.59,0.26,-0.16
2-June-2017,8.22,9.18,8.16,8.86,8.885248998913631043,571629,1041,5079066.00,205373,35.93,1.02,0.64
1-June-2017,8.38,8.43,8.03,8.17,8.182312532332382911,83121,139,680122.00,61120,73.53,0.40,-0.21
31-May-2017,8.06,8.50,8.06,8.36,8.331153416281024561,108261,190,901939.00,79585,73.51,0.44,0.30
30-May-2017,8.41,8.43,8.07,8.13,8.225386310717087323,80311,182,660589.00,49660,61.83,0.36,-0.28
29-May-2017,8.70,8.70,8.30,8.39,8.455717258472835235,150894,214,1275917.00,119636,79.28,0.40,-0.31
26-May-2017,8.35,8.60,8.25,8.46,8.474145208948923596,85284,182,722709.00,54718,64.16,0.35,0.11
25-May-2017,8.50,8.73,7.99,8.15,8.236772398110289389,402813,407,3317879.00,252955,62.80,0.74,-0.35
24-May-2017,8.62,9.03,8.25,8.38,8.566216871032120828,121759,237,1043014.00,64605,53.06,0.78,-0.24
23-May-2017,9.04,9.04,8.72,8.91,8.900068981985089278,75382,166,670905.00,37131,49.26,0.32,-0.13
22-May-2017,9.25,9.33,9.05,9.06,9.138787812958236028,73652,147,673090.00,38796,52.67,0.28,-0.19
19-May-2017,9.35,9.48,8.99,9.10,9.197119805673635811,115270,230,1060152.00,73428,63.70,0.49,-0.25
18-May-2017,9.50,9.50,9.33,9.35,9.396968003986289579,66227,99,622333.00,44317,66.92,0.17,-0.15
17-May-2017,9.47,9.69,9.40,9.45,9.484704016701126121,99634,142,944999.00,85972,86.29,0.29,-0.02
16-May-2017,9.57,9.73,9.50,9.59,9.581312263826863620,43665,98,418368.00,30071,68.87,0.23,0.02
15-May-2017,9.70,10.10,9.55,9.58,9.729012307245293983,144549,274,1406319.00,43996,30.44,0.55,-0.12
12-May-2017,9.80,9.82,9.62,9.69,9.691868913908543955,73631,126,713622.00,47537,64.56,0.20,-0.11
11-May-2017,10.20,10.32,9.76,9.81,9.924200878582881865,105397,227,1045981.00,50169,47.60,0.56,-0.39
10-May-2017,9.49,10.34,9.46,10.01,9.967938245253647028,311555,694,3105561.00,97859,31.41,0.88,0.52
9-May-2017,9.52,9.61,9.11,9.34,9.434173978219655218,90724,210,855906.00,51957,57.27,0.50,-0.18
8-May-2017,9.30,9.78,9.30,9.58,9.601670538776413320,54234,89,520737.00,38119,70.29,0.48,0.28
5-May-2017,9.70,9.72,9.50,9.53,9.601809745494905273,64871,127,622879.00,45765,70.55,0.22,-0.17
4-May-2017,9.72,9.84,9.67,9.70,9.724329553635709143,44448,108,432227.00,30228,68.01,0.17,-0.02
3-May-2017,10.06,10.10,9.73,9.77,9.859509953350884485,86604,169,853873.00,52484,60.60,0.37,-0.29
2-May-2017,10.10,10.24,9.86,9.94,10.021010069849943811,181532,250,1819134.00,78917,43.47,0.38,-0.16
28-April-2017,10.00,10.23,9.85,10.06,10.019285635904751453,182260,340,1826115.00,103616,56.85,0.38,0.06
27-April-2017,9.77,10.11,9.76,9.89,9.986329926903697395,225456,367,2251478.00,103398,45.86,0.35,0.12
26-April-2017,10.40,10.40,9.60,9.70,9.810736115009199488,256536,392,2516807.00,162320,63.27,0.80,-0.70
25-April-2017,9.95,10.12,9.95,9.95,9.983705718382140285,162511,171,1622462.00,111320,68.50,0.17,0.00
24-April-2017,10.00,10.09,9.90,9.91,9.988744877253013965,201064,216,2008377.00,143162,71.20,0.19,-0.09
21-April-2017,9.90,10.15,9.81,9.96,9.974964743589743589,312000,572,3112189.00,141033,45.20,0.34,0.06
20-April-2017,9.64,9.93,9.56,9.84,9.720506929657439575,107076,199,1040833.00,68026,63.53,0.37,0.20
19-April-2017,9.61,9.70,9.50,9.54,9.565923400442973396,80366,148,768775.00,49617,61.74,0.20,-0.07
18-April-2017,9.83,9.89,9.53,9.61,9.716754882652223863,97488,170,947267.00,61957,63.55,0.36,-0.22
17-April-2017,9.80,9.84,9.62,9.72,9.738513168454074560,68535,154,667429.00,47537,69.36,0.22,-0.08
13-April-2017,10.30,10.30,9.80,9.84,9.964261724954016710,159297,297,1587277.00,73783,46.32,0.50,-0.46
12-April-2017,10.02,10.15,9.66,9.97,9.898449636248981035,260068,318,2574270.00,142530,54.80,0.49,-0.05
11-April-2017,10.03,10.29,9.90,9.92,10.072722914669223394,229460,350,2311287.00,90639,39.50,0.39,-0.11
10-April-2017,10.10,10.23,9.50,9.86,9.977166863207547169,339200,481,3384255.00,158981,46.87,0.73,-0.24
7-April-2017,9.79,10.33,9.22,9.91,10.012687218980969171,557569,959,5582764.00,270303,48.48,1.11,0.12
6-April-2017,9.19,9.57,9.13,9.37,9.388051990801486757,218731,382,2053458.00,122797,56.14,0.44,0.18
5-April-2017,9.00,9.53,9.00,9.28,9.275202585073206167,239529,473,2221680.00,170356,71.12,0.53,0.28
3-April-2017,8.87,9.13,8.87,9.09,9.061776997550143454,152662,200,1383389.00,126705,83.00,0.26,0.22
31-March-2017,8.95,9.14,8.90,8.94,9.028529084846239347,59378,153,536096.00,37894,63.82,0.24,-0.01
30-March-2017,8.93,9.18,8.75,9.06,9.065138229583411068,144723,245,1311934.00,98127,67.80,0.43,0.13
29-March-2017,9.27,9.40,8.62,8.83,8.953737570008000914,139984,345,1253380.00,103511,73.94,0.78,-0.44
28-March-2017,9.23,9.32,8.90,9.13,9.045383871570318766,364028,466,3292773.00,289502,79.53,0.42,-0.10
27-March-2017,9.40,9.57,9.05,9.13,9.251851629734025008,133396,224,1234160.00,87437,65.55,0.52,-0.27
24-March-2017,9.55,9.58,9.31,9.38,9.476938972915933872,90976,189,862174.00,53903,59.25,0.27,-0.17
23-March-2017,10.10,10.10,9.40,9.48,9.567680176525943472,154085,292,1474236.00,80297,52.11,0.70,-0.62
22-March-2017,9.56,9.63,9.41,9.48,9.493682888700955895,195105,366,1852265.00,148160,75.94,0.22,-0.08
21-March-2017,10.10,10.10,9.45,9.67,9.716073646131418389,185210,380,1799514.00,105253,56.83,0.65,-0.43
20-March-2017,9.98,10.15,9.72,10.03,10.006721357850070721,353500,475,3537376.00,96764,27.37,0.43,0.05
17-March-2017,10.03,10.13,9.79,9.83,9.897961663747136044,337383,578,3339404.00,214234,63.50,0.34,-0.20
16-March-2017,9.56,10.28,9.54,9.95,9.916442362011098926,421302,1008,4177817.00,172050,40.84,0.74,0.39
15-March-2017,9.57,9.66,9.45,9.46,9.539868415608060578,120835,240,1152750.00,76254,63.11,0.21,-0.11
14-March-2017,10.19,10.19,9.50,9.52,9.666735925812519137,182888,372,1767930.00,110353,60.34,0.69,-0.67
10-March-2017,9.80,9.98,9.68,9.71,9.759728526728658939,90764,171,885832.00,68112,75.04,0.30,-0.09
9-March-2017,9.80,9.91,9.67,9.71,9.775432585232139797,291850,562,2852960.00,109683,37.58,0.24,-0.09
8-March-2017,10.26,10.35,9.83,9.97,10.013807108620234830,200911,434,2011884.00,97753,48.65,0.52,-0.29
7-March-2017,10.20,10.41,10.00,10.13,10.198654484245849713,185951,447,1896450.00,87162,46.87,0.41,-0.07
6-March-2017,10.20,10.65,10.20,10.24,10.368882209280480931,133075,322,1379839.00,61651,46.33,0.45,0.04
3-March-2017,10.16,10.39,10.07,10.20,10.197371404100962265,158792,351,1619261.00,103344,65.08,0.32,0.04
2-March-2017,10.82,10.83,10.00,10.18,10.375294886898812387,347167,667,3601960.00,215780,62.15,0.83,-0.64
1-March-2017,10.75,10.90,10.65,10.67,10.751593814191598284,187914,377,2020375.00,106956,56.92,0.25,-0.08
28-February-2017,10.90,11.25,10.66,10.72,10.781069694786171494,190129,513,2049794.00,94215,49.55,0.59,-0.18
27-February-2017,10.84,11.39,10.70,10.87,11.059684079511946561,359141,666,3971986.00,167505,46.64,0.69,0.03
23-February-2017,10.93,11.34,10.87,11.02,11.099449241557428616,271807,683,3016908.00,119691,44.04,0.47,0.09
22-February-2017,11.20,11.65,9.35,11.07,11.022822696772012056,857655,1843,9453779.00,253713,29.58,2.30,-0.13
21-February-2017,11.25,11.54,11.20,11.42,11.397600153280260744,474947,984,5413256.00,237834,50.08,0.34,0.17
20-February-2017,10.67,11.25,10.47,11.17,11.058311219730876855,553204,1272,6117502.00,262248,47.41,0.78,0.50
17-February-2017,10.50,10.86,10.40,10.49,10.535968736707783921,225696,642,2377926.00,96129,42.59,0.46,-0.01
16-February-2017,10.20,10.74,9.98,10.60,10.446185711211534323,371760,919,3883474.00,157705,42.42,0.76,0.40
15-February-2017,11.05,11.05,10.06,10.17,10.343891619927630716,770769,1539,7972751.00,354633,46.01,0.99,-0.88
14-February-2017,12.00,12.09,10.90,11.03,11.178220695252786899,830403,1792,9282428.00,410291,49.41,1.19,-0.97
13-February-2017,12.80,12.80,11.81,11.97,12.178943995027175127,2998698,4974,36520975.00,1358511,45.30,0.99,-0.83
10-February-2017,10.87,11.43,10.86,11.00,11.143317777340700079,503343,988,5608911.00,239570,47.60,0.57,0.13
9-February-2017,11.22,11.49,10.82,10.93,11.154300295191874718,659571,1028,7357053.00,289404,43.88,0.67,-0.29
8-February-2017,10.22,11.48,10.22,11.04,11.084200274915963323,1687061,2892,18699722.00,575211,34.10,1.26,0.82
7-February-2017,10.45,10.53,10.17,10.22,10.336961613650081529,444012,867,4589735.00,203414,45.81,0.36,-0.23
6-February-2017,10.12,10.34,10.10,10.12,10.203318560851003321,295369,555,3013744.00,182215,61.69,0.24,0.00
3-February-2017,10.04,10.70,10.03,10.12,10.288706809792494980,583263,1000,6001022.00,212717,36.47,0.67,0.08
2-February-2017,10.50,10.50,9.96,10.06,10.186046786473192442,423071,906,4309421.00,151707,35.86,0.54,-0.44
1-February-2017,9.60,10.85,9.60,10.36,10.320690311442204428,735610,1385,7592003.00,284250,38.64,1.25,0.76
31-January-2017,10.25,10.30,9.63,9.77,9.924494247204949996,393374,820,3904038.00,192232,48.87,0.67,-0.48
30-January-2017,10.98,11.28,10.17,10.29,10.674639934839545632,615097,1219,6565939.00,310341,50.45,1.11,-0.69
27-January-2017,11.90,11.90,10.76,11.04,11.256690045500291909,2555588,3804,28767462.00,1179186,46.14,1.14,-0.86
25-January-2017,9.15,10.78,8.90,10.78,10.276568925567108116,1937329,2850,19909095.00,990094,51.11,1.88,1.63
24-January-2017,8.90,9.25,8.80,8.99,9.047505460742661001,333288,574,3015425.00,203905,61.18,0.45,0.09
23-January-2017,8.80,8.93,8.71,8.75,8.778595728595728595,105820,181,928951.00,84788,80.12,0.22,-0.05
20-January-2017,9.05,9.35,8.70,8.77,8.927632395087489383,314381,668,2806678.00,175359,55.78,0.65,-0.28
19-January-2017,8.58,9.34,8.53,9.15,9.145119535299583335,513363,1004,4694766.00,223033,43.45,0.81,0.57
18-January-2017,8.55,8.89,8.41,8.58,8.590799590190413778,216686,405,1861506.00,114103,52.66,0.48,0.03
17-January-2017,8.40,8.88,8.40,8.56,8.605028402682361626,97526,247,839214.00,65190,66.84,0.48,0.16
16-January-2017,8.79,8.90,8.60,8.62,8.713771422776594665,98610,210,859265.00,62281,63.16,0.30,-0.17
13-January-2017,9.18,9.35,8.20,8.79,8.907661468648451170,416056,773,3706086.00,182087,43.77,1.15,-0.39
12-January-2017,9.50,10.39,8.85,9.06,9.416712009135911482,2027165,3923,19089229.00,856076,42.23,1.54,-0.44
11-January-2017,7.36,8.88,7.36,8.88,8.648082172591215589,528254,792,4568384.00,416830,78.91,1.52,1.52
10-January-2017,7.23,7.50,7.22,7.40,7.371546812856067935,148848,259,1097240.00,71412,47.98,0.28,0.17
9-January-2017,7.34,7.34,7.11,7.16,7.221702563279070234,49819,88,359778.00,32743,65.72,0.23,-0.18
6-January-2017,7.33,7.37,7.02,7.13,7.213960094690564761,73925,144,533292.00,48999,66.28,0.35,-0.20
5-January-2017,7.40,7.43,7.24,7.32,7.306428473163925083,50883,146,371773.00,36871,72.46,0.19,-0.08
4-January-2017,7.75,7.75,7.25,7.30,7.314966914996992272,86444,179,632335.00,61904,71.61,0.50,-0.45
3-January-2017,7.00,7.44,6.93,7.31,7.270090639831566927,224184,482,1629838.00,122605,54.69,0.51,0.31
2-January-2017,7.23,7.23,6.82,6.93,6.902298735994258144,100316,150,692411.00,66016,65.81,0.41,-0.30
30-December-2016,6.85,6.98,6.85,6.91,6.935048293536519834,72577,76,503325.00,44861,61.81,0.13,0.06
29-December-2016,7.15,7.15,6.82,6.91,6.958693990860743305,128238,355,892369.00,48416,37.75,0.33,-0.24
28-December-2016,7.31,7.31,6.80,6.83,6.898297195189278716,92377,141,637244.00,35516,38.45,0.51,-0.48
27-December-2016,6.72,6.99,6.70,6.84,6.798765876612492705,80543,146,547593.00,39603,49.17,0.29,0.12
26-December-2016,6.74,6.84,6.66,6.74,6.733183856502242152,39694,102,267267.00,25561,64.40,0.18,0.00
23-December-2016,6.89,6.99,6.75,6.89,6.900727405934376471,38218,91,263732.00,18646,48.79,0.24,0.00
22-December-2016,6.92,7.07,6.75,6.78,6.847054343687102214,91915,235,629347.00,53815,58.55,0.32,-0.14
21-December-2016,6.90,7.36,6.90,6.99,7.086007371109576618,120199,361,851731.00,51245,42.63,0.46,0.09
20-December-2016,6.95,7.04,6.90,6.98,6.959865815911881170,57831,150,402496.00,39381,68.10,0.14,0.03
19-December-2016,7.02,7.12,6.93,6.95,7.006123030187962787,84272,139,590420.00,38625,45.83,0.19,-0.07
16-December-2016,7.07,7.20,7.02,7.05,7.093348486891530059,51913,108,368237.00,34688,66.82,0.18,-0.02
15-December-2016,7.05,7.40,7.05,7.12,7.190713313224464620,132943,225,955955.00,76978,57.90,0.35,0.07
14-December-2016,7.08,7.75,7.08,7.13,7.323107518367797889,217228,511,1590784.00,110886,51.05,0.67,0.05
13-December-2016,7.50,7.50,7.05,7.15,7.130191940117430268,87371,135,622972.00,59930,68.59,0.45,-0.35
12-December-2016,7.25,7.25,7.16,7.17,7.194617656711519527,36564,77,263064.00,31051,84.92,0.09,-0.08
9-December-2016,7.06,7.75,7.06,7.26,7.248464363822818454,95563,203,692685.00,65758,68.81,0.69,0.20
8-December-2016,7.25,7.49,7.25,7.28,7.319342123785838299,85244,225,623930.00,40353,47.34,0.24,0.03
7-December-2016,7.04,7.53,7.04,7.16,7.279462148914291511,216863,472,1578646.00,117082,53.99,0.49,0.12
6-December-2016,6.93,7.10,6.89,6.92,6.957386490667954462,111819,224,777968.00,72445,64.79,0.21,-0.01
5-December-2016,6.98,7.95,6.90,6.99,6.973860419716935090,51225,118,357236.00,33263,64.94,1.05,0.01
2-December-2016,7.00,7.02,6.86,6.98,6.967980840829962365,99378,163,692464.00,65901,66.31,0.16,-0.02
1-December-2016,7.05,7.09,6.90,6.97,6.968578888203938064,110308,174,768690.00,55947,50.72,0.19,-0.08
30-November-2016,7.00,7.09,6.84,6.99,6.991025547275422630,150427,290,1051639.00,86787,57.69,0.25,-0.01
29-November-2016,7.31,7.31,6.56,6.94,6.942899184832148344,230382,521,1599519.00,129405,56.17,0.75,-0.37
28-November-2016,7.19,7.33,7.00,7.18,7.167805539617130040,115026,216,824484.00,52112,45.30,0.33,-0.01
25-November-2016,7.13,7.45,7.00,7.18,7.154464203883923570,294599,357,2107698.00,175316,59.51,0.45,0.05
24-November-2016,6.56,7.08,6.54,7.02,6.958064137857864788,179083,315,1246071.00,97660,54.53,0.54,0.46
23-November-2016,6.88,6.94,6.60,6.66,6.728072687511389966,153644,315,1033728.00,97514,63.47,0.34,-0.22
22-November-2016,6.80,6.85,6.50,6.80,6.700471494281571391,104137,203,697767.00,53082,50.97,0.35,0.00
21-November-2016,6.88,7.13,6.50,6.68,6.852750435036700088,229291,294,1571274.00,157572,68.72,0.63,-0.20
18-November-2016,6.90,7.00,6.80,6.92,6.914109759125900173,100675,201,696078.00,58823,58.43,0.20,0.02
17-November-2016,7.00,7.08,6.80,6.90,6.947940983160709833,88246,219,613128.00,63001,71.39,0.28,-0.10
16-November-2016,7.80,7.80,6.84,6.92,7.110146751800983308,295533,556,2101283.00,140559,47.56,0.96,-0.88
15-November-2016,7.85,7.98,6.94,7.04,7.224867696660162566,281361,617,2032796.00,169823,60.36,1.04,-0.81
11-November-2016,8.21,8.24,7.70,7.89,7.955093144503169624,195449,540,1554815.00,94465,48.33,0.54,-0.32
10-November-2016,8.39,8.60,8.05,8.13,8.203232430284162416,226455,736,1857663.00,126518,55.87,0.55,-0.26
9-November-2016,7.23,7.90,6.82,7.81,7.496548657403252258,490244,1185,3675138.00,247053,50.39,1.08,0.58
8-November-2016,8.56,8.70,8.19,8.45,8.416693415124172283,252351,710,2123961.00,130690,51.79,0.51,-0.11
7-November-2016,9.90,9.90,8.31,8.56,8.683361727833624065,294658,723,2558622.00,185468,62.94,1.59,-1.34
4-November-2016,8.60,8.84,7.75,8.34,8.247689258662349169,810346,1527,6683482.00,309017,38.13,1.09,-0.26
3-November-2016,9.10,9.15,8.35,8.47,8.817412385412882709,514783,953,4539054.00,264691,51.42,0.80,-0.63
2-November-2016,10.47,10.47,8.86,8.92,9.106301519998645880,945264,1479,8607859.00,480849,50.87,1.61,-1.55
1-November-2016,10.00,10.10,9.55,9.65,9.844352639773298295,728358,1447,7170213.00,320718,44.03,0.55,-0.35
30-October-2016,9.99,10.05,9.70,9.90,9.917614173724806120,237905,575,2359450.00,124302,52.25,0.35,-0.09
28-October-2016,9.75,10.20,9.40,9.67,9.745308359045924180,390535,794,3805884.00,149696,38.33,0.80,-0.08
27-October-2016,10.85,10.93,9.61,9.70,9.942872275224872551,1693626,2558,16839507.00,709154,41.87,1.32,-1.15
26-October-2016,10.45,11.15,10.30,10.67,10.827779982376586327,2159627,3533,23383966.00,986064,45.66,0.85,0.22
25-October-2016,9.75,10.62,9.50,10.37,10.153022685257174450,2025765,3337,20567638.00,803466,39.66,1.12,0.62
24-October-2016,9.36,9.91,9.36,9.73,9.729827047982373641,905916,1666,8814406.00,324047,35.77,0.55,0.37
21-October-2016,9.80,9.99,9.21,9.43,9.618899889333641885,1309341,2026,12594420.00,540960,41.32,0.78,-0.37
20-October-2016,9.04,10.05,8.80,9.70,9.446944326179953436,3048722,4647,28801107.00,1182010,38.77,1.25,0.66
19-October-2016,8.88,9.35,8.46,8.99,9.012042644597902048,1061893,1932,9569825.00,576763,54.31,0.89,0.11
18-October-2016,8.40,9.19,8.40,8.71,8.864717403723765494,1650641,3073,14632466.00,707524,42.86,0.79,0.31
17-October-2016,7.55,8.48,7.46,8.29,8.184848893142928136,2285932,3779,18710008.00,977177,42.75,1.02,0.74
14-October-2016,6.65,7.75,6.63,7.37,7.251429866419018610,631003,1049,4575674.00,232965,36.92,1.12,0.72
13-October-2016,7.10,7.10,6.51,6.68,6.818249020762397276,312488,604,2130621.00,173217,55.43,0.59,-0.42
10-October-2016,6.83,7.20,6.83,6.89,6.958675798083808134,227639,483,1584066.00,142410,62.56,0.37,0.06
7-October-2016,6.43,7.10,6.40,6.70,6.786024026275591564,357442,642,2425610.00,211906,59.28,0.70,0.27
6-October-2016,6.70,6.70,6.41,6.46,6.537551459757525399,105908,178,692379.00,83554,78.89,0.29,-0.24
5-October-2016,6.23,6.82,6.23,6.61,6.643572726424364189,182169,416,1210253.00,106043,58.21,0.59,0.38
4-October-2016,6.70,6.98,6.60,6.64,6.782993538109736514,155682,426,1055990.00,88510,56.85,0.38,-0.06
3-October-2016,6.39,6.75,6.30,6.56,6.587782435603364180,189645,382,1249340.00,101444,53.49,0.45,0.17
30-September-2016,5.97,6.29,5.97,6.23,6.197868863175786101,76485,191,474044.00,53726,70.24,0.32,0.26
29-September-2016,6.91,6.91,6.00,6.04,6.342112559817586941,306557,553,1944219.00,162202,52.91,0.91,-0.87
28-September-2016,6.30,7.08,6.26,6.72,6.769068301453545046,461630,919,3124805.00,225537,48.86,0.82,0.42
27-September-2016,6.15,6.50,6.06,6.36,6.258090819935868475,90751,267,567928.00,45397,50.02,0.44,0.21
26-September-2016,6.03,6.60,6.03,6.12,6.209823763313216506,120463,199,748054.00,74293,61.67,0.57,0.09
23-September-2016,6.34,6.44,6.21,6.27,6.311340635927838632,129543,244,817590.00,82816,63.93,0.23,-0.07
22-September-2016,6.33,6.57,6.20,6.29,6.420824295010845986,125853,233,808080.00,68493,54.42,0.37,-0.04
21-September-2016,6.32,6.50,6.31,6.36,6.417026982829108748,152875,264,981003.00,100800,65.94,0.19,0.04
20-September-2016,6.89,6.89,6.20,6.31,6.338130396207167452,255851,360,1621617.00,133598,52.22,0.69,-0.58
19-September-2016,6.53,6.69,6.46,6.51,6.597880244755244755,183040,422,1207676.00,119395,65.23,0.23,-0.02
16-September-2016,6.78,6.80,6.38,6.53,6.568102557911821120,298212,445,1958687.00,177900,59.66,0.42,-0.25
15-September-2016,6.89,7.13,6.41,6.68,6.777597089765018188,508550,972,3446747.00,275649,54.20,0.72,-0.21
14-September-2016,6.40,7.17,6.33,6.90,6.906631176093175353,1111281,1562,7675208.00,731283,65.81,0.84,0.50
12-September-2016,5.81,6.80,5.65,6.35,6.363705644415784703,443518,969,2822418.00,195901,44.17,1.15,0.54
9-September-2016,6.54,6.54,6.00,6.04,6.111205183683824933,350793,523,2143768.00,164823,46.99,0.54,-0.50
8-September-2016,5.48,6.48,5.48,6.45,6.276882849360320391,852458,1198,5350779.00,293308,34.41,1.00,0.97
7-September-2016,5.40,5.45,5.06,5.40,5.327426898028759998,114395,179,609431.00,70489,61.62,0.39,0.00
