features,threshold,pvalue,fvalue,root_mean_squared_error,mean_absolute_error,mean_squared_error,confidence,accuracy,precision,recall,f1_score,f-value,confusion matrix
[],0.010000,,10.000000,,,,,,,,,,
[],0.010000,,100.000000,,,,,,,,,,
"['Open Price GR', 'Beta GR']",0.020000,0.050000,25.373892,0.361561,0.130726,0.130726,0.869274,0.869274,0.750000,0.025210,0.048780,18.315055,"[[775   1]
 [116   3]]"
"['Open Price GR', 'High Price GR', 'Beta GR', 'Net Profit GR']",0.020000,0.100000,25.373892,0.361561,0.130726,0.130726,0.869274,0.869274,0.750000,0.025210,0.048780,12.449119,"[[775   1]
 [116   3]]"
"['Open Price GR', 'High Price GR', 'WAP GR', 'Beta GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR']",0.020000,0.150000,25.373892,0.361561,0.130726,0.130726,0.869274,0.869274,0.750000,0.025210,0.048780,8.014230,"[[775   1]
 [116   3]]"
"['Open Price GR', 'High Price GR', 'WAP GR', 'Beta GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR']",0.020000,0.200000,25.373892,0.361561,0.130726,0.130726,0.869274,0.869274,0.750000,0.025210,0.048780,8.014230,"[[775   1]
 [116   3]]"
"['Open Price GR', 'High Price GR', 'WAP GR', 'Beta GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR']",0.020000,0.250000,25.373892,0.361561,0.130726,0.130726,0.869274,0.869274,0.750000,0.025210,0.048780,8.014230,"[[775   1]
 [116   3]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR']",0.020000,0.650980,0.100000,0.364638,0.132961,0.132961,0.867039,0.867039,0.000000,0.000000,0.000000,8.242557,"[[776   0]
 [119   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No. of Trades GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR']",0.020000,0.467208,0.500000,0.363103,0.131844,0.131844,0.868156,0.868156,1.000000,0.008403,0.016667,9.385481,"[[776   0]
 [118   1]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No. of Trades GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Beta GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR']",0.020000,0.314418,1.000000,0.361561,0.130726,0.130726,0.869274,0.869274,0.750000,0.025210,0.048780,9.138200,"[[775   1]
 [116   3]]"
"['Open Price GR', 'High Price GR', 'WAP GR', 'Beta GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR']",0.020000,0.147947,2.000000,0.361561,0.130726,0.130726,0.869274,0.869274,0.750000,0.025210,0.048780,8.014230,"[[775   1]
 [116   3]]"
"['Open Price GR', 'Beta GR']",0.020000,0.024270,5.000000,0.361561,0.130726,0.130726,0.869274,0.869274,0.750000,0.025210,0.048780,18.315055,"[[775   1]
 [116   3]]"
['Beta GR'],0.020000,0.000001,10.000000,0.363103,0.131844,0.131844,0.868156,0.868156,0.666667,0.016807,0.032787,32.564063,"[[775   1]
 [117   2]]"
[],0.020000,,100.000000,,,,,,,,,,
"['No.of Shares GR', 'Beta GR', 'Dividend Value GR']",0.030000,0.050000,30.724146,0.263199,0.069274,0.069274,0.930726,0.930726,0.000000,0.000000,0.000000,11.603713,"[[833   0]
 [ 62   0]]"
"['No.of Shares GR', 'Total Turnover (Rs.) GR', 'Spread Close-Open GR', 'Beta GR', 'Dividend Value GR']",0.030000,0.100000,30.724146,0.263199,0.069274,0.069274,0.930726,0.930726,0.000000,0.000000,0.000000,7.286918,"[[833   0]
 [ 62   0]]"
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread Close-Open GR', 'Beta GR', 'Dividend Value GR']",0.030000,0.150000,30.724146,0.263199,0.069274,0.069274,0.930726,0.930726,0.000000,0.000000,0.000000,6.091426,"[[833   0]
 [ 62   0]]"
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread Close-Open GR', 'Beta GR', 'Dividend Value GR']",0.030000,0.200000,30.724146,0.263199,0.069274,0.069274,0.930726,0.930726,0.000000,0.000000,0.000000,6.091426,"[[833   0]
 [ 62   0]]"
"['Open Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread Close-Open GR', 'Beta GR', 'Dividend Value GR', 'Net Profit GR']",0.030000,0.250000,30.724146,0.263199,0.069274,0.069274,0.930726,0.930726,0.000000,0.000000,0.000000,5.142421,"[[833   0]
 [ 62   0]]"
"['Open Price GR', 'High Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.030000,0.689839,0.100000,0.263199,0.069274,0.069274,0.930726,0.930726,0.000000,0.000000,0.000000,3.532197,"[[833   0]
 [ 62   0]]"
"['Open Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread Close-Open GR', 'Beta GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR']",0.030000,0.335109,0.500000,0.263199,0.069274,0.069274,0.930726,0.930726,0.000000,0.000000,0.000000,4.681568,"[[833   0]
 [ 62   0]]"
"['Open Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread Close-Open GR', 'Beta GR', 'Dividend Value GR', 'Net Profit GR']",0.030000,0.236967,1.000000,0.263199,0.069274,0.069274,0.930726,0.930726,0.000000,0.000000,0.000000,5.142421,"[[833   0]
 [ 62   0]]"
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread Close-Open GR', 'Beta GR', 'Dividend Value GR']",0.030000,0.124505,2.000000,0.263199,0.069274,0.069274,0.930726,0.930726,0.000000,0.000000,0.000000,6.091426,"[[833   0]
 [ 62   0]]"
"['Beta GR', 'Dividend Value GR']",0.030000,0.024281,5.000000,0.263199,0.069274,0.069274,0.930726,0.930726,0.000000,0.000000,0.000000,8.655889,"[[833   0]
 [ 62   0]]"
['Beta GR'],0.030000,0.000000,10.000000,0.263199,0.069274,0.069274,0.930726,0.930726,0.000000,0.000000,0.000000,17.154913,"[[833   0]
 [ 62   0]]"
[],0.030000,,100.000000,,,,,,,,,,
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Beta GR']",0.040000,0.050000,63.426814,0.189088,0.035754,0.035754,0.964246,0.964246,0.000000,0.000000,0.000000,17.216218,"[[863   0]
 [ 32   0]]"
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Beta GR', 'Dividend Value GR']",0.040000,0.100000,63.426814,0.189088,0.035754,0.035754,0.964246,0.964246,0.000000,0.000000,0.000000,13.794255,"[[863   0]
 [ 32   0]]"
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Beta GR', 'Dividend Value GR']",0.040000,0.150000,63.426814,0.189088,0.035754,0.035754,0.964246,0.964246,0.000000,0.000000,0.000000,13.794255,"[[863   0]
 [ 32   0]]"
"['Low Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.040000,0.200000,63.426814,0.189088,0.035754,0.035754,0.964246,0.964246,0.000000,0.000000,0.000000,11.113522,"[[863   0]
 [ 32   0]]"
"['Low Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.040000,0.250000,63.426814,0.189088,0.035754,0.035754,0.964246,0.964246,0.000000,0.000000,0.000000,11.113522,"[[863   0]
 [ 32   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR']",0.040000,0.722912,0.100000,0.189088,0.035754,0.035754,0.964246,0.964246,0.000000,0.000000,0.000000,5.132800,"[[863   0]
 [ 32   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR']",0.040000,0.467325,0.500000,0.189088,0.035754,0.035754,0.964246,0.964246,0.000000,0.000000,0.000000,6.494813,"[[863   0]
 [ 32   0]]"
"['Low Price GR', 'Close Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.040000,0.312031,1.000000,0.189088,0.035754,0.035754,0.964246,0.964246,0.000000,0.000000,0.000000,9.744607,"[[863   0]
 [ 32   0]]"
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Beta GR', 'Dividend Value GR']",0.040000,0.069297,2.000000,0.189088,0.035754,0.035754,0.964246,0.964246,0.000000,0.000000,0.000000,13.794255,"[[863   0]
 [ 32   0]]"
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Beta GR']",0.040000,0.003010,5.000000,0.189088,0.035754,0.035754,0.964246,0.964246,0.000000,0.000000,0.000000,17.216218,"[[863   0]
 [ 32   0]]"
['Beta GR'],0.040000,0.000000,10.000000,0.189088,0.035754,0.035754,0.964246,0.964246,0.000000,0.000000,0.000000,34.941923,"[[863   0]
 [ 32   0]]"
[],0.040000,,100.000000,,,,,,,,,,
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Beta GR', 'Dividend Value GR']",0.050000,0.050000,114.190672,0.137820,0.018994,0.018994,0.981006,0.981006,0.000000,0.000000,0.000000,23.788911,"[[878   0]
 [ 17   0]]"
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Net Profit GR']",0.050000,0.100000,114.190672,0.137820,0.018994,0.018994,0.981006,0.981006,0.000000,0.000000,0.000000,15.807679,"[[878   0]
 [ 17   0]]"
"['Low Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Net Profit GR']",0.050000,0.150000,114.190672,0.137820,0.018994,0.018994,0.981006,0.981006,0.000000,0.000000,0.000000,15.724022,"[[878   0]
 [ 17   0]]"
"['Low Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Net Profit GR']",0.050000,0.200000,114.190672,0.137820,0.018994,0.018994,0.981006,0.981006,0.000000,0.000000,0.000000,15.724022,"[[878   0]
 [ 17   0]]"
"['Low Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Net Profit GR']",0.050000,0.250000,114.190672,0.137820,0.018994,0.018994,0.981006,0.981006,0.000000,0.000000,0.000000,15.724022,"[[878   0]
 [ 17   0]]"
"['Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Net Profit GR']",0.050000,0.520978,0.100000,0.141816,0.020112,0.020112,0.979888,0.979888,0.000000,0.000000,0.000000,10.422262,"[[877   1]
 [ 17   0]]"
"['Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Net Profit GR']",0.050000,0.443344,0.500000,0.141816,0.020112,0.020112,0.979888,0.979888,0.000000,0.000000,0.000000,12.088163,"[[877   1]
 [ 17   0]]"
"['Low Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Net Profit GR']",0.050000,0.116350,1.000000,0.137820,0.018994,0.018994,0.981006,0.981006,0.000000,0.000000,0.000000,15.724022,"[[878   0]
 [ 17   0]]"
"['Low Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Net Profit GR']",0.050000,0.116350,2.000000,0.137820,0.018994,0.018994,0.981006,0.981006,0.000000,0.000000,0.000000,15.724022,"[[878   0]
 [ 17   0]]"
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Beta GR', 'Dividend Value GR']",0.050000,0.002517,5.000000,0.137820,0.018994,0.018994,0.981006,0.981006,0.000000,0.000000,0.000000,23.788911,"[[878   0]
 [ 17   0]]"
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Beta GR']",0.050000,0.000013,10.000000,0.137820,0.018994,0.018994,0.981006,0.981006,0.000000,0.000000,0.000000,29.744776,"[[878   0]
 [ 17   0]]"
['Beta GR'],0.050000,0.000000,100.000000,0.137820,0.018994,0.018994,0.981006,0.981006,0.000000,0.000000,0.000000,53.895129,"[[878   0]
 [ 17   0]]"
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Alpha GR', 'Beta GR']",0.060000,0.050000,186.048927,0.110863,0.012291,0.012291,0.987709,0.987709,0.000000,0.000000,0.000000,41.012848,"[[884   0]
 [ 11   0]]"
"['Low Price GR', 'Close Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.060000,0.100000,186.048927,0.110863,0.012291,0.012291,0.987709,0.987709,0.000000,0.000000,0.000000,28.517184,"[[884   0]
 [ 11   0]]"
"['Low Price GR', 'Close Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.060000,0.150000,186.048927,0.110863,0.012291,0.012291,0.987709,0.987709,0.000000,0.000000,0.000000,28.517184,"[[884   0]
 [ 11   0]]"
"['Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.060000,0.200000,186.048927,0.115792,0.013408,0.013408,0.986592,0.986592,0.400000,0.181818,0.250000,23.577342,"[[881   3]
 [  9   2]]"
"['Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.060000,0.250000,186.048927,0.115792,0.013408,0.013408,0.986592,0.986592,0.400000,0.181818,0.250000,23.577342,"[[881   3]
 [  9   2]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.060000,0.718432,0.100000,0.110863,0.012291,0.012291,0.987709,0.987709,0.000000,0.000000,0.000000,12.593648,"[[884   0]
 [ 11   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Income GR']",0.060000,0.436781,0.500000,0.110863,0.012291,0.012291,0.987709,0.987709,0.000000,0.000000,0.000000,15.798926,"[[884   0]
 [ 11   0]]"
"['Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.060000,0.192423,1.000000,0.115792,0.013408,0.013408,0.986592,0.986592,0.400000,0.181818,0.250000,23.577342,"[[881   3]
 [  9   2]]"
"['Low Price GR', 'Close Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.060000,0.155095,2.000000,0.110863,0.012291,0.012291,0.987709,0.987709,0.000000,0.000000,0.000000,25.812344,"[[884   0]
 [ 11   0]]"
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Alpha GR', 'Beta GR']",0.060000,0.007627,5.000000,0.110863,0.012291,0.012291,0.987709,0.987709,0.000000,0.000000,0.000000,41.012848,"[[884   0]
 [ 11   0]]"
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Beta GR']",0.060000,0.000000,10.000000,0.110863,0.012291,0.012291,0.987709,0.987709,0.000000,0.000000,0.000000,50.785088,"[[884   0]
 [ 11   0]]"
['Beta GR'],0.060000,0.000000,100.000000,0.110863,0.012291,0.012291,0.987709,0.987709,0.000000,0.000000,0.000000,86.770476,"[[884   0]
 [ 11   0]]"
"['Low Price GR', 'Close Price GR', 'WAP GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.070000,0.050000,256.195681,0.088438,0.007821,0.007821,0.992179,0.992179,0.000000,0.000000,0.000000,16.137418,"[[888   0]
 [  7   0]]"
"['Low Price GR', 'Close Price GR', 'WAP GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.070000,0.100000,256.195681,0.088438,0.007821,0.007821,0.992179,0.992179,0.000000,0.000000,0.000000,16.137418,"[[888   0]
 [  7   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR']",0.070000,0.150000,256.195681,0.088438,0.007821,0.007821,0.992179,0.992179,0.000000,0.000000,0.000000,12.155735,"[[888   0]
 [  7   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR']",0.070000,0.200000,256.195681,0.088438,0.007821,0.007821,0.992179,0.992179,0.000000,0.000000,0.000000,12.155735,"[[888   0]
 [  7   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR']",0.070000,0.250000,256.195681,0.088438,0.007821,0.007821,0.992179,0.992179,0.000000,0.000000,0.000000,9.785361,"[[888   0]
 [  7   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.070000,0.730252,0.100000,0.088438,0.007821,0.007821,0.992179,0.992179,0.000000,0.000000,0.000000,6.325667,"[[888   0]
 [  7   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR']",0.070000,0.208198,0.500000,0.088438,0.007821,0.007821,0.992179,0.992179,0.000000,0.000000,0.000000,9.785361,"[[888   0]
 [  7   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR']",0.070000,0.208198,1.000000,0.088438,0.007821,0.007821,0.992179,0.992179,0.000000,0.000000,0.000000,9.785361,"[[888   0]
 [  7   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR']",0.070000,0.147419,2.000000,0.088438,0.007821,0.007821,0.992179,0.992179,0.000000,0.000000,0.000000,12.155735,"[[888   0]
 [  7   0]]"
"['Low Price GR', 'Close Price GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.070000,0.006523,5.000000,0.088438,0.007821,0.007821,0.992179,0.992179,0.000000,0.000000,0.000000,18.953115,"[[888   0]
 [  7   0]]"
['Beta GR'],0.070000,0.000000,10.000000,0.088438,0.007821,0.007821,0.992179,0.992179,0.000000,0.000000,0.000000,75.223803,"[[888   0]
 [  7   0]]"
['Beta GR'],0.070000,0.000000,100.000000,0.088438,0.007821,0.007821,0.992179,0.992179,0.000000,0.000000,0.000000,75.223803,"[[888   0]
 [  7   0]]"
"['Low Price GR', 'Close Price GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.080000,0.050000,334.286991,0.081877,0.006704,0.006704,0.993296,0.993296,0.000000,0.000000,0.000000,21.936132,"[[889   0]
 [  6   0]]"
"['Low Price GR', 'Close Price GR', 'WAP GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR']",0.080000,0.100000,334.286991,0.081877,0.006704,0.006704,0.993296,0.993296,0.000000,0.000000,0.000000,16.590807,"[[889   0]
 [  6   0]]"
"['Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR']",0.080000,0.150000,334.286991,0.081877,0.006704,0.006704,0.993296,0.993296,0.000000,0.000000,0.000000,14.513889,"[[889   0]
 [  6   0]]"
"['Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR']",0.080000,0.200000,334.286991,0.081877,0.006704,0.006704,0.993296,0.993296,0.000000,0.000000,0.000000,14.513889,"[[889   0]
 [  6   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR']",0.080000,0.250000,334.286991,0.081877,0.006704,0.006704,0.993296,0.993296,0.000000,0.000000,0.000000,12.895542,"[[889   0]
 [  6   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.080000,0.747284,0.100000,0.081877,0.006704,0.006704,0.993296,0.993296,0.000000,0.000000,0.000000,6.925022,"[[889   0]
 [  6   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR']",0.080000,0.400138,0.500000,0.081877,0.006704,0.006704,0.993296,0.993296,0.000000,0.000000,0.000000,10.598571,"[[889   0]
 [  6   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR']",0.080000,0.256930,1.000000,0.081877,0.006704,0.006704,0.993296,0.993296,0.000000,0.000000,0.000000,11.623173,"[[889   0]
 [  6   0]]"
