features,threshold,pvalue,fvalue,root_mean_squared_error,mean_absolute_error,mean_squared_error,confidence,accuracy,precision,recall,f1_score,f-value,confusion matrix
"['WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.020000,0.748061,0.100000,0.323899,0.104911,0.104911,0.895089,0.895089,0.000000,0.000000,0.000000,6.497486,"[[802   0]
 [ 94   0]]"
"['No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR']",0.020000,0.340798,0.500000,0.323899,0.104911,0.104911,0.895089,0.895089,0.000000,0.000000,0.000000,11.326190,"[[802   0]
 [ 94   0]]"
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR']",0.020000,0.253679,1.000000,0.323899,0.104911,0.104911,0.895089,0.895089,0.000000,0.000000,0.000000,13.159478,"[[802   0]
 [ 94   0]]"
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Income GR']",0.020000,0.032804,2.000000,0.323899,0.104911,0.104911,0.895089,0.895089,0.000000,0.000000,0.000000,16.381629,"[[802   0]
 [ 94   0]]"
"['Beta GR', 'Revenue GR', 'Income GR']",0.020000,0.004225,5.000000,0.323899,0.104911,0.104911,0.895089,0.895089,0.000000,0.000000,0.000000,20.602047,"[[802   0]
 [ 94   0]]"
['Beta GR'],0.020000,0.000006,10.000000,0.323899,0.104911,0.104911,0.895089,0.895089,0.000000,0.000000,0.000000,9.350398,"[[802   0]
 [ 94   0]]"
[],0.020000,,100.000000,,,,,,,,,,
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.030000,0.050000,28.108310,0.236228,0.055804,0.055804,0.944196,0.944196,0.000000,0.000000,0.000000,11.390340,"[[846   0]
 [ 50   0]]"
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.030000,0.100000,28.108310,0.236228,0.055804,0.055804,0.944196,0.944196,0.000000,0.000000,0.000000,11.390340,"[[846   0]
 [ 50   0]]"
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.030000,0.150000,28.108310,0.236228,0.055804,0.055804,0.944196,0.944196,0.000000,0.000000,0.000000,11.390340,"[[846   0]
 [ 50   0]]"
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.030000,0.200000,28.108310,0.236228,0.055804,0.055804,0.944196,0.944196,0.000000,0.000000,0.000000,11.383018,"[[846   0]
 [ 50   0]]"
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.030000,0.250000,28.108310,0.236228,0.055804,0.055804,0.944196,0.944196,0.000000,0.000000,0.000000,11.383018,"[[846   0]
 [ 50   0]]"
"['WAP GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.030000,0.657769,0.100000,0.236228,0.055804,0.055804,0.944196,0.944196,0.000000,0.000000,0.000000,7.803391,"[[846   0]
 [ 50   0]]"
"['No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.030000,0.432241,0.500000,0.236228,0.055804,0.055804,0.944196,0.944196,0.000000,0.000000,0.000000,9.526335,"[[846   0]
 [ 50   0]]"
"['No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.030000,0.298715,1.000000,0.236228,0.055804,0.055804,0.944196,0.944196,0.000000,0.000000,0.000000,9.038415,"[[846   0]
 [ 50   0]]"
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.030000,0.027348,2.000000,0.236228,0.055804,0.055804,0.944196,0.944196,0.000000,0.000000,0.000000,11.390340,"[[846   0]
 [ 50   0]]"
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Income GR']",0.030000,0.000965,5.000000,0.236228,0.055804,0.055804,0.944196,0.944196,0.000000,0.000000,0.000000,12.112275,"[[846   0]
 [ 50   0]]"
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Income GR']",0.030000,0.000965,10.000000,0.236228,0.055804,0.055804,0.944196,0.944196,0.000000,0.000000,0.000000,12.112275,"[[846   0]
 [ 50   0]]"
[],0.030000,,100.000000,,,,,,,,,,
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.040000,0.050000,47.704506,0.167038,0.027902,0.027902,0.972098,0.972098,0.000000,0.000000,0.000000,11.958305,"[[871   0]
 [ 25   0]]"
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.040000,0.100000,47.704506,0.167038,0.027902,0.027902,0.972098,0.972098,0.000000,0.000000,0.000000,11.958305,"[[871   0]
 [ 25   0]]"
"['No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.040000,0.150000,47.704506,0.167038,0.027902,0.027902,0.972098,0.972098,0.000000,0.000000,0.000000,10.872472,"[[871   0]
 [ 25   0]]"
"['No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.040000,0.200000,47.704506,0.167038,0.027902,0.027902,0.972098,0.972098,0.000000,0.000000,0.000000,10.872472,"[[871   0]
 [ 25   0]]"
"['No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.040000,0.250000,47.704506,0.167038,0.027902,0.027902,0.972098,0.972098,0.000000,0.000000,0.000000,10.872472,"[[871   0]
 [ 25   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.040000,0.725063,0.100000,0.167038,0.027902,0.027902,0.972098,0.972098,0.000000,0.000000,0.000000,7.275018,"[[871   0]
 [ 25   0]]"
"['Open Price GR', 'Low Price GR', 'WAP GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.040000,0.425959,0.500000,0.167038,0.027902,0.027902,0.972098,0.972098,0.000000,0.000000,0.000000,7.311001,"[[871   0]
 [ 25   0]]"
"['Open Price GR', 'Low Price GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.040000,0.316694,1.000000,0.167038,0.027902,0.027902,0.972098,0.972098,0.000000,0.000000,0.000000,9.090305,"[[871   0]
 [ 25   0]]"
"['No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.040000,0.116546,2.000000,0.167038,0.027902,0.027902,0.972098,0.972098,0.000000,0.000000,0.000000,10.872472,"[[871   0]
 [ 25   0]]"
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.040000,0.004624,5.000000,0.167038,0.027902,0.027902,0.972098,0.972098,0.000000,0.000000,0.000000,11.958305,"[[871   0]
 [ 25   0]]"
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Income GR']",0.040000,0.000020,10.000000,0.167038,0.027902,0.027902,0.972098,0.972098,0.000000,0.000000,0.000000,13.125196,"[[871   0]
 [ 25   0]]"
[],0.040000,,100.000000,,,,,,,,,,
"['Low Price GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.050000,0.050000,88.275593,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,15.154546,"[[882   0]
 [ 14   0]]"
"['Open Price GR', 'Low Price GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.050000,0.100000,88.275593,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,13.527846,"[[882   0]
 [ 14   0]]"
"['Open Price GR', 'Low Price GR', 'WAP GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.050000,0.150000,88.275593,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,12.788493,"[[882   0]
 [ 14   0]]"
"['Open Price GR', 'Low Price GR', 'WAP GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.050000,0.200000,88.275593,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,10.948785,"[[882   0]
 [ 14   0]]"
"['Open Price GR', 'Low Price GR', 'WAP GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.050000,0.250000,88.275593,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,10.948785,"[[882   0]
 [ 14   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.050000,0.616109,0.100000,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,11.218071,"[[882   0]
 [ 14   0]]"
"['Open Price GR', 'Low Price GR', 'WAP GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.050000,0.177580,0.500000,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,10.948785,"[[882   0]
 [ 14   0]]"
"['Open Price GR', 'Low Price GR', 'WAP GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.050000,0.177580,1.000000,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,10.948785,"[[882   0]
 [ 14   0]]"
"['Open Price GR', 'Low Price GR', 'WAP GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.050000,0.142892,2.000000,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,12.788493,"[[882   0]
 [ 14   0]]"
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.050000,0.000870,5.000000,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,16.508662,"[[882   0]
 [ 14   0]]"
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.050000,0.000870,10.000000,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,16.508662,"[[882   0]
 [ 14   0]]"
[],0.050000,,100.000000,,,,,,,,,,
"['Low Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.060000,0.050000,74.397875,0.100223,0.010045,0.010045,0.989955,0.989955,0.000000,0.000000,0.000000,12.454531,"[[887   0]
 [  9   0]]"
"['Low Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.060000,0.100000,74.397875,0.100223,0.010045,0.010045,0.989955,0.989955,0.000000,0.000000,0.000000,10.894090,"[[887   0]
 [  9   0]]"
"['Low Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.060000,0.150000,74.397875,0.100223,0.010045,0.010045,0.989955,0.989955,0.000000,0.000000,0.000000,10.894090,"[[887   0]
 [  9   0]]"
"['Open Price GR', 'Low Price GR', 'WAP GR', 'No. of Trades GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.060000,0.200000,74.397875,0.100223,0.010045,0.010045,0.989955,0.989955,0.000000,0.000000,0.000000,10.259319,"[[887   0]
 [  9   0]]"
"['Open Price GR', 'Low Price GR', 'WAP GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.060000,0.250000,74.397875,0.100223,0.010045,0.010045,0.989955,0.989955,0.000000,0.000000,0.000000,9.579859,"[[887   0]
 [  9   0]]"
"['Open Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.060000,0.403817,0.100000,0.100223,0.010045,0.010045,0.989955,0.989955,0.000000,0.000000,0.000000,10.171135,"[[887   0]
 [  9   0]]"
"['Open Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.060000,0.403817,0.500000,0.100223,0.010045,0.010045,0.989955,0.989955,0.000000,0.000000,0.000000,10.171135,"[[887   0]
 [  9   0]]"
"['Open Price GR', 'Low Price GR', 'WAP GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.060000,0.243546,1.000000,0.100223,0.010045,0.010045,0.989955,0.989955,0.000000,0.000000,0.000000,9.579859,"[[887   0]
 [  9   0]]"
"['Open Price GR', 'Low Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.060000,0.150995,2.000000,0.100223,0.010045,0.010045,0.989955,0.989955,0.000000,0.000000,0.000000,10.169718,"[[887   0]
 [  9   0]]"
"['Low Price GR', 'No. of Trades GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.060000,0.008008,5.000000,0.100223,0.010045,0.010045,0.989955,0.989955,0.000000,0.000000,0.000000,14.537169,"[[887   0]
 [  9   0]]"
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Income GR']",0.060000,0.000000,10.000000,0.100223,0.010045,0.010045,0.989955,0.989955,0.000000,0.000000,0.000000,15.469325,"[[887   0]
 [  9   0]]"
[],0.060000,,100.000000,,,,,,,,,,
"['Low Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.070000,0.050000,93.744567,0.094491,0.008929,0.008929,0.991071,0.991071,0.000000,0.000000,0.000000,16.004048,"[[888   0]
 [  8   0]]"
"['Open Price GR', 'Low Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.070000,0.100000,93.744567,0.094491,0.008929,0.008929,0.991071,0.991071,0.000000,0.000000,0.000000,14.004022,"[[888   0]
 [  8   0]]"
"['Open Price GR', 'Low Price GR', 'Close Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.070000,0.150000,93.744567,0.094491,0.008929,0.008929,0.991071,0.991071,0.000000,0.000000,0.000000,16.108958,"[[888   0]
 [  8   0]]"
"['Open Price GR', 'Low Price GR', 'Close Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.070000,0.200000,93.744567,0.094491,0.008929,0.008929,0.991071,0.991071,0.000000,0.000000,0.000000,15.234024,"[[888   0]
 [  8   0]]"
"['Open Price GR', 'Low Price GR', 'Close Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.070000,0.250000,93.744567,0.094491,0.008929,0.008929,0.991071,0.991071,0.000000,0.000000,0.000000,15.234024,"[[888   0]
 [  8   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No. of Trades GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.070000,0.706501,0.100000,0.094491,0.008929,0.008929,0.991071,0.991071,0.000000,0.000000,0.000000,14.366894,"[[888   0]
 [  8   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.070000,0.417904,0.500000,0.094491,0.008929,0.008929,0.991071,0.991071,0.000000,0.000000,0.000000,15.478847,"[[888   0]
 [  8   0]]"
"['Open Price GR', 'Low Price GR', 'Close Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.070000,0.192708,1.000000,0.094491,0.008929,0.008929,0.991071,0.991071,0.000000,0.000000,0.000000,15.234024,"[[888   0]
 [  8   0]]"
"['Open Price GR', 'Low Price GR', 'Close Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.070000,0.136320,2.000000,0.094491,0.008929,0.008929,0.991071,0.991071,0.000000,0.000000,0.000000,16.108958,"[[888   0]
 [  8   0]]"
"['Low Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.070000,0.014677,5.000000,0.094491,0.008929,0.008929,0.991071,0.991071,0.000000,0.000000,0.000000,16.004048,"[[888   0]
 [  8   0]]"
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Income GR']",0.070000,0.000000,10.000000,0.094491,0.008929,0.008929,0.991071,0.991071,0.000000,0.000000,0.000000,21.662227,"[[888   0]
 [  8   0]]"
[],0.070000,,100.000000,,,,,,,,,,
"['No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.080000,0.050000,154.354194,0.081832,0.006696,0.006696,0.993304,0.993304,0.000000,0.000000,0.000000,15.759119,"[[890   0]
 [  6   0]]"
"['High Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.080000,0.100000,154.354194,0.081832,0.006696,0.006696,0.993304,0.993304,0.000000,0.000000,0.000000,13.505725,"[[890   0]
 [  6   0]]"
"['High Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.080000,0.150000,154.354194,0.081832,0.006696,0.006696,0.993304,0.993304,0.000000,0.000000,0.000000,12.714302,"[[890   0]
 [  6   0]]"
"['High Price GR', 'Close Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.080000,0.200000,154.354194,0.081832,0.006696,0.006696,0.993304,0.993304,0.000000,0.000000,0.000000,11.298342,"[[890   0]
 [  6   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.080000,0.250000,154.354194,0.081832,0.006696,0.006696,0.993304,0.993304,0.000000,0.000000,0.000000,15.469470,"[[890   0]
 [  6   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.080000,0.750791,0.100000,0.081832,0.006696,0.006696,0.993304,0.993304,0.000000,0.000000,0.000000,12.571192,"[[890   0]
 [  6   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.080000,0.348670,0.500000,0.081832,0.006696,0.006696,0.993304,0.993304,0.000000,0.000000,0.000000,14.781923,"[[890   0]
 [  6   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.080000,0.259687,1.000000,0.081832,0.006696,0.006696,0.993304,0.993304,0.000000,0.000000,0.000000,14.622223,"[[890   0]
 [  6   0]]"
"['High Price GR', 'Close Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.080000,0.154889,2.000000,0.081832,0.006696,0.006696,0.993304,0.993304,0.000000,0.000000,0.000000,11.298342,"[[890   0]
 [  6   0]]"
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']",0.080000,0.012503,5.000000,0.081832,0.006696,0.006696,0.993304,0.993304,0.000000,0.000000,0.000000,18.792436,"[[890   0]
 [  6   0]]"
