Security Code,Security Name
532895,NAGREEKA CAPITAL & INFRASTRUCTURE LTD.
532896,MAGNUM VENTURES LTD.
532898,POWER GRID CORPORATION OF INDIA LTD.
532899,KAVERI SEED COMPANY LTD.
532900,Paisalo Digital Ltd
532902,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD.
532906,MAAN ALUMINIUM LTD.
532907,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LTD.
532911,Parle Industries Ltd
532915,RELIGARE ENTERPRISES LTD.
532916,BARAK VALLEY CEMENTS LTD.
532918,RATHI BARS LTD.
532921,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.
532922,Edelweiss Financial Services Ltd.
532923,Renaissance Global Ltd
532924,KOLTE-PATIL DEVELOPERS LTD.
532925,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.
532926,Jyothy Labs Ltd
532927,ECLERX SERVICES LTD.
532928,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.
532929,BRIGADE ENTERPRISES LTD.
532930,BGR ENERGY SYSTEMS LTD.
532931,BURNPUR CEMENT LTD.
532932,MANAKSIA LTD.
532933,PORWAL AUTO COMPONENTS LTD.
532934,PPAP Automotive Limited
532935,ARIES AGRO LTD.
532937,KUANTUM PAPERS LTD.
532939,RELIANCE POWER LTD.
532940,J.KUMAR INFRAPROJECTS LTD.
532941,CORDS CABLE INDUSTRIES LTD.
532942,KNR CONSTRUCTIONS LTD.
532944,OnMobile Global Ltd.
532945,SHRIRAM EPC LTD.
532946,BANG OVERSEAS LTD.
532947,IRB INFRASTRUCTURE DEVELOPERS LTD.
532951,GSS INFOTECH LTD.
532952,NAHAR CAPITAL & FINANCIAL SERVICES LTD.
532953,V-GUARD INDUSTRIES LTD.
532955,REC Ltd
532957,GOKAK TEXTILES LTD.
532959,GAMMON INFRASTRUCTURE PROJECTS LTD.
532960,Dhani Services Ltd
532966,TITAGARH WAGONS LTD.
532967,KIRI INDUSTRIES LTD.
532972,SANKHYA INFOTECH LTD.
532974,ADITYA BIRLA MONEY LTD.-$
532975,Aishwarya Technologies And Telecom Ltd
532976,JAI BALAJI INDUSTRIES LTD.
532977,BAJAJ AUTO LTD.
532978,BAJAJ FINSERV LTD.
532980,GOKUL REFOILS & SOLVENT LTD.
532983,RPG LIFE SCIENCES LTD.
532985,KOTAK SENSEX ETF
532986,NIRAJ CEMENT STRUCTURALS LTD.
532987,RANE BRAKE LINING LTD.
532988,RANE ENGINE VALVE LTD.
532989,BAFNA PHARMACEUTICALS LTD.
532992,CHL LTD.
532993,Sezal Glass Limited
532994,ARCHIDPLY INDUSTRIES LTD.
532998,Lotus Eye Hospital And Institute Ltd
533001,SOMI CONVEYOR BELTINGS LTD.
533007,LGB FORGE LTD.
533012,LANDMARK PROPERTY DEVELOPMENT COMPANY LTD.
533014,SICAGEN INDIA LTD.
533018,SIMPLEX MILLS COMPANY LTD.
533019,SIMPLEX PAPERS LTD.
533022,20 MICRONS LTD.
533023,WABCO INDIA LTD.
533029,ALKALI METALS LTD.
533033,ISGEC Heavy Engineering Ltd
533047,INDIAN METALS & FERRO ALLOYS LTD.
533048,GI ENGINEERING SOLUTIONS LTD.
533056,VEDAVAAG SYSTEMS LTD.
533078,MANJEERA CONSTRUCTIONS LTD.
533080,Mold-Tek Packaging Limited
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.
533090,Excel Realty N Infra Ltd
533093,RAJ OIL MILLS LTD.
533095,BENGAL & ASSAM COMPANY LTD.
533096,ADANI POWER LTD.
533098,NHPC LTD.
533101,SURYAAMBA SPINNING MILLS LTD.
533104,GLOBUS SPIRITS LTD.
533106,OIL INDIA LTD.
533107,Reliance Naval and Engineering Ltd
533108,BHILWARA TECHNICAL TEXTILES LTD.
533121,Expleo Solutions Ltd
533122,RattanIndia Power Limited
533137,Den Networks Ltd
533138,ASTEC LIFESCIENCES LIMITED
533144,Cox & Kings Limited
533146,D-Link (India) Ltd
533148,JSW Energy Ltd
533150,Godrej Properties Ltd
533151,D B Corp Ltd
533152,MBL Infrastructures Ltd
533155,Jubilant FoodWorks Ltd
533156,Vascon Engineers Ltd
533157,Syncom Healthcare Ltd
533158,Thangamayil Jewellery Ltd
533160,D B Realty Ltd
533161,Emmbi Industries Ltd
533162,Hathway Cable & Datacom Ltd
533163,ARSS INFRASTRUCTURE PROJECTS LTD.
533164,TEXMO PIPES & PRODUCTS LTD.
533166,SUNDARAM MULTI PAP LTD.
533167,COROMANDEL ENGINEERING COMPANY LTD.
533168,ROSSELL INDIA LTD.
533169,MAN INFRACONSTRUCTION LTD.
533170,TAMBOLI CAPITAL LTD.
533177,IL&FS Transportation Networks Ltd
533179,PERSISTENT SYSTEMS LTD.
533181,INTRASOFT TECHNOLOGIES LTD.
533189,GOENKA DIAMOND & JEWELS LTD.
533192,KCP SUGAR & INDUSTRIES CORPORATION LTD.
533193,Kirloskar Electric Company Ltd
533202,Nel Holdings South Ltd
533204,GB Global Ltd
533206,SJVN Ltd
533207,Jaypee Infratech Ltd
533208,EMAMI PAPER MILLS LTD.
533210,Kriti Nutrients Ltd
533212,GKB OPHTHALMICS LTD.
533217,HINDUSTAN MEDIA VENTURES LTD.
533218,Emami Realty Ltd
533221,ASIAN HOTELS (WEST) LTD.
533227,ASIAN HOTELS (EAST) LTD.
533229,Bajaj Consumer Care Ltd
533239,PRAKASH STEELAGE LTD.
533248,GUJARAT PIPAVAV PORT LTD.
533252,WELSPUN INVESTMENTS AND COMMERCIALS LTD.
533257,INDOSOLAR LTD.
533259,Sastasundar Ventures Ltd
533260,CAREER POINT LTD.
533261,EROS INTERNATIONAL MEDIA LTD.
533262,RAMKY INFRASTRUCTURE LTD.
533263,ORIENT GREEN POWER COMPANY LTD.
533265,GALLANTT ISPAT LTD.
533267,CANTABIL RETAIL INDIA LTD.
533268,SEA TV NETWORK LTD.
533269,VA TECH WABAG LTD.
533270,BEDMUTHA INDUSTRIES LTD.
533271,ASHOKA BUILDCON LTD.
533272,COMMERCIAL ENGINEERS & BODY BUILDERS CO. LTD.
533273,OBEROI REALTY LTD.
533274,PRESTIGE ESTATES PROJECTS LTD.
533275,GYSCOAL ALLOYS LTD.
533278,COAL INDIA LTD.
533282,GRAVITA INDIA LTD.
533284,RPP INFRA PROJECTS LTD.
533285,RDB REALTY & INFRASTRUCTURE LTD.
533286,MOIL LTD.
533287,ZEE LEARN LTD.
533289,KESAR TERMINALS & INFRASTRUCTURE LTD.
533292,A2Z Infra Engineering Limited
533293,KIRLOSKAR OIL ENGINES LTD.
533294,RAVI KUMAR DISTILLERIES LTD.
533295,PUNJAB & SIND BANK
533296,FUTURE MARKET NETWORKS LTD.
533298,Surana Solar Limited
533301,SHEKHAWATI POLY-YARN LTD.
533302,KALYANI INVESTMENT COMPANY LTD.
533303,BF INVESTMENT LTD.
533306,SUMMIT SECURITIES LTD.
533315,INNOVASSYNTH INVESTMENTS LTD.
533316,STEL Holdings Ltd
533317,OMKAR SPECIALITY CHEMICALS LTD.
533320,JUBILANT INDUSTRIES LTD.
533326,TEXMACO RAIL & ENGINEERING LTD.
533329,INDIAN TERRAIN FASHIONS LTD.
533333,FINEOTEX CHEMICAL LTD.
533336,DHUNSERI INVESTMENTS LTD.
533339,ZEN TECHNOLOGIES LTD.
533343,LOVABLE LINGERIE LTD.
533344,PTC INDIA FINANCIAL SERVICES LTD.
533393,TCI DEVELOPERS LTD.
533398,MUTHOOT FINANCE LTD.
533400,Future Consumer Ltd
533407,CIL NOVA PETROCHEMICALS LTD.
533411,SANGHVI FORGING AND ENGINEERING LTD.
533427,VMS INDUSTRIES LTD.
533451,KARMA ENERGY LTD.
533452,Ebixcash World Money India Ltd
533470,RUSHIL DECOR LTD.
533477,ENKEI WHEELS (INDIA) LTD.
533482,Kridhan Infra Limited
533506,INVENTURE GROWTH & SECURITIES LTD.
533519,L&T FINANCE HOLDINGS LTD.
533520,Yaarii Digital Integrated Services Ltd
533540,TREE HOUSE EDUCATION & ACCESSORIES LTD.
533543,BROOKS LABORATORIES LTD.
533552,RUPA & COMPANY LTD.
533553,T D POWER SYSTEMS LTD.
533573,ALEMBIC PHARMACEUTICALS LTD.
533576,VASWANI INDUSTRIES LTD.
533581,PG ELECTROPLAST LTD.
533602,LESHA INDUSTRIES LTD.
533605,Setubandhan Infrastructure Ltd
533608,RDB RASAYANS LTD.
533629,TIJARIA POLYPIPES LTD.
533632,ONELIFE CAPITAL ADVISORS LTD.
533638,Flexituff Ventures International Ltd
533644,Ujaas Energy Limited
533655,TRIVENI TURBINE LTD.
533676,INDO THAI SECURITIES LTD.
533704,ESSAR SHIPPING LTD.
533758,APL APOLLO TUBES LTD.
533761,GPT INFRAPROJECTS LTD.
533896,FERVENT SYNERGIES LTD.
533941,THOMAS SCOTT (INDIA) LIMITED
533982,TERA SOFTWARE LTD.
534060,PMC Fincorp Limited
534063,FUTURISTIC SOLUTIONS LTD.
534076,ORIENT REFRACTORIES LTD.
534091,MULTI COMMODITY EXCHANGE OF INDIA LTD.
534109,Pyxis Finvest Ltd
534139,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.
534190,OLYMPIC CARDS LTD.
534309,NBCC (India) Ltd
534312,MT EDUCARE LTD.
534328,HEXA TRADEX LTD.
534338,MAXHEIGHTS INFRASTRUCTURE LTD.
534369,TRIBHOVANDAS BHIMJI ZAVERI LTD.
534392,VARDHMAN SPECIAL STEELS LTD.
534422,Looks Health Services Limited
534425,SPECIALITY RESTAURANTS LTD.
534532,Lypsa Gems & Jewellery Ltd
534535,Bio Green Papers Ltd
534563,MAX ALERT SYSTEMS LTD.
534597,RattanIndia Infrastructure Limited
534598,S.E. POWER LTD.
534600,JTL INFRA LTD.
534612,ADVANCE METERING TECHNOLOGY LTD.
534615,NORTH EASTERN CARRYING CORPORATION LTD.
534618,Sangam Renewables Ltd
534623,JUPITER INFOMEDIA LTD.
534639,VINAYAK POLYCON INTERNATIONAL LTD.
534659,JOINTECA EDUCATION SOLUTIONS LTD.
534674,Ducon Infratechnologies Ltd
534675,Prozone Intu Properties Limited
534680,SRG HOUSING FINANCE LTD.
534691,COMFORT COMMOTRADE LTD.
534707,Aditri Industries Ltd
534732,INTELLIVATE CAPITAL ADVISORS LTD.
534733,Supremex Shine Steels Ltd
534741,VIRTUAL GLOBAL EDUCATION LTD.
534742,ZUARI AGRO CHEMICALS LTD.
534748,STEEL EXCHANGE INDIA LTD.
534755,TRIO MERCANTILE & TRADING LTD.
534758,CIGNITI TECHNOLOGIES LTD.
534796,CDG Petchem Ltd
534804,CARE Ratings Ltd
534809,PC JEWELLER LTD.
534816,Indus Towers Ltd
534976,V-MART RETAIL LTD.
535136,NIBE Ltd
535204,Mukta Agriculture Ltd
535205,Mystic Electronics Ltd
535267,COMFORT FINCAP LTD.
535276,SBI Mutual Fund - SBI Sensex ETF
535279,BOTHRA METALS & ALLOYS LTD.
535322,REPCO HOME FINANCE LTD.
535387,LAKHOTIA POLYESTERS (INDIA) LTD.
535431,GCM Securities Ltd
535458,NRB INDUSTRIAL BEARINGS LTD.
535566,KIFS FINANCIAL SERVICES LTD.
535601,SREELEATHERS LTD.
535602,Sharda Motor Industries Ltd
535620,BINNY MILLS LTD.
535621,S V GLOBAL MILL LTD.
535647,SDC Techmedia Ltd
535648,JUST DIAL LTD.
535657,OBJECTONE INFORMATION SYSTEMS LTD.
535667,INDIA FINSEC LTD.
535693,BRAHMAPUTRA INFRASTRUCTURE LTD.
535719,Quest Softech (India) Ltd
535730,Khoobsurat Ltd
535754,Orient Cement Ltd
535755,Aditya Birla Fashion and Retail Ltd
535789,Indiabulls Housing Finance Ltd
535910,Money Masters Leasing & Finance Ltd
535916,Alacrity Securities Ltd
535917,GCM Commodity & Derivatives Ltd
535958,Integra Garments And Textiles Ltd
536170,Kushal Ltd
536264,Tiger Logistics (India) Ltd
536456,R J Bio-Tech Ltd
536493,JK Agri Genetics Ltd
536507,Future Lifestyle Fashions Ltd
536565,Trimurthi Ltd
536659,PVV Infra Ltd
536672,VCU Data Management Ltd
536709,IND Renewable Energy Ltd
536710,S R G Securities Finance Ltd
536737,Amrapali Capital and Finance Services Ltd
536738,Stellar Capital Services Ltd
536751,Five X Tradecom Ltd
536846,Yuranus Infrastructure Ltd
536868,Integra Telecommunication & Software Ltd
536960,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares Midcap 100 ETF- Growth option
536965,B. P. Capital Ltd
536974,Captain Polyplast Ltd
537007,ICICI Prudential Nifty ETF
537008,ICICI Prudential Nifty 100 ETF
537069,Arnold Holdings Ltd
537253,Sunil Healthcare Ltd
537254,RCI Industries & Technologies Ltd
537259,Suyog Telematics Ltd
537291,Nath Bio-Genes (India) Ltd
537292,Agri- Tech (India) Ltd
537326,Chemtech Industrial Valves Ltd
537392,Taaza International Ltd
537483,NIPPON INDIA ETF NIFTY 100
537492,Agrimony Commodities Ltd
537524,Viaan Industries Ltd
537536,Denis Chem Lab Ltd
537573,Polymac Thermoformers Ltd
537582,Unishire Urban Infra Ltd
537669,Laxmipati Engineering Works Ltd
537707,ETT Ltd
537708,Kotak Mahindra Mutual Fund - Kotak Nifty ETF
537750,Kiran Vyapar Ltd
537766,B.C. Power Controls Ltd
537784,Karnimata Cold Storage Ltd
537785,Race Eco Chain Ltd
537800,Mangalam Industrial Finance Ltd
537820,Viji Finance Ltd
537839,Phoenix Township Ltd
537840,Raunaq EPC International Ltd
538019,Oceanaa Biotek Industries Ltd
538057,CPSE ETF
538081,Haria Apparels Ltd
538092,Joonktollee Tea & Industries Ltd
538119,R&B Denims Ltd
538212,Sharp Investments Ltd
538268,Wonderla Holidays Ltd
538273,Response Informatics Ltd
538319,GCM Capital Advisors Ltd
538351,A.F. Enterprises Ltd
538365,Adhunik Industries Ltd
538382,West Leisure Resorts Ltd
538395,Nam Securities Ltd
538401,Maestros Electronics & Telecommunications Systems Ltd
538402,SPS Finquest Ltd
538433,Classic Global Finance & Capital Ltd
538446,Moneyboxx Finance Ltd
538451,Worth Investment & Trading Co Ltd
538452,Quasar India Ltd
538464,Thirani Projects Ltd
538476,Capital Trade Links Ltd
538496,Tarini International Ltd
538521,Crown Tours Ltd
538537,Omansh Enterprises Ltd
538539,J. Taparia Projects Ltd
538540,Ramchandra Leasing & Finance Ltd
538542,Gold Coin Health Foods Ltd
538546,Bansal Roofing Products Ltd
538556,Arman Holdings Ltd
538557,Sai Baba Investment And Commercial Enterprises Ltd
538562,Skipper Ltd
538563,Adarsh Mercantile Ltd
538564,James Warren Tea Ltd
538565,Vistar Amar Ltd
538566,Apollo Tricoat Tubes Ltd
538567,Gulf Oil Lubricants India Ltd
538568,Fruition Venture Ltd
538569,Triveni Enterprises Ltd
538576,Bhanderi Infracon Ltd
538579,Trivikrama Industries Ltd
538596,Quantum Build-Tech Ltd
538597,TTI Enterprise Ltd
538598,Vishal Fabrics Ltd
538607,Toyam Industries Ltd
538609,Gajanan Securities Services Ltd
538610,Unison Metals Ltd
538611,Real Touch Finance Ltd
538634,Vasundhara Rasayans Ltd
538635,Snowman Logistics Ltd
538646,QGO Finance Ltd
538647,Purshottam Investofin Ltd
538652,Hind Commerce Ltd
538653,Ejecta Marketing Ltd
538666,Sharda Cropchem Ltd
538667,Sirohia & Sons Ltd
538668,Naysaa Securities Ltd
538674,City Online Services Ltd
538683,NIPPON INDIA ETF SENSEX
538685,Shemaroo Entertainment Ltd
538706,Ultracab (India) Ltd
538707,Rajasthan Cylinders & Containers Ltd
538708,Econo Trade (India) Ltd
538713,Atishay Ltd
538714,Suchitra Finance & Trading Company Ltd
538715,Dhabriya Polywood Ltd
538716,Aryaman Capital Markets Ltd
538728,ICICI Prudential Growth Fund Series 3 (Regular Plan - Dividend Payout Option)
538729,ICICI Prudential Growth Fund Series 3 (Direct Plan - Dividend Payout Option)
538730,PDS Multinational Fashions Ltd
538731,Hanman Fit Ltd
538732,Vibrant Global Capital Ltd
538733,Starlit Power Systems Ltd
538734,Ceinsys Tech Ltd
538742,Panache Innovations Ltd
538765,JLA Infraville Shoppers Ltd
538770,Crane Infrastructure Ltd
538772,Niyogin Fintech Ltd
538777,Asia Capital Ltd
538778,Akashdeep Metal Industries Ltd
538786,Citizen Infoline Ltd
538787,Goenka Business & Finance Ltd
538788,Gilada Finance & Investments Ltd
538789,Budge Budge Company Ltd
538794,Jet Infraventure Ltd
538795,Shree Ajit Pulp And Paper Ltd
538812,Aanchal Ispat Ltd
538817,Captain Pipes Ltd
538833,Anubhav Infrastructure Ltd
538834,Meenakshi Enterprises Ltd
538835,Intellect Design Arena Ltd
538836,Monte Carlo Fashions Ltd
538837,Jeevan Scientific Technology Ltd
538838,Indo Cotspin Ltd
538860,Panafic Industrials Ltd
538862,My Money Securities Ltd
538863,Sri Amarnath Finance Ltd
538868,Continental Securities Ltd
538874,Nexus Surgical And Medicare Ltd
538875,Sellwin Traders Ltd
538881,Galada Finance Ltd
538882,Emerald Leasing Finance & Investment Company Ltd
538890,M.K. Exim (India) Ltd
538891,Magellanic Cloud Ltd
538894,Octal Credit Capital Ltd
538895,Mihika Industries Ltd
538896,Kanchi Karpooram Ltd
538897,Shri Niwas Leasing And Finance Ltd
538902,Dhunseri Tea & Industries Ltd
538918,Vani Commercials Ltd
538919,Skyline Ventures India Ltd
538920,Spaceage Products Ltd
538921,Raghuvansh Agrofarms Ltd
538922,COSYN Ltd
538923,Sofcom Systems Ltd
538926,Naturite Agro Products Ltd
538928,Karnavati Finance Ltd
538935,Abhishek Finlease Ltd
538942,Mercantile Ventures Ltd
538943,Sonal Mercantile Ltd
538952,Abhinav Leasing & Finance Ltd
538961,Genus Paper & Boards Ltd
538962,Minda Corporation Ltd
538964,Mercury Laboratories Ltd
538965,Concord Drugs Ltd
538970,Wardwizard Innovations & Mobility Ltd
538975,Shree Securities Ltd
538979,Greenlam Industries Ltd
538987,Talbros Engineering Ltd
538992,SAR Auto Products Ltd
538993,Purohit Construction Ltd
539005,Jayatma Enterprises Ltd
539006,PTC Industries Ltd
539009,GBL Industries Ltd
539011,Chennai Ferrous Industries Ltd
539012,Megri Soft Ltd
539013,Gita Renewable Energy Ltd
539015,Ortel Communications Ltd
539016,Neil Industries Ltd
539017,Akme Star Housing Finance Ltd
539018,Beekay Steel Industries Ltd
539026,SSPN Finance Ltd
539031,SBI Mutual Fund - SBI - ETF BSE 100
539032,Fraser and Company Ltd
539040,Tirupati Tyres Ltd
539041,SVP Housing Ltd
539042,AGI Infra Ltd
539043,BKM Industries Ltd
539044,Manaksia Steels Ltd
539045,Manaksia Aluminium Company Ltd
539046,Manaksia Coated Metals & Industries Ltd
539056,Imagicaaworld Entertainment Ltd
539083,Inox Wind Ltd
539090,Rajputana Investment and Finance Ltd
539091,Consecutive Investment & Trading Company Ltd
539096,Aananda Lakshmi Spinning Mills Ltd
539097,HKG Ltd
539098,Filtra Consultants and Engineers Ltd
539099,Athena Constructions Ltd
539110,Northlink Fiscal and Capital Services Ltd
539111,Sheshadri Industries Ltd
539112,SAB Industries Ltd
539113,Paul Merchants Ltd
539114,Hind Securities & Credits Ltd
539116,O. P. Chains Ltd
539117,Sujala Trading & Holdings Ltd
539118,VRL Logistics Ltd
539119,Jain Marmo Industries Ltd
539120,Bangalore Fort Farms Ltd
539121,Palco Metals Ltd
539122,Bodhtree Consulting Ltd
539124,Sarvottam Finvest Ltd
539126,MEP Infrastructure Developers Ltd
539132,Vegetable Products Ltd
539141,UFO Moviez India Ltd
539142,Edelweiss Mutual Fund - Edelweiss Exchange Traded Scheme - Nifty ( Nifty EES )
539143,Panth Infinity Ltd
539148,Shivalik Rasayan Ltd
539149,Integrated Capital Services Ltd
539150,PNC Infratech Ltd
539151,Arfin India Ltd
539174,Helpage Finlease Ltd
539175,Indra Industries Ltd
539176,Hawa Engineers Ltd
539177,Authum Investment & Infrastructure Ltd
539195,POCL Enterprises Ltd
539196,Amba Enterprises Ltd
539197,Devhari Exports (India) Ltd
539198,Capfin India Ltd
539199,Moongipa Securities Ltd
539201,Satia Industries Ltd
539206,Genomic Valley Biotech Ltd
539216,Garment Mantra Lifestyle Ltd
539217,Srestha Finvest Ltd
539218,Saumya Consultants Ltd
539219,Mauria Udyog Ltd
539220,Mishka Exim Ltd
539221,Sportking India Ltd
539222,VMV Holidays Ltd
539223,Ambition Mica Ltd
539224,HCKK Ventures Ltd
539225,Jiya Eco-Products Ltd
539226,Rudra Global Infra Products Ltd
539227,Loyal Equipments Ltd
539228,Gala Global Products Ltd
539229,Majestic Research Services and Solutions Ltd
539230,Chemiesynth (Vapi) Ltd
539235,Grandeur Products Ltd
539246,Jyotirgamya Enterprises Ltd
539251,Balkrishna Paper Mills Ltd
539252,Shyam Century Ferrous Ltd
539253,Surya India Ltd
539254,Adani Transmission Ltd
539255,Star Delta Transformers Ltd
539265,Amrapali Fincap Ltd
539267,Dr Habeebullah Life Sciences Ltd
539268,Syngene International Ltd
539273,Pecos Hotels and Pubs Ltd
539274,Boston Leasing and Finance Ltd
539275,Mangalam Seeds Ltd
539276,Kaya Ltd
539277,Alstone Textiles (India) Ltd
539278,Symbiox Investment & Trading Company Ltd
539288,AVI Polymers Ltd
539289,Majesco Ltd
539290,Oswal Greentech Ltd
539291,Ozone World Ltd
539300,A.K. Spintex Ltd
539301,Arvind SmartSpaces Ltd
539302,Power Mech Projects Ltd
539304,Canopy Finance Ltd
539309,Rama Steel Tubes Ltd
539310,Thinkink Picturez Ltd
539312,UTI- SENSEX ETF
539313,UTI NIFTY ETF
539314,Universal Autofoundry Ltd
539331,Veto Switchgears and Cables Ltd
539332,Navkar Corporation Ltd
539334,Shree Pushkar Chemicals & Fertilisers Ltd
539336,Gujarat Gas Ltd
539337,Waaree Technologies Ltd
539346,Sadbhav Infrastructure Project Ltd
539351,Prabhat Dairy Ltd
539353,Sal Automotive Ltd
539354,Polyspin Exports Ltd
539359,Pritika Auto Industries Ltd
539363,Sri Krishna Constructions (India) Ltd
539378,Soni Medicare Ltd
539383,Mahaveer Infoway Ltd
539384,Krishna Capital and Securities Ltd
539391,Acme Resources Ltd
539393,Kabra Commercial Ltd
539398,Vishal Bearings Ltd
539399,Bella Casa Fashion & Retail Ltd
539400,Mallcom (India) Ltd
539401,Patdiam Jewellery Ltd
539402,Vaksons Automobiles Ltd
539403,Arambhan Hospitality Services Ltd
539404,Satin Creditcare Network Ltd
539405,Decorous Investment & Trading Co Ltd
539406,Swagtam Trading & Services Ltd
539407,Generic Engineering Construction and Projects Ltd
539408,Kuber Udyog Ltd
539409,Neeraj Paper Marketing Ltd
539410,Muzali Arts Ltd
539428,Tejnaksh Healthcare Ltd
539433,Indo-Global Enterprises Ltd
539434,Brilliant Portfolios Ltd
539435,Richfield Financial Services Ltd
539437,IDFC First Bank Ltd
539447,Beardsell Ltd
539448,InterGlobe Aviation Ltd
539449,IGC Industries Ltd
539450,S H Kelkar and Company Ltd
539455,Aryavan Enterprise Ltd
539468,Typhoon Financial Services Ltd
539469,Panorama Studios International Ltd
539470,Shree Ganesh Biotech (India) Ltd
539479,GTV Engineering Ltd
539480,LIC MF EXCHANGE TRADED FUND- NIFTY 50
539481,Pariksha Fin- Invest- Lease Ltd
539487,LIC MF EXCHANGE TRADED FUND- SENSEX
539488,Tirupati Finlease Ltd
539492,Garbi Finvest Ltd
539493,Adharshila Capital Services Ltd
539494,Smart Finsec Ltd
539495,Rajkot Investment Trust Ltd
539506,Adcon Capital Services Ltd
539515,Quint Digital Media Ltd
539516,HDFC Nifty ETF
539517,HDFC Sensex ETF - Open Ended Traded Fund
539518,Uday Jewellery Industries Ltd
539519,Mayukh Dealtrade Ltd
539521,Navigant Corporate Advisors Ltd
539522,Grovy India Ltd
539523,Alkem Laboratories Ltd
539524,Dr. Lal PathLabs Ltd
539525,Navketan Merchants Ltd
539526,Suncare Traders Ltd
539527,Creative Castings Ltd
539528,Aayush Food and Herbs Ltd
539533,Elitecon International Ltd
539542,Lux Industries Ltd
539543,Valley Magnesite Company Ltd
539544,Abhishek Infraventures Ltd
539546,Beekay Niryat Ltd
539551,Narayana Hrudayalaya Ltd
539552,F Mec International Financial Services Ltd
539559,Deep Diamond India Ltd
539560,Abhijit Trading Company Ltd
539561,Remedium Lifecare Ltd
539562,Aarnav Fashions Ltd
539570,Acewin Agriteck Ltd
539574,Sunshine Capital Ltd
539584,Sharanam Infraproject and Trading Ltd
539594,Mishtann Foods Ltd
539596,Delta Industrial Resources Ltd
539597,Jindal Stainless (Hisar) Ltd
539598,Oracle Credit Ltd
539599,Kotia Enterprises Ltd
539600,Chamak Holdings Ltd
539607,Blue Cloud Softech Solutions Ltd
539620,A Infrastructure Ltd
539621,BCL Enterprises Ltd
539632,AAR Commercial Company Ltd
539636,Precision Camshafts Ltd
539637,Blueblood Ventures Ltd
539658,TeamLease Services Ltd
539659,Vidli Restaurants Ltd
539660,Best Agrolife Ltd
539661,Ace Men Engg Works Ltd
539662,BFL Asset Finvest Ltd
539669,RGF Capital Markets Ltd
539673,Radhagobind Commercial Ltd
539678,Quick Heal Technologies Ltd
539679,Kapil Raj Finance Ltd
539680,Ganga Pharmaceuticals Ltd
539681,Dynamic Archistructures Ltd
539682,Sylph Education Solutions Ltd
539683,Shivkamal Impex Ltd
539686,K.P. Energy Ltd
539692,Interactive Financial Services Ltd
539697,Hiliks Technologies Ltd
539724,Hypersoft Technologies Ltd
539725,Gokul Agro Resources Ltd
539730,Fredun Pharmaceuticals Ltd
539742,Simbhaoli Sugars Ltd
539760,Relicab Cable Manufacturing Ltd
539762,Modern Converters Ltd
539767,Mega Nirman and Industries Ltd
539770,Darjeeling Ropeway Company Ltd
539773,Advik Capital Ltd
539784,LIC MF Exchange Traded Fund- NIFTY 100
539785,Pudumjee Paper Products Ltd
539787,HealthCare Global Enterprises Ltd
539788,Khemani Distributors & Marketing Ltd
539798,Umiya Tubes Ltd
539799,Bharat Wire Ropes Ltd
539800,CHD Chemicals Ltd
539807,Infibeam Avenues Ltd
539814,Radhey Trade Holding Ltd
539819,Mudra Financial Services Ltd
539833,Shivom Investment & Consultancy Ltd
539834,Balgopal Commercial Ltd
539835,Superior Finlease Ltd
539837,Raghav Productivity Enhancers Ltd
539839,Franklin Leasing and Finance Ltd
539841,Lancer Container Lines Ltd
539843,NINtec Systems Ltd
539844,Equitas Holdings Ltd
539854,Halder Venture Ltd
539861,SKIL Infrastructure Ltd
539871,Thyrocare Technologies Ltd
539872,Bajaj Healthcare Ltd
539874,Ujjivan Financial Services Ltd
539875,RSD Finance Ltd
539876,Crompton Greaves Consumer Electricals Ltd
539883,Pilani Investment and Industries Corporation Ltd
539884,Darshan Orna Ltd
539889,Parag Milk Foods Ltd
539894,Madhav Infra Projects Ltd
539895,Shalimar Agencies Ltd
539909,Latent Light Finance Ltd
539910,Kome-On Communication Ltd
539911,Svarnim Trade Udyog Ltd
539917,Nagarjuna Fertilizers and Chemicals Ltd
539921,Shanti Educational Initiatives Ltd
539922,Rotographics (India) Ltd
539927,Likhami Consulting Ltd
539938,Medico Intercontinental Ltd
539939,Yash Chemex Ltd
539940,Max Ventures and Industries Ltd
539945,ICICI Prudential NV20 ETF
539946,Bazel International Ltd
539947,Jindal Leasefin Ltd
539956,TAAL Enterprises Ltd
539957,Mahanagar Gas Ltd
539963,Zeal Aqua Ltd
539978,Quess Corp Ltd
539979,Digjam Ltd
539980,ICICI Prudential Midcap Select ETF
539982,Advance Syntex Ltd
539984,Hindusthan Urban Infrastructure Ltd
539985,Titaanium Ten Enterprise Ltd
539986,Commercial Syn Bags Ltd
539991,Confidence Futuristic Energetech Ltd
539992,Lloyds Steels Industries Ltd
539997,Kwality Pharmaceuticals Ltd
540005,Larsen & Toubro Infotech Ltd
540006,East West Holdings Ltd
