Security Code,Security Name
522134,ARTSON ENGINEERING LTD.
522152,SOLITAIRE MACHINE TOOLS LTD.
522163,Diamond Power Infrastructure Limited-$
522165,INDSIL HYDRO POWER AND MANGANESE LTD.-$
522171,TMT (INDIA) LTD.
522183,ITL INDUSTRIES LTD.-$
522195,FRONTIER SPRINGS LTD.
522205,PRAJ INDUSTRIES LTD.
522207,RASANDIK ENGINEERING INDUSTRIES INDIA LTD.-$
522209,YOGI SUNG-WON (INDIA) LTD.
522215,HLE Glascoat Ltd
522217,GUJARAT APOLLO INDUSTRIES LTD.
522229,TANEJA AEROSPACE & AVIATION LTD.-$
522231,CONART ENGINEERS LTD.-$
522237,SHIVAGRICO IMPLEMENTS LTD.
522241,M.M.FORGINGS LTD.-$
522245,IYKOT HITECH TOOLROOM LTD.
522249,MAYUR UNIQUOTERS LTD.-$
522251,CENLUB INDUSTRIES LTD.
522257,RAJOO ENGINEERS LTD.-$
522263,JMC PROJECTS (INDIA) LTD.-$
522267,VEEJAY LAKSHMI ENGINEERING WORKS LTD.-$
522273,AHMEDABAD STEELCRAFT LTD.
522275,GE T&D India Ltd
522281,RAM RATNA WIRES LTD.-$
522285,JAYASWAL NECO INDUSTRIES LTD.
522287,KALPATARU POWER TRANSMISSION LTD.
522289,NMS Resources Global Ltd
522292,Chandni Textiles Engineering Ind. Ltd
522294,T & I GLOBAL LTD.
522295,CONTROL PRINT LTD.-$
522650,BEMCO HYDRAULICS LTD.
523007,ANSAL BUILDWELL LTD.-$
523011,WEIZMANN LTD.
523019,B.N.RATHI SECURITIES LTD.
523021,RISHI TECHTEX LTD.
523023,SINCLAIRS HOTELS LTD.-$
523025,SAFARI INDUSTRIES (INDIA) LTD.
523054,BINAYAK TEX PROCESSORS LTD.
523062,J.J.FINANCE CORPORATION LTD.
523100,COSMO FERRITES LTD.-$
523105,PLANTER POLYSACKS LTD.
523113,FUTURISTIC SECURITIES LTD.
523116,SANCO TRANS LTD.
523120,ADOR MULTIPRODUCTS LTD.
523127,EIH ASSOCIATED HOTELS LTD.-$
523144,MEDI-CAPS LTD.-$
523151,OTCO INTERNATIONAL LTD.
523160,MORGANITE CRUCIBLE (INDIA) LTD.
523164,SIP INDUSTRIES LTD.
523186,B&A Packaging India Limited
523204,ABAN OFFSHORE LTD.
523207,KOKUYO CAMLIN LTD.-$
523222,SRM ENERGY LTD.
523229,BHARAT SEATS LTD.-$
523232,CONTINENTAL PETROLEUMS LTD.
523242,NB FOOTWEAR LTD.
523248,MACHINO PLASTICS LTD.-$
523260,PEARL POLYMERS LTD.
523261,VENKY&#39;S (INDIA) LTD.
523269,ADVANI HOTELS & RESORTS (INDIA) LTD.
523277,GV FILMS LTD.
523283,SUPERHOUSE LTD.
523289,RAMA VISION LTD.
523301,TCPL PACKAGING LTD.-$
523315,PURITY FLEX PACK LTD.
523319,BALMER LAWRIE & CO.LTD.
523323,KOVAI MEDICAL CENTER & HOSPITAL LTD.
523329,ELDECO HOUSING & INDUSTRIES LTD.
523343,MICROSE INDIA LTD.
523351,STANDARD SHOE SOLE AND MOULD (INDIA) LTD.
523367,DCM Shriram Limited
523369,DCM SHRIRAM INDUSTRIES LTD.-$
523371,MAWANA SUGARS LTD.
523373,MINI DIAMONDS (INDIA) LTD.
523384,MAHA RASHTRA APEX CORPORATION LTD.
523385,NILKAMAL LTD.
523391,NAHAR POLYFILMS LTD.
523395,3M INDIA LTD.
523398,Johnson Controls-Hitachi Air Conditioning India Ltd
523405,JM FINANCIAL LTD.-$
523411,ADC India Communications Limited-$
523419,TAMILNADU TELECOMMUNICATIONS LTD.
523425,SUNRAJ DIAMOND EXPORTS LTD.
523445,RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.
523449,SHARP INDIA LTD.
523457,Linde India Limited
523465,IND BANK HOUSING LTD.
523475,LOTUS CHOCOLATE CO.LTD.
523483,PACIFIC INDUSTRIES LTD.
523489,CHENNAI MEENAKSHI MULTISPECIALITY HOSPITAL LTD.-$
523519,UNIVERSAL OFFICE AUTOMATION LTD.
523537,APM INDUSTRIES LTD.-$
523539,PRECISION WIRES INDIA LTD.
523550,KRYPTON INDUSTRIES LTD.
523566,MARTIN BURN LTD.
523574,Future Enterprises Ltd
523586,INDIAN TONERS & DEVELOPERS LTD.-$
523594,KUNSTSTOFFE INDUSTRIES LTD.
523598,SHIPPING CORPORATION OF INDIA LTD.
523606,SIKA INTERPLANT SYSTEMS LTD.
523610,ITI LTD.
523618,DREDGING CORPORATION OF INDIA LTD.
523620,PHAARMASIA LTD.
523628,Poddar Housing and Development Ltd
523630,NATIONAL FERTILIZERS LTD.
523638,IP RINGS LTD.-$
523642,PI Industries Ltd
523648,PLASTIBLENDS INDIA LTD.-$
523650,REDEX PROTECH LTD.
523652,Kkalpana Plastick Limited
523660,WATERBASE LTD.
523672,FLEX FOODS LTD.-$
523676,GOLKUNDA DIAMONDS & JEWELLERY LTD.
523694,APCOTEX INDUSTRIES LTD.
523696,Fortis Malar Hospitals Limited
523704,MASTEK LTD.
523708,EIMCO ELECON (INDIA) LTD.
523710,SAYAJI HOTELS LTD.
523712,JMG CORPORATION LTD.
523716,ASHIANA HOUSING LTD.-$
523722,SVAM SOFTWARE LTD.
523732,ECOBOARD INDUSTRIES LTD.
523736,Dhunseri Ventures Ltd-$
523752,IO SYSTEM LTD.
523754,Mahindra EPC Irrigation Ltd
523756,SREI INFRASTRUCTURE FINANCE LTD.
523782,Mitshi India Ltd
523790,SHUKRA JEWELLERS LTD.
523792,MAZDA LTD.-$
523796,VICEROY HOTELS LTD.
523826,SOVEREIGN DIAMONDS LTD.
523828,MENON BEARINGS LTD.-$
523832,MUKAT PIPES LTD.-$
523836,GUJARAT RAFFIA INDUSTRIES LTD.
523838,SIMPLEX INFRASTRUCTURES LTD.
523840,INNOVATIVE TECH PACK LTD.
523842,Super Tannery Limited
523844,Constronics Infra Ltd
523850,AXTEL INDUSTRIES LTD.
523862,Pacheli Industrial Finance Ltd
523874,PRECISION CONTAINEURS LTD.
523888,V R WOODART LTD.
523896,Avi Products India Ltd
524000,MAGMA FINCORP LTD.
524013,HINDUSTAN FLUOROCARBONS LTD.
524019,Kingfa Science & Technology (India) Ltd-$
524031,Patidar Buildcon Limited
524037,RAMA PHOSPHATES LTD.
524038,VENLON ENTERPRISES LTD.
524051,POLYPLEX CORPORATION LTD.
524075,ALBERT DAVID LTD.-$
524080,HARYANA LEATHER CHEMICALS LTD.
524091,ACRYSIL LTD.
524109,KABRA EXTRUSIONTECHNIK LTD.
524129,VINYL CHEMICALS (INDIA) LTD.
524136,PEE CEE COSMA SOPE LTD.
524156,TCM LTD.
524164,IOL CHEMICALS & PHARMACEUTICALS LTD.
524174,KESAR PETROPRODUCTS LTD.
524200,VINATI ORGANICS LTD.-$
524202,LACTOSE (INDIA) LTD.
524208,AARTI INDUSTRIES LTD.
524210,PENTOKEY ORGANY (INDIA) LTD.
524212,WANBURY LTD.
524218,RESONANCE SPECIALTIES LTD.-$
524226,GUJARAT AMBUJA EXPORTS LTD.
524230,RASHTRIYA CHEMICALS & FERTILIZERS LTD.
524280,KOPRAN LTD.
524288,AIMCO PESTICIDES LTD.
524314,GUJARAT TERCE LABORATORIES LTD.
524324,SEYA INDUSTRIES LTD.
524330,JAYANT AGRO-ORGANICS LTD.
524332,BCL Industries Ltd-$
524336,SHREE HARI CHEMICALS EXPORT LTD.
524342,INDO BORAX & CHEMICALS LTD.-$
524348,AARTI DRUGS LTD.
524370,BODAL CHEMICALS LTD.
524372,Orchid Pharma Ltd
524394,VIMTA LABS LTD.-$
524396,BIOFIL CHEMICALS & PHARMACEUTICALS LTD.
524400,ISHITA DRUGS & INDUSTRIES LTD.
524404,MARKSANS PHARMA LTD.
524408,UNIVERSAL STARCH-CHEM ALLIED LTD.
524412,AAREY DRUGS & PHARMACEUTICALS LTD.
524414,NORRIS MEDICINES LTD.
524434,ASIAN PETROPRODUCTS & EXPORTS LTD.
524440,CAMEX LTD.
524444,Evexia Lifecare Ltd
524458,INDO EURO INDCHEM LTD.
524470,SYNCOM FORMULATIONS (INDIA) LTD.-$
524480,RIDDHI SIDDHI GLUCO BIOLS LTD.-$
524488,SVC INDUSTRIES Ltd
524494,IPCA LABORATORIES LTD.
524500,KILITCH DRUGS (INDIA) LTD.
524502,RAAJ MEDISAFE INDIA LTD.
524506,CORAL LABORATORIES LTD.
524514,TULASEE BIO-ETHANOL LTD.
524516,BACIL PHARMA LTD.
524518,KREBS BIOCHEMICALS & INDUSTRIES LTD.-$
524520,KMC SPECIALITY HOSPITALS (INDIA) LTD.
524522,LAFFANS PETROCHEMICALS LTD.-$
524534,BHASKAR AGROCHEMICALS LTD.
524542,SUKHJIT STARCH & CHEMICALS LTD.-$
524558,NEULAND LABORATORIES LTD.
524564,GAYATRI BIOORGANICS LTD.
524570,PODDAR PIGMENTS LTD.-$
524572,PHARMAIDS PHARMACEUTICALS LTD.
524576,VIVID GLOBAL INDUSTRIES LTD.
524580,PRIYA LTD.-$
524582,TIRUPATI STARCH & CHEMICALS LTD.
524590,Hemo Organic Limited
524592,JD ORGOCHEM LTD.
524594,ASHOK ALCO-CHEM LTD.
524598,AKSHARCHEM (INDIA) LTD.-$
524604,KAMRON LABORATORIES LTD.
524606,BERYL DRUGS LTD.
524622,iStreet Network Limited
524624,GAGAN GASES LTD.
524628,PARKER AGROCHEM EXPORTS LTD.-$
524632,Shukra Pharmaceuticals Ltd
524634,ALUFLUORIDE LTD.
524640,ARCHIT ORGANOSYS LTD.
524642,Sikozy Realtors Limited
524648,INDO AMINES LTD.-$
524654,NATURAL CAPSULES LTD.
524661,WELCURE DRUGS & PHARMACEUTICALS LTD.
524663,BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPORATION LTD.-$
524667,SAVITA OIL TECHNOLOGIES LTD.
524669,HESTER BIOSCIENCES LTD.
524675,KABSONS INDUSTRIES LTD.
524687,BASANT AGRO TECH (INDIA) LTD.-$
524703,SANDU PHARMACEUTICALS LTD.
524709,NACL Industries Ltd
524711,VISTA PHARMACEUTICALS LTD.
524715,SUN PHARMACEUTICAL INDUSTRIES LTD.
524717,TITAN BIOTECH LTD.
524723,BIJOY HANS LTD.
524727,Span Divergent Ltd-$
524731,JENBURKT PHARMACEUTICALS LTD.
524735,HIKAL LTD.
524742,CAPLIN POINT LABORATORIES LTD.
524743,FISCHER CHEMIC LTD.
524748,LINK PHARMA CHEM LTD.
524752,Decipher Labs Ltd
524768,EMMESSAR BIOTECH & NUTRITION LTD.
524774,NGL FINE-CHEM LTD.
524790,EVEREST ORGANICS LTD.
524804,AUROBINDO PHARMA LTD.
524808,PHYTO CHEM (INDIA) LTD.
524816,NATCO PHARMA LTD.
524818,DYNAMIC INDUSTRIES LTD.-$
524820,PANAMA PETROCHEM LTD.
524824,BAL PHARMA LTD.
524828,BDH INDUSTRIES LTD.
526001,JAUSS POLYMERS LTD.
526025,Globus Constructors & Developers Limited
526027,CUBEX TUBINGS LTD.
526043,POLYMECHPLAST MACHINES LTD.
526073,GALAXY BEARINGS LTD.
526081,SC Agrotech Ltd
526095,RAVILEELA GRANITES LTD.
526113,UNIROYAL MARINE EXPORTS LTD.
526115,KARAN WOO-SIN LTD.
526117,SHERVANI INDUSTRIAL SYNDICATE LTD.
526125,ARIHANT TOURNESOL LTD.
526133,SUPERTEX INDUSTRIES LTD.
526137,SHETRON LTD.
526139,TRANSGENE BIOTEK LTD.
526143,MPL Plastics Limited
526159,NIKHIL ADHESIVES LTD.-$
526161,SPENTA INTERNATIONAL LTD.
526169,MULTIBASE INDIA LTD.
526173,ANDREW YULE & COMPANY LTD.
526179,LUDLOW JUTE & SPECIALITIES LTD.
526187,ASHRAM ONLINE.COM LTD.
526193,ROYAL CUSHION VINYL PRODUCTS LTD.-$
526195,NEOGEM INDIA LTD.
526217,Hitech Corporation Ltd-$
526225,BLOOM DEKOR LTD.-$
526227,FILATEX INDIA LTD.-$
526231,STANDARD SURFACTANTS LTD.
526235,MERCATOR LTD.-$
526237,MORGAN VENTURES LTD.
526241,AMRAPALI INDUSTRIES LTD.
526247,PREMIER EXPLOSIVES LTD.
526251,MID EAST PORTFOLIO MANAGEMENT LTD.
526263,MOLD-TEK TECHNOLOGIES LTD.
526269,CRESTCHEM LTD.
526299,MPHASIS LTD.
526301,MEDINOVA DIAGNOSTIC SERVICES LTD.
526315,DIVYASHAKTI GRANITES LTD.
526325,ORIENT PRESS LTD.
526335,SHREYAS INTERMEDIATES LTD.
526349,Parth Industries Limited
526355,DUROPACK LTD.
526365,Swarnsarita Gems Ltd
526367,GANESH HOUSING CORPORATION LTD.-$
526371,NMDC LTD.
526373,CINDRELLA HOTELS LTD.-$
526381,PATEL INTEGRATED LOGISTICS LTD.-$
526397,ALPHAGEO (INDIA) LTD.-$
526407,RITESH PROPERTIES & INDUSTRIES LTD.
526409,Kkalpana Industries (India) Ltd
526415,OK PLAY INDIA LTD.
526423,KRITI INDUSTRIES (INDIA) LTD.-$
526431,WELTERMAN INTERNATIONAL LTD.
526433,ASM TECHNOLOGIES LTD.
526435,PERFECTPAC LTD.
526441,VISION CINEMAS LTD.
526445,INDRAYANI BIOTECH LTD.
526471,WINSOME BREWERIES LTD.
526473,ELEGANT FLORICULTURE & AGROTECH (INDIA) LTD.
526477,SOUTH ASIAN ENTERPRISES LTD.
526479,SKY INDUSTRIES LTD.-$
526481,PHOENIX INTERNATIONAL LTD.
526488,AARV Infratel Ltd
526490,PRATIK PANELS LTD.
526492,Rishiroop Ltd
526494,Promact Impex Ltd
526500,STERLING GREEN WOODS LTD.
526504,DOLPHIN MEDICAL SERVICES LTD.
526506,SYSTEMATIX CORPORATE SERVICES LTD.
526519,ALPINE HOUSING DEVELOPMENT CORPORATION LTD.
526521,SANGHI INDUSTRIES LTD.
526525,Worldwide Aluminium Ltd
526532,Square Four Projects India Limited
526544,SCANPOINT GEOMATICS LTD.
526546,CHOKSI LABORATORIES LTD.
526550,Country Club Hospitality & Holidays Ltd
526554,SALGUTI INDUSTRIES LTD.
526568,LONGVIEW TEA COMPANY LTD.
526570,MIDWEST GOLD LTD.
526574,ENTERPRISE INTERNATIONAL LTD.
526576,TECHINDIA NIRMAN LIMITED
526582,TPL PLASTECH LTD.
526586,WIM PLAST LTD.-$
526588,PHOTOQUIP INDIA LTD.
526596,LIBERTY SHOES LTD.
526604,LIPPI SYSTEMS LTD.-$
526608,ELECTROTHERM (INDIA) LTD.
526612,BLUE DART EXPRESS LTD.
526614,EXPO GAS CONTAINERS LTD.
526616,NATIONAL PLASTIC INDUSTRIES LTD.
526622,MFL INDIA LTD.
526628,AJWA FUN WORLD & RESORT LTD.
526638,TEXEL INDUSTRIES LTD.
526640,ROYALE MANOR HOTELS & INDUSTRIES LTD.
526642,MIRZA INTERNATIONAL LTD.
526650,TOURISM FINANCE CORPORATION OF INDIA LTD.
526654,THAKKERS DEVELOPERS LTD.
526662,RAJDARSHAN INDUSTRIES LTD.
526666,BHARTIYA INTERNATIONAL LTD.
526668,KAMAT HOTELS (INDIA) LTD.
526677,DSJ COMMUNICATIONS LTD.
526683,HOTEL RUGBY LTD.
526687,POLO HOTELS LTD.
526703,ECOPLAST LTD.-$
526705,ELEGANT MARBLES & GRANI INDUSTRIES LTD.
526721,NICCO PARKS & RESORTS LTD.-$
526723,NTC INDUSTRIES LTD.
526725,SANDESH LTD.
526727,GARNET CONSTRUCTION LTD.
526729,GOLDIAM INTERNATIONAL LTD.
526731,BRIGHT BROTHERS LTD.-$
526737,CORPORATE COURIER AND CARGO LTD.
526739,NARMADA GELATINES LTD.
526747,PG FOILS LTD.
526751,GRATEX INDUSTRIES LTD.
526755,VELAN HOTELS LTD.
526761,HOWARD HOTELS LTD.
526775,VALIANT COMMUNICATIONS LTD.-$
526783,DR.AGARWALS EYE HOSPITAL LTD.-$
526795,MAHASAGAR TRAVELS LTD.
526797,GREENPLY INDUSTRIES LTD.
526799,UNION QUALITY PLASTICS LTD.
526807,SEAMEC LTD.
526813,RAGHUNATH INTERNATIONAL LTD.
526817,CHEVIOT CO.LTD.-$
526821,DAI-ICHI KARKARIA LTD.-$
526823,Rajeswari Infrastructure Limited
526827,SPICE ISLANDS APPARELS LTD.-$
526829,CONFIDENCE PETROLEUM INDIA LTD.
526839,SHELTER INFRA PROJECTS LTD.-$
526847,ASHIRWAD STEELS & INDUSTRIES LTD.
526849,BANARAS BEADS LTD.
526851,AREX INDUSTRIES LTD.
526853,BILCARE LTD.-$
526859,ISF LIMITED
526861,RISHI LASER LTD.
526865,JAINCO PROJECTS (INDIA) LTD.
526869,KUMBHAT FINANCIAL SERVICES LTD.
526871,INTEC CAPITAL LTD.
526881,63 Moons Technologies Ltd
526885,SARLA PERFORMANCE FIBERS LTD.-$
526887,INDO CREDIT CAPITAL LTD.
526891,MARKET CREATORS LTD.
526899,Himalaya Food International Ltd
526901,SONAL ADHESIVES LTD.
526905,Padmanabh Industries Limited
526921,TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.
526931,HARIYANA SHIP BREAKERS LTD.-$
526935,Arunis Abode Ltd
526945,TYROON TEA CO.LTD.
526947,LA OPALA RG LTD.
526951,Stylam Industries Limited
526953,VENUS REMEDIES LTD.
526959,WOODSVILLA LTD.
526961,TRANS FINANCIAL RESOURCES LTD.
526965,GUJARAT CRAFT INDUSTRIES LTD.
526967,HEERA ISPAT LTD.
526971,DHOOT INDUSTRIAL FINANCE LTD.
526977,Crimson Metal Engineering Company Ltd
526981,Shri Bajrang Alliance Ltd
526983,ASHOKA REFINERIES LTD.
526987,URJA GLOBAL LTD.
527001,ASHAPURA MINECHEM LTD.
527005,SHREE PACETRONIX LTD.
530001,GUJARAT ALKALIES & CHEMICALS LTD.
530005,INDIA CEMENTS LTD.
530007,JK TYRE & INDUSTRIES LTD.
530011,MANGALORE CHEMICALS & FERTILIZERS LTD.
530017,STANDARD INDUSTRIES LTD.
530019,Jubilant Pharmova Ltd
530023,The Investment Trust Of India Ltd
530025,SAMYAK INTERNATIONAL LTD.
530035,SANTOSH FINE-FAB LTD.
530037,SREE JAYALAKSHMI AUTOSPIN LTD.
530043,ACKNIT INDUSTRIES LTD.
530045,TITAN SECURITIES LTD.
530047,Mohota Industries Ltd
530053,Real Eco-Energy Ltd
530055,HARMONY CAPITAL SERVICES LTD.
530057,Vivanza Biosciences Ltd
530063,YASHRAJ CONTAINEURS LTD.
530065,Lords Ishwar Hotels Limited
530067,CSL Finance Ltd
530073,SANGHVI MOVERS LTD.
530075,SELAN EXPLORATION TECHNOLOGY LTD.-$
530077,FRESHTROP FRUITS LTD.
530079,FAZE THREE LTD.-$
530095,Pradhin Ltd
530109,Anupam Finserv Ltd
530111,RAJ PACKAGING INDUSTRIES LTD.
530117,Privi Speciality Chemicals Ltd
530119,NATRAJ PROTEINS LTD.
530125,SAMRAT PHARMACHEM LTD.-$
530127,NPR FINANCE LTD.
530129,NILE LTD.
530131,UDAIPUR CEMENT WORKS LTD.
530133,AMCO INDIA LTD.-$
530135,Optiemus Infracom Ltd
530141,GYAN DEVELOPERS & BUILDERS LTD.
530145,KISAN MOULDINGS LTD.-$
530151,VIJAY TEXTILES LTD.
530161,GARODIA CHEMICALS LTD.
530163,KERALA AYURVEDA LTD.
530167,MOONGIPA CAPITAL FINANCE LTD.
530169,MOHIT PAPER MILLS LTD.
530171,DAULAT SECURITIES LTD.
530173,OSCAR GLOBAL LTD.
530175,ODYSSEY TECHNOLOGIES LTD.-$
530177,SPS INTERNATIONAL LTD.
530179,RSC INTERNATIONAL LTD.
530185,SURAT TEXTILE MILLS LTD.
530187,ATHARV ENTERPRISES LTD.
530197,Fundviser Capital (India) Ltd
530199,THEMIS MEDICARE LTD.
530201,Kallam Textiles Ltd-$
530207,BRAWN BIOTECH LTD.
530213,FORTUNE INTERNATIONAL LTD.
530215,Kings Infra Ventures Limited
530219,Nutricircle Ltd
530231,SUBHASH SILK MILLS LTD.
530233,AURO LABORATORIES LTD.
530235,KJMC FINANCIAL SERVICES LTD.
530239,SUVEN LIFE SCIENCES LTD.
530245,ARYAMAN FINANCIAL SERVICES LTD.
530249,BRIDGE SECURITIES LTD.
530253,RAJASTHAN TUBE MANUFACTURING CO.LTD.
530259,INTER STATE OIL CARRIER LTD.
530263,GLOBAL CAPITAL MARKETS LTD.
530265,SAINIK FINANCE & INDUSTRIES LTD.
530267,SABOO BROTHERS LTD.
530271,RICH UNIVERSE NETWORK LTD.
530281,QUANTUM DIGITAL VISION (INDIA) LTD.
530289,SP CAPITAL FINANCING LTD.
530291,Paos Industries Ltd
530299,KOTHARI PRODUCTS LTD.
530305,PICCADILY AGRO INDUSTRIES LTD.
530307,CHAMAN LAL SETIA EXPORTS LTD.-$
530309,CHANDRA PRABHU INTERNATIONAL LTD.-$
530313,Kimia Biosciences Ltd
530315,HINDUSTAN TIN WORKS LTD.-$
530317,GODAVARI DRUGS LTD.
530331,PREMCO GLOBAL LTD.-$
530341,MUKESH BABU FINANCIAL SERVICES LTD.
530343,GENUS POWER INFRASTRUCTURES LTD.-$
530355,Asian Energy Services Ltd
530357,KBS INDIA LIMITED
530361,SEA GOLD AQUA FARMS LTD.
530363,UGAR SUGAR WORKS LTD.-$
530365,ORIENT BELL LIMITED-$
530367,NRB BEARINGS LTD.
530369,VAMSHI RUBBER LTD.
530377,NILA INFRASTRUCTURES LTD.
530393,DB (INTERNATIONAL) STOCK BROKERS LTD.
530401,VINYOFLEX LTD.
530405,JINDAL CAPITAL LTD.
530407,EPIC ENERGY LTD.-$
530419,SUMEDHA FISCAL SERVICES LTD.
530421,KUWER INDUSTRIES LTD.
530427,CHOKSI IMAGING LTD.
530429,ASHISH POLYPLAST LTD.
530431,ADOR FONTECH LTD.-$
530433,SHIVA GLOBAL AGRO INDUSTRIES LTD.
530439,SIDDHA VENTURES LTD.
530445,SUMERU INDUSTRIES LTD.
530449,RUNGTA IRRIGATION LTD.
530457,CINERAD COMMUNICATIONS LTD.
530459,VALSON INDUSTRIES LTD.-$
530461,SABOO SODIUM CHLORO LTD.
530469,GSL SECURITIES LTD.
530475,Tinna Rubber and Infrastructure Limited
530477,VIKRAM THERMO (INDIA) LTD.
530495,Stratmont Industries Ltd
530499,A.K.CAPITAL SERVICES LTD.
530517,RELAXO FOOTWEARS LTD.-$
530521,VIRAT INDUSTRIES LTD.
530525,SHEETAL DIAMONDS LTD.
530533,TERAI TEA CO.LTD.
530537,MANRAJ HOUSING FINANCE LTD.
530543,MARG LTD.
530545,COSCO (INDIA) LTD.-$
530549,SHILPA MEDICARE LTD.
530555,PARAMOUNT COMMUNICATIONS LTD.-$
530557,NCL RESEARCH & FINANCIAL SERVICES LTD.
530565,ARCHANA SOFTWARE LTD.
530571,EXPLICIT FINANCE LTD.
530577,LADDERUP FINANCE LTD.
530579,U. Y. Fincorp Ltd
530581,EKAM LEASING & FINANCE CO.LTD.
530585,SWASTIKA INVESTMART LTD.
530589,PRIMA PLASTICS LTD.
530595,TELECANOR GLOBAL LTD.
530601,JAGSONPAL FINANCE & LEASING LTD.
530609,CARNATION INDUSTRIES LTD.
530615,GARG FURNACE LTD.
530617,SAMPRE NUTRITIONS LTD.
530621,Akar Auto Industries Ltd
530627,Vipul Organics Ltd
530643,ECO RECYCLING LTD.
530655,Goodluck India Ltd
530663,GOYAL ASSOCIATES LTD.
530665,ZENITH HEALTH CARE LTD.
530669,PREM SOMANI FINANCIAL SERVICES LTD.
530675,YORK EXPORTS LTD.
530677,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.
530683,PITHAMPUR POLY PRODUCTS LTD.
530689,Lykis Limited
530695,PRIME PROPERTY DEVELOPMENT CORPORATION LTD.-$
530697,Zenlabs Ethica Ltd
530699,Raj Rayon Industries Limited-$
530705,FLORA TEXTILES LTD.
530709,GOWRA LEASING & FINANCE LTD.
530711,JAGAN LAMPS LTD.
530713,AJEL LTD.
530715,ALPS INDUSTRIES LTD.
530723,ASIT C.MEHTA FINANCIAL SERVICES LTD.
530733,Nova Publications India Ltd
530735,SUPER BAKERS (INDIA) LTD.
530741,OVOBEL FOODS LTD.
530747,INDO ASIAN FINANCE LTD.
530755,CORAL NEWSPRINTS LTD.
530759,STERLING TOOLS LTD.-$
530765,DEVKI LEASING & FINANCE LTD.
530771,KLG CAPITAL SERVICES LTD.
530777,INFRA INDUSTRIES LTD.
530779,DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD.
530783,TRANS ASIA CORPORATION LTD.
530787,INLAND PRINTERS LTD.
530789,CEEJAY FINANCE LTD.
530795,SUNCITY SYNTHETICS LTD.
530797,SHREE GANESH ELASTOPLAST LTD.
530799,ANNA INFRASTRUCTURES LTD.
530803,Bhageria Industries Ltd
530805,Onesource Ideas Venture Ltd
530809,BNR UDYOG LTD.
530813,KRBL LTD.
530815,REFNOL RESINS & CHEMICALS LTD.
530821,SSPDL LTD.-$
530825,DAIKAFFIL CHEMICALS INDIA LTD.
530829,CIL SECURITIES LTD.
530839,CLIO INFOTECH LTD.
530841,Shri Bholanath Carpets Ltd
530843,CUPID LTD.-$
530845,SUNSHIELD CHEMICALS LTD.
530853,HIPOLIN LTD.
530855,GDL LEASING & FINANCE LTD.
530871,CHEMBOND CHEMICALS LTD.-$
530879,Capital India Finance Ltd
530881,Arunjyoti Bio Ventures Ltd
530883,SUPER CROP SAFE LTD.
530889,ALKA INDIA LTD.
530897,N.G.INDUSTRIES LTD.-$
530899,ASIA PACK LTD.
530905,SAI INDUSTRIES LTD.
530909,ERP SOFT SYSTEMS LTD.
530915,J.R.FOODS LTD.
530917,R.R.SECURITIES LTD.
530919,REMSONS INDUSTRIES LTD.
530925,RAMSONS PROJECTS LTD.
530929,EURO ASIA EXPORTS LTD.
530931,STANPACKS (INDIA) LTD.
530943,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.
530951,RAMINFO LIMITED
530953,SUNIL AGRO FOODS LTD.-$
530959,DIANA TEA CO.LTD.
530961,Vikas EcoTech Ltd
530965,INDIAN OIL CORPORATION LTD.
530973,ALFA ICA (INDIA) LTD.
530977,Shri Keshav Cements And Infra Ltd
530979,INDIA HOME LOAN LTD.
530985,JPT SECURITIES LTD.
530991,ROOPA INDUSTRIES LTD.
530993,SARTHAK GLOBAL LTD.
530997,UNIQUE ORGANICS LTD.
530999,BALAJI AMINES LTD.-$
531003,SWARNA SECURITIES LTD.
531017,ARIHANT&#39;S SECURITIES LTD.
531025,VISAGAR FINANCIAL SERVICES LTD.
531027,LIBORD SECURITIES LTD.
531033,REGAL ENTERTAINMENT & CONSULTANTS LTD.
531035,Justride Enterprises Ltd
531041,COMPETENT AUTOMOBILES CO.LTD.
531043,DHANVANTRI JEEVAN REKHA LTD.
531049,NEELKANTH ROCKMINERALS LTD.
531051,VINTAGE SECURITIES LTD.
531065,OSWAL OVERSEAS LTD.
531067,CONTIL INDIA LTD.
531069,VIJAY SOLVEX LTD.
531080,SHRI KRISHNA DEVCON LTD.
531082,Alankit Ltd
531083,NIHAR INFO GLOBAL LTD.
531091,UNITED CREDIT LTD.
531092,OM Infra Ltd
531099,RUBRA MEDICAMENTS LTD.
531109,ISHAN DYES & CHEMICALS LTD.
531111,GOTHI PLASCON (INDIA) LTD.
531112,Balu Forge Industries Ltd
531119,CEENIK EXPORTS (INDIA) LTD.
531120,PATEL ENGINEERING LTD.-$
531126,VIRTUALSOFT SYSTEMS LTD.
531127,Mena Mani Industries Ltd
531129,INANI MARBLES & INDUSTRIES LTD.
531137,GEMSTONE INVESTMENTS LTD.
531146,MEDICAMEN BIOTECH LTD.-$
531147,Alicon Castalloy Limited
531153,DILIGENT INDUSTRIES LTD.
531155,EPSOM PROPERTIES LTD.
